window_id,source_path,source_sha256,sampling_plan_available,status,reason,source_frames,target_frames,reused_source_frames,inference_performed,predicted_count
jiufu_4263d1ee2b7d38_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,a8c54a7b26e0d5fb38a9b064a929c541c36a2ad1ae420cb9e88f7ab3705737b9,True,ready_for_signal_candidate,,264,261,13,False,
jiufu_7cb985938d0a6a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093643-659.MP4,c9af9bfe59f024a58efd81ddb204e28a9691df00e7ea722a7c4c9b0dac21b604,True,ready_for_signal_candidate,,264,261,9,False,
jiufu_7c448f9ef64639_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093925-A1021135.MP4,1fa91472ad5d26c7f523f78ec50a6fc5ac19c7af30aa27962f9b3072feb5b9dc,True,ready_for_signal_candidate,,264,261,9,False,
jiufu_bc495978774317_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094240-608.MP4,16a4f1954767c57a2a1c96445571daed60345cd06149d5f59bfefc029f4b6d5a,True,ready_for_signal_candidate,,263,261,15,False,
jiufu_ce8fcc51bec8d3_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094515-610.MP4,92bf16ec2260fe57295dbb4f7ecb1ebace1c6b7f25be5192bcf9d1488971a8a9,True,ready_for_signal_candidate,,264,261,19,False,
jiufu_e3cef2504bbb4a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,cd601f2151c9a9a3356148f8762bbf18733d3a1e16fbe05670d1abae8e23fb00,True,ready_for_signal_candidate,,264,261,13,False,
jiufu_5a173259b2d81c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094919-606.MP4,c7d7f1ccf9896811d8d19ac93fd7d680c52e395783c322775eae9606b86fb1e4,True,ready_for_signal_candidate,,264,261,19,False,
jiufu_d7a117e86dae24_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,1b7e313155fc17e572cd0779c403a3e4afae9731d5e6bebad283581a1fdadf95,True,ready_for_signal_candidate,,264,261,18,False,
jiufu_f339ead1fdb0ac_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,39f4544e3307ad3c0cdceed46d63e832c2fd80626e1716605e565d91d8c7381c,True,ready_for_signal_candidate,,264,261,22,False,
jiufu_6d3bdd73c6d58a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095532-880.MP4,c5384550c98d3723b30badbe020734663150e0444c262937372110de45ba7fd4,True,ready_for_signal_candidate,,264,261,19,False,
jiufu_0095fbf4f8f613_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095730-639.MP4,3bd3f23aef11a1c8d43925660729570822fc7cd7cba01e4e55e644bc310ecb78,True,ready_for_signal_candidate,,264,261,14,False,
jiufu_6f2025aac495fd_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095910-921.MP4,414ebd7f27dff11a0e885a8d0016481ea268c20c09c0e96ae58a44aabfd3ed0d,True,ready_for_signal_candidate,,264,261,9,False,
jiufu_92e9f652faa64a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,c507aa50b88283c0725694f198f82e4d23bd5f561f3b0edd9c3dfae2f90582a4,True,ready_for_signal_candidate,,264,261,20,False,
jiufu_fe09caa146ddbd_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,20b50e04e47775454a5bbbb1ecc559ceda5b74a12aff216c3fc3ad698b6e1dcb,True,ready_for_signal_candidate,,264,261,16,False,
jiufu_f6c192eaf6c290_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,1ed1b887496a8f3de52515bec7d1d8fd2673f190103b98d55820036f1763d1fe,True,ready_for_signal_candidate,,264,261,16,False,
jiufu_42e874dae20aee_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,4e2b25d04b4b5a6c434fce2f49b30cd82bf63883ab5ae0baa8f1b4272bcaa5d6,True,ready_for_signal_candidate,,264,261,19,False,
jiufu_b45e99f5e3803e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,81627a3cc2d2d9f89323ac002a5411c83160327fe20f387cf4d4329fe7668d4f,True,ready_for_signal_candidate,,264,261,17,False,
jiufu_250cea481e2ccd_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102138-1004.MP4,ec1b7db025421e508e2c418584b0b514c89b2e921f0312b2930a8e46bc2a7cef,True,ready_for_signal_candidate,,263,261,18,False,
jiufu_fbbccb98b40ed8_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102426-A1022182.MP4,fc77d36ddce78da36e7ee3c8eef7d428c7a833a62c998e552a200140de759d4e,True,ready_for_signal_candidate,,265,261,24,False,
jiufu_b7367092cbf12f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,0e27ceb6c1e0eca8da814308c527ccd11a5d8abaa49309963c81037b0efc0d46,True,ready_for_signal_candidate,,265,261,22,False,
jiufu_b42fb594523377_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102838-987.MP4,f1bffff8ecf658ccebcdd98145901d13b9acc21bed71a7af5b8998ee1d2096ba,True,ready_for_signal_candidate,,264,261,17,False,
jiufu_bf9a8ef3c38b6b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T103517-861.MP4,642e6c9be62a6dc35b728ccf2702e23ced88e013f6b2be53fad6cd6a28c3bd30,True,ready_for_signal_candidate,,264,261,14,False,
jiufu_61a3c1628d9017_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T103842-859.MP4,ad3390bed19d7914df0ef88bde8b1558d6b40806ecf45ed95cb9d84535bb32fa,False,abstain,long_timestamp_gap,,,,False,
jiufu_fbaed9c05fdf1a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104244-874.MP4,3700cad6dd252944f5381ada41fd336982b329aba3762d37f23da32513cb87cd,True,ready_for_signal_candidate,,264,261,22,False,
jiufu_09732493a874e4_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104504-623.MP4,b22519cc98615e3edcac234f2a18c1d57cec0ff835b5267c5d34054a5410f272,True,ready_for_signal_candidate,,265,261,26,False,
jiufu_afbc3c7536759a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104743-353.MP4,bb541278617224cb3b7198f2dada83654457e0745f6de4b393af6448194f8dbc,False,abstain,long_timestamp_gap,,,,False,
jiufu_ce73dd701d1a38_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105003-A1022145.MP4,5e25fbd33279e147f68af6dd429d59c486db561665a2f29093adb4a3e6efa8f2,True,ready_for_signal_candidate,,263,261,14,False,
jiufu_c2f523dbca4113_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,733bbcbd358444bb0d7a9ee8bb79add712b4c40aedac5ef4418ca8197360e0b2,True,ready_for_signal_candidate,,264,261,34,False,
jiufu_19a4aa849045e9_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105433-1185.MP4,860fd9039d3b982d05c6f686a6b54202d89be1a3535ee1f77b3e8696344269bc,True,ready_for_signal_candidate,,264,261,13,False,
jiufu_bfba3aa9a87b7c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105702-A1022181.MP4,d6d61fa6c29c5197ec8a64cbcffdbad49d1367991f470ebab9b27db7f492be4d,True,ready_for_signal_candidate,,264,261,19,False,
jiufu_6a5717214c3e46_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T085945-600.MP4,2a20e64b46acea2b61f850c548ac976af26ecd09292602d07f7ec9f60e718ddc,True,ready_for_signal_candidate,,264,261,14,False,
jiufu_542013dcb78dc0_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090139-878.MP4,ada9a22034755b88484b68b4ee417ad5788b3898f6ae784a5ed6357c692c6626,True,ready_for_signal_candidate,,265,261,21,False,
jiufu_596ccaaf7a001c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090335-632.MP4,15726609d7c7d6844c5fa154fe5ba5c30410cc9dd8cb66b65843d3a5ab9d7a83,True,ready_for_signal_candidate,,263,261,20,False,
jiufu_9b4d8a24856a9f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090646-1436.MP4,bf907d5f2e2718b6eeaf86aa4d2366ed638563db407e7f018415a4f3a7d7ecb3,True,ready_for_signal_candidate,,264,261,15,False,
jiufu_6e5606d58e82c5_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090823-1078.MP4,e6ad193f45d3c885ebb9236895804838400d5ec304a88c2fdc076d7e1e155316,False,abstain,long_timestamp_gap,,,,False,
jiufu_58dfb2705d8668_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091131-281.MP4,094727582d8509d133622e2a312c9bf395990952a27729aef282ad2015c02611,True,ready_for_signal_candidate,,264,261,11,False,
jiufu_a7efdc57a481f8_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091253-697.MP4,dac15e4f0e494d38b9e52a5f8b8f15f9fb8b62357a6e0aa79446a1092fa5ad79,True,ready_for_signal_candidate,,264,261,13,False,
jiufu_a1fad2b6534006_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091448-353.MP4,17254863f5c9fcb48cb26c95bad4074e1eb145eb91479289b32bff445505adb2,True,ready_for_signal_candidate,,264,261,19,False,
jiufu_d16072cd12326f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091715-347.MP4,e4fc9db789f0331d8a9836b5abc19a01d7dae311ac80bad6e5572cb03842af2f,True,ready_for_signal_candidate,,264,261,19,False,
jiufu_1686565c1da471_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091928-1137.MP4,28223e040d440017410334fe763e226c7a98b523bd42926effb5aa9788695c8a,False,abstain,long_timestamp_gap,,,,False,
jiufu_4923eea2509695_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092151-1308.MP4,aa6658c307f84cc6f723b34ab183e9727806e67b9ded89220bfae12da67bde8e,True,ready_for_signal_candidate,,266,261,29,False,
jiufu_ff4c4ac565e3b0_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092438-1539.MP4,061f1336e0c5d113f68a80946a7251d5f21f9f56a2b95a8d968f40884c3a83d2,True,ready_for_signal_candidate,,264,261,17,False,
jiufu_24afbde80aa2d4_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093003-493.MP4,8949a97c6a49f88f29d89ccb8b605d634f259f70f06332dececcbca6ebbf6e1d,True,ready_for_signal_candidate,,264,261,16,False,
jiufu_3f4fbf87cbf023_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093253-1285.MP4,6665042ef45866eab763ae47489540c07109cdf0f8ed694e813772a49308c6a7,True,ready_for_signal_candidate,,264,261,20,False,
jiufu_6434f8ad9b4978_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093445-659.MP4,22d89b850d11739f3356ee2ef398d91f73597f0b2593505862c5359ff3a80990,False,abstain,long_timestamp_gap,,,,False,
jiufu_0f495ca37676e0_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T094056-353.MP4,baa8564e86868c6ea0455ce9fb8c948d1de06bbd00f0d831e6d6fbe2f88e8223,False,abstain,long_timestamp_gap,,,,False,
jiufu_87e482c45f5ec2_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T094348-A1022209.MP4,ec47c777d57eb03c1ffd84ef02bf07db1053bb069448d86f085d4312e06a44b9,False,abstain,long_timestamp_gap,,,,False,
jiufu_135fcf30e11031_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T090924-A1022245.MP4,ba2dd6768c0922f937b0c1bc76ea8a67e5e6eaf6dd73dd71ccc7d262326efa49,True,ready_for_signal_candidate,,256,261,13,False,
jiufu_21792037472910_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091738-493.MP4,908f14d1eee3b40f4010812db24ef2de8238797bb6f6c557c78b31465a05885c,True,ready_for_signal_candidate,,264,261,15,False,
jiufu_fdc3b301cd9ef1_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091934-653.MP4,ffc951dd623d6d4b6d2ec3a158d3c2d85cd3cca7669da2f0f3bc530f80b3d347,True,ready_for_signal_candidate,,264,261,14,False,
jiufu_86e7274f6556e4_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092044-A1021152.MP4,878fdd65fca7cd86b50b2a1b8e2f013a180544d6e9d640dd81fedd0346fd98c6,True,ready_for_signal_candidate,,264,261,14,False,
jiufu_b1efccc0572872_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092348-A1021145.MP4,6682c088533c2adc44a40b56bca828e8755b1f82ed578244b036d7caed7ab755,True,ready_for_signal_candidate,,264,261,24,False,
jiufu_cbf053d260a726_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092519-218.MP4,e6321677c172a98974c11e7da9c67e04333288ea2ec4f543d45dc4a70b059b2a,True,ready_for_signal_candidate,,264,261,14,False,
jiufu_b7a3631a4e36ce_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092702-588.MP4,44211d5ff79d58f936f865f0779c610047fc4b97f579c04348ba3a95736eec65,True,ready_for_signal_candidate,,264,261,15,False,
jiufu_4cadeee3a7496f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092818-697.MP4,1f3c4d7ab992824a625597f3d649bb5a00e81e798519490fcde32c0d14d6f454,True,ready_for_signal_candidate,,264,261,14,False,
jiufu_0bede2d3d6e2ef_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092932-1233.MP4,73512a338add3662ccd713502410cd656b9b95bef152d083864d59a1252602e9,True,ready_for_signal_candidate,,264,261,23,False,
jiufu_771e73351d8f0d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093253-1316.MP4,28577f431290c0bfc4aa1ed88ec56bf06d00767f11ca097acab50ad08c28c84b,True,ready_for_signal_candidate,,264,261,13,False,
jiufu_ed4591eaed0b3f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093609-1496.MP4,bc032c636538f08574aab70863d45e94ab2e35a5b9daefa0d7febea21e295d89,True,ready_for_signal_candidate,,264,261,14,False,
jiufu_39c814598b6c9a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093744-1589.MP4,ba199f8a050589b8a8c9d202467ee77aa6caa35ad083967da8aff518f4eed12a,True,ready_for_signal_candidate,,264,261,10,False,
jiufu_c79b86b8813e90_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093943-1358.MP4,67996191dbea4f72062c4c8f58335a60a1b646bb2e04c3ff4cc78cc7c0b2c880,False,abstain,long_timestamp_gap,,,,False,
jiufu_bc67a7e651f9ae_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094125-A1021134.MP4,8f0e27fac73b835fb4b7ac4ad9f6f11d79934f2dba53becd2549ad6daee275b4,True,ready_for_signal_candidate,,264,261,18,False,
jiufu_d0a278abbce35d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094255-372.MP4,e8290ae321988e1218ea6d2e6b994fc99c07803ed42c2b79f33412c32b6ecc80,False,abstain,long_timestamp_gap,,,,False,
jiufu_72f9214b6e39c9_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094432-950.MP4,3b65abad2128d8c126da743b7bab9e73cf37375e5725246d2aa0f61ead2c4093,True,ready_for_signal_candidate,,264,261,17,False,
jiufu_24b7bfc0889845_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094604-707.MP4,500a9b009507177d2669273d67c4c2f7277a8f18e3e2e7a7d35b9a05150699bc,False,abstain,long_timestamp_gap,,,,False,
jiufu_44a8b44ef7ff55_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095323-1268.MP4,ad72fd3b04d5a1e72fccbb541cd4db2618634b749159e45b94e97e9b6517cafb,True,ready_for_signal_candidate,,264,261,24,False,
jiufu_46aefc048b6969_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095513-989.MP4,740043960ee9c8034924e5f967ea37c588a2b120d4fcc9131704e9611a2c721a,True,ready_for_signal_candidate,,263,261,24,False,
jiufu_f19803e664a7cb_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095912-A1022198.MP4,bc9dd63a26752d0868e21316217bebdda4a88ff16d364fe1439e1fcb2e40813e,True,ready_for_signal_candidate,,264,261,18,False,
jiufu_ca838441c991bb_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100248-1634.MP4,7badfed801dc8b15e33fcc94e2b912da544e0cd04c9702dbf95563d3e39f326f,True,ready_for_signal_candidate,,262,261,14,False,
jiufu_fc574ca4aa0e22_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100437-639.MP4,bcfe1773a830c55ef069fdd66bd46b8b320e65acf6d653543066c5552a1c1d30,False,abstain,long_timestamp_gap,,,,False,
jiufu_366cb8600d5450_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100819-1469.MP4,c364eda61fbbc43809ba663240140d3ca9a252e5f0bcafd281974eb00fbb5926,True,ready_for_signal_candidate,,263,261,17,False,
jiufu_a72be27aa4d574_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101007-546.MP4,eeb361834bc6433d0df298cad2e90651fe37323277c09fced4e80512f8fefed6,True,ready_for_signal_candidate,,264,261,17,False,
jiufu_3c840580af889d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101133-882.MP4,ae99185c2b2403bef1a8f7693385e98c21480d165cb2c867bf6413136c31fcb8,True,ready_for_signal_candidate,,264,261,18,False,
jiufu_cc8f24e9070eb6_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101522-677.MP4,d4136a404e4e8b8a61653e45800ca4347d1f32de631b465256d8adb0f1e2100a,True,ready_for_signal_candidate,,264,261,18,False,
jiufu_658fffa214f378_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T085308-606.MP4,3f08f564966b637d563ecb395d913d2bcb26ecf8fa037cc74a1dfdb79b8fbeda,True,ready_for_signal_candidate,,264,261,21,False,
jiufu_9fc4ab4ff20989_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T085751-913.MP4,41696683525d5e07164db0e2e0496124f38aefe5e3841ee8a343c0873b2c699f,False,abstain,long_timestamp_gap,,,,False,
jiufu_080c7e20b51912_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T090336-716.MP4,cd7e3bb9b1ce289dc8ffc89ce5070487ff026e6fa0e394ff2086383942bb6325,True,ready_for_signal_candidate,,264,261,19,False,
jiufu_4a28bba3529d28_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T090706-674.MP4,1ca17a631d48f8198b1fd11051cecc1345253097f400d5a66877f84cdeeb8971,False,abstain,long_timestamp_gap,,,,False,
jiufu_a005ae733f6503_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T090918-664.MP4,011f0c486d315de90d8ef87d6ad1a2df69778ba09809acef386f34dc51271175,True,ready_for_signal_candidate,,265,261,18,False,
jiufu_8f5bef5fd5a268_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T091409-608.MP4,7be75bbe82eeaecf332e16eababac8985706e217cd5c77299a6ecf254f32eba6,True,ready_for_signal_candidate,,264,261,23,False,
jiufu_1f9c8c3925bc30_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T091622-A1022186.MP4,8548842a8beff23aa39d090509087f50457abf3ac9cfd28050fb93dcfc4a8876,True,ready_for_signal_candidate,,264,261,24,False,
jiufu_14d4ade8b6206e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092029-619.MP4,38229116abf44142eb823bed5676c3b6aaba97cc13840aa6f5d16dc9c274655c,False,abstain,long_timestamp_gap,,,,False,
jiufu_b7b6bd430c8fe7_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092241-719.MP4,c26df27d0c05ccb3d29dcb43c2495d107264d65c09d80b21dfb0b1366b80fa34,True,ready_for_signal_candidate,,264,261,19,False,
jiufu_2b9099fd06d9e1_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092512-678.MP4,75ea4dab00e31c7a6021a280ddf8653afd14bcf7b38835a8475cb12decd34fe7,True,ready_for_signal_candidate,,264,261,21,False,
jiufu_370ef65c280bd7_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092832-A1022249.MP4,b88726a1c2e7279e35da7ee90e08511fd1f4e76ffbc570f24b72c3996d5324ff,True,ready_for_signal_candidate,,263,261,18,False,
jiufu_638ea7f2298781_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T093751-1425.MP4,a9b5abe315ecd588f4c05f7eb8b590f28e5b3bafa56c29c93385ce45f77fbac6,True,ready_for_signal_candidate,,264,261,17,False,
jiufu_931fb29cee6b4b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T093919-880.MP4,faab4ece03b2a8b5f1e11c055c60d607b33092ee49835cf47c72f2a5453ff439,True,ready_for_signal_candidate,,264,261,12,False,
jiufu_b01f0755dc6a1f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T095921-639.MP4,cc889b3951a5a6246a58dd4a90c413f6765e9fff88b25606615f6e13d080ca0d,True,ready_for_signal_candidate,,263,261,15,False,
jiufu_f242385ce55e15_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T085705-1436.MP4,5a92283a43711cbfc020c335d32fa9aab8e2d7dd151a0f02b3584b02938f2c1d,True,ready_for_signal_candidate,,264,261,15,False,
jiufu_f920435ef76ec4_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T085918-1428.MP4,a79317eac0d0b2eb8292c7062b7d8c564d1658c98c05c0fb2afc5bee0d266337,True,ready_for_signal_candidate,,264,261,15,False,
jiufu_d37cd7a2cec816_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090249-668.MP4,bdc8414cdbc2a9049a47aad6a08f832ef2dc37ba56111bf059eeea89443e225f,False,abstain,long_timestamp_gap,,,,False,
jiufu_7f52d294468aa5_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090618-1398.MP4,dee25d125065516d9825e8b18409ad80233abfa9f6d96051f4e7bc4cd2895566,True,ready_for_signal_candidate,,264,261,13,False,
jiufu_fdd90da34c7a97_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090842-611.MP4,9a0edd04b3c0982c775d9a5caff9643c2b2cedfac1228d3ee6e33c9e357ead67,False,abstain,long_timestamp_gap,,,,False,
jiufu_11acdc6d1c6ccc_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091106-987.MP4,d55c8ad76e24cf3af845397c574bcf3749bd3093fb780461926edf5c26dd92d4,True,ready_for_signal_candidate,,264,261,21,False,
jiufu_cc60214ff2d564_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091342-1308.MP4,f9237e8e8539d2e97aa0e217c291f74394ae5759505378bf49c930ccba9f5bd7,True,ready_for_signal_candidate,,263,261,21,False,
jiufu_f23fd2fe9eb848_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091607-1618.MP4,b28a3992bab4aa0ca2fed51b26ca28ffb055da314472185aaaec00c1c112fcc9,True,ready_for_signal_candidate,,262,261,15,False,
jiufu_766cc912612d8c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091746-1066.MP4,8b1819c79c848ca12f20574671cd4d347df0b541554249e94f9703d1fdc585fe,False,abstain,long_timestamp_gap,,,,False,
jiufu_19e995b0eca6a3_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092111-1048.MP4,14d4ef566e63fa8abcfa27347837680b89835d6f27145d24f41afde4e42383b5,True,ready_for_signal_candidate,,265,261,19,False,
jiufu_126bdac0bd036b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092258-1630.MP4,f001ca05375aaad2d38b4b408a2a8c3fdbf816239db4edb5d24a0c9c59e4dd05,True,ready_for_signal_candidate,,264,261,18,False,
jiufu_c6e5a206ad0c30_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092514-A1021178.MP4,ddc299b0a44e840499ef9c4191adde4e59fee409a4b06eb94a9ec7b88930be80,True,ready_for_signal_candidate,,264,261,20,False,
jiufu_0f7af9c769fda5_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093404-508.MP4,a85bd351665801c57f6dfcac7a21cc90313cd36ede153bd3a63917aa6d91bada,True,ready_for_signal_candidate,,264,261,15,False,
jiufu_42402108cd09a9_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093703-A1021154.MP4,d7c2337621b51929b34e6dc55d44ad7cf23966331e265a6a2df70fe9fda886b5,True,ready_for_signal_candidate,,264,261,17,False,
