video_id,source_path,source_sha256,browser_video_path,browser_sha256,frames,max_timestamp_delta_seconds,max_decoded_pixel_delta
ba177610,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ba177610_anchored30s.mp4,8132e03b00bf137b3062ce7c4271f758cd6dec6c413af021559354656e76cfd6,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ba177610_browser_lossless.mp4,684387f7999c220523860af01afb8a791bd9a3a791f79aeb1449a0c166f23840,257,0.0,0
ba455,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ba455_anchored30s.mp4,085a1b4084352b143de234f24050e7365630d23b8b428a6a1bd4708a58ac5668,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ba455_browser_lossless.mp4,a157183bdcd2e46ad04ad87d41cac0f933fcf30e21f3d550f92225cf224695a1,260,0.0,0
ba6516,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ba6516_anchored30s.mp4,f2cce142fb0099b2eb73ca32e588d496530755937bed92e19698e040cfe62cdf,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ba6516_browser_lossless.mp4,ed32fd388e1cd06125e29180f75f17d7e8cf9709a6166a320bb2291f121f06c5,260,0.0,0
bs0514,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs0514_anchored30s.mp4,d3bbab4685637a94ec935c5012463598e0c97be8487ef37737a1715f79557520,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs0514_browser_lossless.mp4,e418e58f9b802c0b0b23f048459574c685c6436679ab9fcf1ea23f060b3f61e2,260,0.0,0
bs170227,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs170227_anchored30s.mp4,8a74c1e486fb183688c8caad0d0bc01f9a12d0f6bfe1a8f7f98372a2c38fe4c0,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs170227_browser_lossless.mp4,f1abfe91d644b9285634fee5f9b25ccbd368cebe7432ee1d79068f6b0b347275,260,0.0,0
bs177611,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs177611_anchored30s.mp4,b7e22219e99cf2e4e38147499b68cc5ee7c6dd0aff5604a7e2a611063497058b,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs177611_browser_lossless.mp4,921c1642a4756156590918df42e3b35a1c478281c7984100548dc7a2d3bdc004,260,0.0,0
bs189556,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs189556_anchored30s.mp4,388ea6716550064e7f8049a7acfb7f3fe4ff5781d1e819e2d3a4f4215ff61e1e,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs189556_browser_lossless.mp4,c6494c5066591941764df1cfd223a8824be482044455c00dc0b7a5c862f43651,260,0.0,0
bs190624,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs190624_anchored30s.mp4,e90ebd04e8cbdaa93ddc68c9873512ded17dbd2cc2360d3619e43154d1be1aba,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs190624_browser_lossless.mp4,67b30d9d41fa606f5130701bd55b6d8290ddd0bf9a47c65c4a2ef2a7094c6158,260,0.0,0
bs200673,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs200673_anchored30s.mp4,35e6fc115ded3b1e32394a8d2c515b30edee4ce492f0eb097ff0a8d835aa0b68,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs200673_browser_lossless.mp4,3e473cf201ab730f9a2c1c7455a4c04ac3cd1d7b0d25817271a2fd4619a19f1a,263,0.0,0
bs200794,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs200794_anchored30s.mp4,b9311f2191ae5af41b6067bd39fcd95bf0ffb81bf6a629f6bbd3ef1fb5b59c40,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs200794_browser_lossless.mp4,f07920c93c2da7e7a13af250f29e51a33e6d8613d282a1ee962fc7e5d9daa484,260,0.0,0
bs210974,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs210974_anchored30s.mp4,ad68f4ab8f43431ac2081ae8ac61c8e92b7933c6fc8a9fb3afe34ef3eb1844f2,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs210974_browser_lossless.mp4,f15feb9dbe7289fe2716f149d6d2100cf91b395cb16089ef42fb2f58adfeec38,260,0.0,0
bs211046,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs211046_anchored30s.mp4,18b8a9d55db279a2c9c41dc3022b77754606a8d7a5503a5ed0a980f8941fc113,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs211046_browser_lossless.mp4,283b097754da42bf949c55a2ea35faa8b4f70646c29fd0a5eecd26f8d28c9884,260,0.0,0
bs211063,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs211063_anchored30s.mp4,9c929593e2faaf417b2469f121480c9be3075dce09c4998e68ab814020b4035a,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs211063_browser_lossless.mp4,1f72cba60a25a0850454b9f010375753697c55883a97aa5efefca818ca47efc3,259,0.0,0
bs450,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs450_anchored30s.mp4,9297f425f8ee1ca19d34a2b3c34fbc0fa2ec7379d4aff8c31c4181c9d8e030d7,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs450_browser_lossless.mp4,fed980c9f80511b3d7bdca5dd6592cb1ef8748fb5a28b89aec8cd411889bd6a8,262,0.0,0
bs455,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs455_anchored30s.mp4,888deb006250d1bd191e8368ef46d4aabc5eded69025137737c02130d1c511b7,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs455_browser_lossless.mp4,a6a19343750fb146202d0a00a9c4ddd35ab5a6c54981854c69c4a9a19487b66d,260,0.0,0
bs4717,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs4717_anchored30s.mp4,afec39ac5770494f13195fe37f0312525c8fa695a45c8d6944d1065b1becd9a9,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs4717_browser_lossless.mp4,1f294643fd0c26163d1347ba45a7951842874c170f180c983bac866676078191,260,0.0,0
bs6516,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs6516_anchored30s.mp4,27dc07048ac772be4791a4459e704f1f68b3a421cdecbb29eada461f5bfbe7e3,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs6516_browser_lossless.mp4,40c8864923bb8840c15a366d2c856dc80f5067f82f01a074fb35653fa4190ab9,260,0.0,0
ns170082,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns170082_anchored30s.mp4,5aa5294242ceb02c7b5fcc88a0f389bd4bda2f6f23e19a7e203530e2cea68670,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns170082_browser_lossless.mp4,b9d9c8cdee947a6de7ed2e1f79080fb8cf259dbfe9e2cb5cc64f649cced8f73f,260,0.0,0
ns179166,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns179166_anchored30s.mp4,ce0da67b9cf74e8bb15c7666f632c9fb1a79bc57c48cf08cfb5fa3ab5fd8c5f9,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns179166_browser_lossless.mp4,3f4e1716238424512070b84637f91793e859e6a68c33395aad2bdf82f12b10fd,258,0.0,0
ns196527,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns196527_anchored30s.mp4,039ff044f0d0b82d9347959ecd85c0b829027e9e179bca09e7b567534c483302,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns196527_browser_lossless.mp4,19904b10747c9f390dc760a49e27d2d13a69495eea6e43f21820bbe6f40c8bd4,263,0.0,0
ns200886,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns200886_anchored30s.mp4,95a30699b852982c39b5ab0c3f8f2eb8b2ac0a487d59310a24c3528ba980f74c,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns200886_browser_lossless.mp4,5a92c98da0bd4a10d8803eb258c72e3c914538b083cc219c7ee040cd0bec4c1f,263,0.0,0
ns210947,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns210947_anchored30s.mp4,e5807221284c1c97fa2d455e863931dc60b6bc605309ddc2e546cab767df3f8b,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns210947_browser_lossless.mp4,8bf48a301c2b4d3999d0be70ff8b369ea8092884a8e4ce07f5a129b82d5cef71,260,0.0,0
ns211003,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211003_anchored30s.mp4,c9e6d285515cc2f491319798252e2de8044369ba61cd964181fb14d89164d8df,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211003_browser_lossless.mp4,0dd4129a0db91a4c40e5a3cd4f2288fb75b48def8d9af53385a339ff91b3f08a,260,3.637978807091713e-15,0
ns211095,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211095_anchored30s.mp4,eb14072358d36ec0c9b5d8ece56c3f975dd6bde5864c729d2d1b47377d453928,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211095_browser_lossless.mp4,66b95adaa5f348e95a47e942b88e2116b9ee43dc5c72fbcb9cf935183b27df0f,260,0.0,0
ns211117,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211117_anchored30s.mp4,3b9898aea2c7f57f0a715137d5a69aca1e75501c6bd9555b180b5fbd9b388932,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211117_browser_lossless.mp4,d8293eb5c7af111aba5d6edee573f8815690df31aa70ed399b20b591ee9e638e,263,0.0,0
ns211146,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211146_anchored30s.mp4,babda796c0e86000a2e4d23e39aa808754e6f0e68a741393abede0b7e1b569a2,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211146_browser_lossless.mp4,d57dd2c48822e61693bd17695ba4daa3c15c747ef45059cad8cadd20234b1029,258,0.0,0
zs170053,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170053_anchored30s.mp4,0cab1ccbe4e839dd2b426113f169af2aba2d0b5b201786126b58ed25beca2e42,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170053_browser_lossless.mp4,909e41a958b0a272bb6571c8557b03ff936d6ebc5661bceec6724638cbdb0604,260,0.0,0
zs170236,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170236_anchored30s.mp4,566b636cbb07f4ba77cec4e547914f63ae6878845d67043ef1437f1193106460,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170236_browser_lossless.mp4,ab5da96499fa5c3458416dd449a769db76954754db90409ce61b74743b5892ed,263,0.0,0
zs170416,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170416_anchored30s.mp4,a42e0851860b32d1a443ed751409cbf297c95d9d9989283a2c9edcd4a782a3ed,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170416_browser_lossless.mp4,30d510d5d79ab82cdc689e7241d5d138a0906e382bd094250beb3bcdf099b1b4,260,0.0,0
zs170554,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170554_anchored30s.mp4,dcf9eb6ae97febaacf70e5f945ca7576652288b18537a205139fdef38d4e1cf8,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170554_browser_lossless.mp4,1a2a97e083f80c4c1a3bfcb717f2dee1bd0173a3d3d39404e6d451b363dbd86a,260,0.0,0
zs190621,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs190621_anchored30s.mp4,c14c66ebf56039325d6024ebc59a2ab3c4d6deaf290f075e9286d3dbe9dc8147,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs190621_browser_lossless.mp4,0e373a6f4f2628097a4f27aad40421b2af4e52cd73f689e39f60e37c9d779666,260,0.0,0
zs197000,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs197000_anchored30s.mp4,b8e0d4897a87c7897bbd980c01513ba92755d22858355b62949959ebdf709034,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs197000_browser_lossless.mp4,80cec021e86f86f4fbe0eaddea97202a76c0b5d53e607fe003d51e32ba1052ae,259,0.0,0
zs200751,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs200751_anchored30s.mp4,756470818dc01f4e4dd855a509118c20683a3720e2cce116ad108c73664a9980,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs200751_browser_lossless.mp4,7a56e6c7856f4e8c4a1ab472898db11c8f01b4cf9521ce6002abe35cddd172e1,259,0.0,0
zs200783,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs200783_anchored30s.mp4,aaec7f50cbeee92e8621133c8eaed039782d220bab14d5d0f8e2794213f0ffb3,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs200783_browser_lossless.mp4,2b2060faa32ca71b89fe94d22c752733edc8ee248f81fb95a652d48ed8943de8,258,0.0,0
zs211062,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs211062_anchored30s.mp4,d146c07ec94ac7e7c5cbcbfc8e82be0877cba5c9c1281f5f4b01b03f5ecfbc30,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs211062_browser_lossless.mp4,4b1e1ed2bba998db7dd4f9df4eecfd3d292fc19be8ed06e78e40a333b6f8cd34,259,0.0,0
