frame_name,left_temp,right_temp,left_source,right_source,roi_radius,status
frame_000241.jpg,32.70012711304381,,detected,missing,20,ok
frame_000242.jpg,,,missing,missing,20,no_valid_nostril
frame_000243.jpg,,,missing,missing,20,no_valid_nostril
frame_000244.jpg,,,missing,missing,20,no_valid_nostril
frame_000245.jpg,,,missing,missing,20,no_valid_nostril
frame_000246.jpg,,,missing,missing,20,no_valid_nostril
frame_000247.jpg,,,missing,missing,20,no_valid_nostril
frame_000248.jpg,,,missing,missing,20,no_valid_nostril
frame_000249.jpg,,,missing,missing,20,no_valid_nostril
frame_000250.jpg,,,missing,missing,20,no_valid_nostril
frame_000251.jpg,,,missing,missing,20,no_valid_nostril
frame_000252.jpg,,,missing,missing,20,no_valid_nostril
frame_000253.jpg,,,missing,missing,20,no_valid_nostril
frame_000254.jpg,,,missing,missing,20,no_valid_nostril
frame_000255.jpg,,,missing,missing,20,no_valid_nostril
frame_000256.jpg,32.39038928942815,,detected,missing,20,ok
frame_000257.jpg,32.5973558666045,,detected,missing,20,ok
frame_000258.jpg,32.61364096106437,,detected,missing,20,ok
frame_000259.jpg,32.627960240913865,,detected,missing,20,ok
frame_000260.jpg,32.62259202990885,,detected,missing,20,ok
