frame_id,variant,keypoint,ellipse_scale,center_inside,outside_current,outside_after_human_recentering
R3-24_t10,baseline,0,1.2,False,0.9045346062052506,0.21797931583134447
R3-24_t10,baseline,1,0.8,True,0.4797136038186158,0.42402545743834524
R3-24_t10,baseline,1,1.0,True,0.2744630071599045,0.162291169451074
R3-24_t10,baseline,1,1.2,True,0.07319013524264122,0.013524264120922832
R3-24_t10,frozen_roi,0,0.8,False,0.9920445505171042,0.6181384248210023
R3-24_t10,frozen_roi,0,1.0,False,0.9570405727923628,0.4009546539379475
R3-24_t10,frozen_roi,0,1.2,False,0.9045346062052506,0.21797931583134447
R3-24_t10,frozen_roi,1,0.8,True,0.4797136038186158,0.42402545743834524
R3-24_t10,frozen_roi,1,1.0,True,0.2744630071599045,0.162291169451074
R3-24_t10,frozen_roi,1,1.2,True,0.07319013524264122,0.013524264120922832
R3-24_t20,baseline,1,0.8,True,0.22752585521081942,0.15274463007159905
R3-24_t20,baseline,1,1.0,True,0.08273667462211615,0.0
R3-24_t20,baseline,1,1.2,True,0.0007955449482895784,0.0
R3-24_t20,frozen_roi,1,0.8,True,0.22752585521081942,0.15274463007159905
R3-24_t20,frozen_roi,1,1.0,True,0.08273667462211615,0.0
R3-24_t20,frozen_roi,1,1.2,True,0.0007955449482895784,0.0
