frame_id,variant,keypoint,normalized_center_distance,center_inside,radius,current_RF_temperature,human_center_same_radius_RF_temperature,human_ellipse_RF_temperature,current_minus_human_ellipse,recentered_minus_human_ellipse,role
R3-09_t20,baseline,0,1.0759627315049543,False,20,33.29600664785322,33.388047935282245,33.362917962951634,-0.06691131509841597,0.02512997233061043,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-09_t20,baseline,1,0.6738831366709891,True,20,33.49203583951978,33.88427174272876,33.84017815116009,-0.3481423116403093,0.04409359156866799,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-09_t20,frozen_roi,0,1.0759627315049543,False,20,33.29600664785322,33.388047935282245,33.362917962951634,-0.06691131509841597,0.02512997233061043,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-09_t20,frozen_roi,1,0.6738831366709891,True,20,33.49203583951978,33.88427174272876,33.84017815116009,-0.3481423116403093,0.04409359156866799,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-10_t00,baseline,0,0.410338447950985,True,20,32.40100556792414,32.49234298664828,32.443295750870305,-0.04229018294616793,0.04904723577797654,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-10_t00,baseline,1,0.26709607020494275,True,20,32.22011918009247,32.26006937758969,32.31337207829051,-0.09325289819804539,-0.05330270070082577,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-10_t00,frozen_roi,0,0.410338447950985,True,20,32.40100556792414,32.49234298664828,32.443295750870305,-0.04229018294616793,0.04904723577797654,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-10_t00,frozen_roi,1,0.26709607020494275,True,20,32.22011918009247,32.26006937758969,32.31337207829051,-0.09325289819804539,-0.05330270070082577,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-10_t20,baseline,0,0.8140731410836085,True,20,31.982129532514136,32.09413357542367,32.074228210740735,-0.09209867822659845,0.019905364682934135,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-10_t20,baseline,1,0.7707989662811501,True,20,31.826016926351926,32.10411845087376,32.09900649183402,-0.2729895654820922,0.005111959039744818,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-10_t20,frozen_roi,0,0.8140731410836085,True,22,31.95538504801976,32.06958980407886,32.074228210740735,-0.1188431627209745,-0.004638406661875649,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-10_t20,frozen_roi,1,0.7707989662811501,True,22,31.818615636804164,32.1026674025542,32.09900649183402,-0.2803908550298537,0.0036609107201783786,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-14_t10,baseline,0,1.5894028274466119,False,20,31.71450643602133,32.57050897425277,32.615633874013206,-0.9011274379918746,-0.0451248997604381,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-14_t20,baseline,0,1.631537945364017,False,20,31.95946996533328,32.87007755410919,32.911463413555296,-0.9519934482220158,-0.04138585944610895,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-14_t20,baseline,1,0.49143273980444824,True,20,32.87017524793928,33.03706427966265,33.31120089069881,-0.44102564275952716,-0.2741366110361554,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-22_t20,baseline,1,1.1162606250401232,False,20,32.19747016719851,32.739423563500466,32.73903977607132,-0.5415696088728126,0.0003837874291434673,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-22_t20,frozen_roi,0,0.6045253411801098,True,20,32.28626864526458,32.13241555372463,32.388939454412764,-0.10267080914818649,-0.256523900688137,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-22_t20,frozen_roi,1,1.1162606250401232,False,20,32.19747016719851,32.739423563500466,32.73903977607132,-0.5415696088728126,0.0003837874291434673,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-23_t00,baseline,1,0.8160287065522905,True,20,33.15857983964355,33.666553725675136,33.55300592947601,-0.3944260898324572,0.11354779619912847,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-23_t00,frozen_roi,0,1.889293365517245,False,20,32.34793851499744,33.04877634330654,33.06151326609251,-0.7135747510950736,-0.01273692278596883,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-23_t00,frozen_roi,1,0.8160287065522905,True,20,33.15857983964355,33.666553725675136,33.55300592947601,-0.3944260898324572,0.11354779619912847,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-23_t20,baseline,0,0.7342609514583068,True,20,32.877651050091224,33.34342162716159,33.261447767530505,-0.38379671743928157,0.08197385963108417,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-23_t20,frozen_roi,0,0.7342609514583068,True,17,32.91057015699772,33.358374659260086,33.261447767530505,-0.350877610532784,0.09692689172958069,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-24_t00,baseline,1,1.1314867281981849,False,20,33.75764189251745,34.059943233534156,34.05667686661496,-0.2990349740975091,0.0032663669191990152,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-24_t00,frozen_roi,1,1.1314867281981849,False,20,33.75764189251745,34.059943233534156,34.05667686661496,-0.2990349740975091,0.0032663669191990152,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-24_t10,baseline,0,2.082364920948936,False,20,33.179750178783664,33.11410740979962,33.143491060887094,0.0362591178965701,-0.029383651087471208,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-24_t10,baseline,1,0.30957539539485035,True,20,32.92657812236308,32.78920006828883,32.79366697373304,0.13291114863004339,-0.004466905444211022,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-24_t10,frozen_roi,0,2.082364920948936,False,20,33.179750178783664,33.11410740979962,33.143491060887094,0.0362591178965701,-0.029383651087471208,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-24_t10,frozen_roi,1,0.30957539539485035,True,20,32.92657812236308,32.78920006828883,32.79366697373304,0.13291114863004339,-0.004466905444211022,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-24_t20,baseline,1,0.22586282397600868,True,20,33.440498251415214,33.54715794856346,33.52518097887433,-0.08468272745911776,0.021976969689127657,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
R3-24_t20,frozen_roi,1,0.22586282397600868,True,20,33.440498251415214,33.54715794856346,33.52518097887433,-0.08468272745911776,0.021976969689127657,human_reference_assisted_single_frame_control_not_RR_or_absolute_temperature_truth
