window_id,event_id,event_time_seconds
jiufu_d57a389e370ce5_first30,p79,9.080459770114944
jiufu_d57a389e370ce5_first30,p98,11.264367816091957
jiufu_d57a389e370ce5_first30,p111,12.758620689655173
jiufu_d57a389e370ce5_first30,p124,14.252873563218392
jiufu_d57a389e370ce5_first30,p134,15.402298850574716
jiufu_d57a389e370ce5_first30,p144,16.551724137931036
jiufu_d57a389e370ce5_first30,p161,18.505747126436784
jiufu_d57a389e370ce5_first30,p169,19.42528735632184
jiufu_d57a389e370ce5_first30,p180,20.689655172413797
jiufu_d57a389e370ce5_first30,p192,22.06896551724138
jiufu_d57a389e370ce5_first30,p200,22.98850574712644
jiufu_d57a389e370ce5_first30,p210,24.13793103448276
jiufu_d57a389e370ce5_first30,p227,26.091954022988507
jiufu_d57a389e370ce5_first30,p239,27.471264367816094
jiufu_d57a389e370ce5_first30,p253,29.080459770114945
jiufu_c3e3a442b21394_first30,p71,8.160919540229886
jiufu_c3e3a442b21394_first30,p82,9.42528735632184
jiufu_c3e3a442b21394_first30,p102,11.724137931034484
jiufu_c3e3a442b21394_first30,p115,13.218390804597702
jiufu_c3e3a442b21394_first30,p129,14.827586206896552
jiufu_c3e3a442b21394_first30,p197,22.643678160919546
jiufu_c3e3a442b21394_first30,p210,24.13793103448276
jiufu_c3e3a442b21394_first30,p224,25.74712643678161
jiufu_c3e3a442b21394_first30,p239,27.471264367816094
jiufu_c3e3a442b21394_first30,p253,29.080459770114945
jiufu_b79d91910dc17a_first30,p31,3.563218390804598
jiufu_b79d91910dc17a_first30,p53,6.0919540229885065
jiufu_b79d91910dc17a_first30,p71,8.160919540229886
jiufu_b79d91910dc17a_first30,p86,9.88505747126437
jiufu_b79d91910dc17a_first30,p98,11.264367816091957
jiufu_b79d91910dc17a_first30,p143,16.436781609195403
jiufu_b79d91910dc17a_first30,p160,18.390804597701152
jiufu_b79d91910dc17a_first30,p246,28.27586206896552
jiufu_8db6ed7f9c3ad8_first30,p17,1.9540229885057472
jiufu_8db6ed7f9c3ad8_first30,p22,2.528735632183908
jiufu_8db6ed7f9c3ad8_first30,p30,3.4482758620689657
jiufu_8db6ed7f9c3ad8_first30,p37,4.252873563218391
jiufu_8db6ed7f9c3ad8_first30,p114,13.10344827586207
jiufu_8db6ed7f9c3ad8_first30,p127,14.597701149425289
jiufu_8db6ed7f9c3ad8_first30,p139,15.977011494252874
jiufu_8db6ed7f9c3ad8_first30,p150,17.24137931034483
jiufu_8db6ed7f9c3ad8_first30,p164,18.85057471264368
jiufu_8db6ed7f9c3ad8_first30,p172,19.77011494252874
jiufu_8db6ed7f9c3ad8_first30,p190,21.83908045977012
jiufu_8db6ed7f9c3ad8_first30,p202,23.218390804597703
jiufu_8db6ed7f9c3ad8_first30,p242,27.81609195402299
jiufu_8db6ed7f9c3ad8_first30,p258,29.655172413793107
jiufu_8a93efdf555173_first30,p19,2.183908045977012
jiufu_8a93efdf555173_first30,p60,6.896551724137932
jiufu_8a93efdf555173_first30,p75,8.620689655172415
jiufu_8a93efdf555173_first30,p87,10.0
jiufu_8a93efdf555173_first30,p105,12.06896551724138
jiufu_8a93efdf555173_first30,p173,19.885057471264368
jiufu_8a93efdf555173_first30,p201,23.10344827586207
jiufu_75a484b3f5253b_first30,p12,1.3793103448275863
jiufu_75a484b3f5253b_first30,p25,2.873563218390805
jiufu_75a484b3f5253b_first30,p33,3.793103448275863
jiufu_75a484b3f5253b_first30,p46,5.287356321839081
jiufu_75a484b3f5253b_first30,p52,5.977011494252874
jiufu_75a484b3f5253b_first30,p64,7.356321839080461
jiufu_75a484b3f5253b_first30,p78,8.965517241379311
jiufu_75a484b3f5253b_first30,p125,14.367816091954024
jiufu_75a484b3f5253b_first30,p136,15.632183908045976
jiufu_35f0adf19ed368_first30,p10,1.149425287356322
jiufu_35f0adf19ed368_first30,p24,2.7586206896551726
jiufu_35f0adf19ed368_first30,p42,4.8275862068965525
jiufu_35f0adf19ed368_first30,p52,5.977011494252874
jiufu_35f0adf19ed368_first30,p65,7.471264367816093
jiufu_35f0adf19ed368_first30,p90,10.344827586206897
jiufu_35f0adf19ed368_first30,p101,11.609195402298852
jiufu_35f0adf19ed368_first30,p112,12.873563218390805
jiufu_35f0adf19ed368_first30,p122,14.022988505747128
jiufu_35f0adf19ed368_first30,p142,16.32183908045977
jiufu_35f0adf19ed368_first30,p152,17.471264367816094
jiufu_35f0adf19ed368_first30,p178,20.45977011494253
jiufu_35f0adf19ed368_first30,p204,23.448275862068968
jiufu_35f0adf19ed368_first30,p217,24.942528735632187
jiufu_35f0adf19ed368_first30,p232,26.666666666666668
jiufu_35f0adf19ed368_first30,p241,27.70114942528736
jiufu_35f0adf19ed368_first30,p250,28.73563218390805
jiufu_21e342957e0fd7_first30,p7,0.8045977011494253
jiufu_21e342957e0fd7_first30,p17,1.9540229885057472
jiufu_21e342957e0fd7_first30,p47,5.402298850574713
jiufu_21e342957e0fd7_first30,p59,6.781609195402299
jiufu_21e342957e0fd7_first30,p69,7.931034482758621
jiufu_21e342957e0fd7_first30,p80,9.195402298850576
jiufu_21e342957e0fd7_first30,p89,10.229885057471265
jiufu_21e342957e0fd7_first30,p98,11.264367816091957
jiufu_21e342957e0fd7_first30,p107,12.298850574712644
jiufu_21e342957e0fd7_first30,p129,14.827586206896552
jiufu_21e342957e0fd7_first30,p139,15.977011494252874
jiufu_21e342957e0fd7_first30,p150,17.24137931034483
jiufu_21e342957e0fd7_first30,p160,18.390804597701152
jiufu_21e342957e0fd7_first30,p171,19.655172413793107
jiufu_21e342957e0fd7_first30,p185,21.264367816091955
jiufu_21e342957e0fd7_first30,p195,22.41379310344828
jiufu_21e342957e0fd7_first30,p209,24.02298850574713
jiufu_21e342957e0fd7_first30,p220,25.287356321839084
jiufu_21e342957e0fd7_first30,p234,26.89655172413793
jiufu_21e342957e0fd7_first30,p248,28.505747126436784
jiufu_c92bd308748a09_first30,p12,1.3793103448275863
jiufu_c92bd308748a09_first30,p25,2.873563218390805
jiufu_c92bd308748a09_first30,p40,4.597701149425288
jiufu_c92bd308748a09_first30,p58,6.666666666666667
jiufu_c92bd308748a09_first30,p88,10.114942528735632
jiufu_c92bd308748a09_first30,p96,11.03448275862069
jiufu_c92bd308748a09_first30,p121,13.908045977011495
jiufu_c92bd308748a09_first30,p134,15.402298850574716
jiufu_c92bd308748a09_first30,p146,16.7816091954023
jiufu_c92bd308748a09_first30,p159,18.27586206896552
jiufu_c92bd308748a09_first30,p178,20.45977011494253
jiufu_c92bd308748a09_first30,p192,22.06896551724138
jiufu_c92bd308748a09_first30,p205,23.5632183908046
jiufu_c92bd308748a09_first30,p217,24.942528735632187
jiufu_551d99f2e9c264_first30,p50,5.74712643678161
jiufu_551d99f2e9c264_first30,p144,16.551724137931036
jiufu_551d99f2e9c264_first30,p149,17.126436781609197
jiufu_551d99f2e9c264_first30,p155,17.81609195402299
jiufu_551d99f2e9c264_first30,p173,19.885057471264368
jiufu_551d99f2e9c264_first30,p191,21.95402298850575
jiufu_c95ae69597cc50_first30,p11,1.264367816091954
jiufu_c95ae69597cc50_first30,p27,3.1034482758620694
jiufu_c95ae69597cc50_first30,p38,4.367816091954023
jiufu_c95ae69597cc50_first30,p52,5.977011494252874
jiufu_c95ae69597cc50_first30,p72,8.275862068965518
jiufu_c95ae69597cc50_first30,p86,9.88505747126437
jiufu_c95ae69597cc50_first30,p105,12.06896551724138
jiufu_c95ae69597cc50_first30,p121,13.908045977011495
jiufu_c95ae69597cc50_first30,p131,15.057471264367818
jiufu_c95ae69597cc50_first30,p149,17.126436781609197
jiufu_94796ccea127be_first30,p24,2.7586206896551726
jiufu_94796ccea127be_first30,p42,4.8275862068965525
jiufu_94796ccea127be_first30,p56,6.436781609195402
jiufu_94796ccea127be_first30,p73,8.39080459770115
jiufu_94796ccea127be_first30,p89,10.229885057471265
jiufu_94796ccea127be_first30,p106,12.183908045977011
jiufu_94796ccea127be_first30,p135,15.517241379310349
jiufu_94796ccea127be_first30,p151,17.35632183908046
jiufu_94796ccea127be_first30,p171,19.655172413793107
jiufu_94796ccea127be_first30,p188,21.60919540229885
jiufu_94796ccea127be_first30,p203,23.333333333333336
jiufu_94796ccea127be_first30,p243,27.931034482758623
jiufu_3cbd345626f05c_first30,p3,0.3448275862068966
jiufu_3cbd345626f05c_first30,p12,1.3793103448275863
jiufu_3cbd345626f05c_first30,p103,11.839080459770116
jiufu_3cbd345626f05c_first30,p247,28.390804597701152
jiufu_3ac83315834f77_first30,p6,0.6896551724137931
jiufu_3ac83315834f77_first30,p23,2.6436781609195403
jiufu_3ac83315834f77_first30,p44,5.057471264367816
jiufu_3ac83315834f77_first30,p68,7.816091954022989
jiufu_3ac83315834f77_first30,p140,16.091954022988507
jiufu_3ac83315834f77_first30,p153,17.586206896551726
jiufu_c68c62cb67dede_first30,p14,1.6091954022988506
jiufu_c68c62cb67dede_first30,p26,2.988505747126437
jiufu_c68c62cb67dede_first30,p55,6.321839080459771
jiufu_c68c62cb67dede_first30,p84,9.655172413793103
jiufu_c68c62cb67dede_first30,p98,11.264367816091957
jiufu_c68c62cb67dede_first30,p117,13.448275862068966
jiufu_c68c62cb67dede_first30,p140,16.091954022988507
jiufu_c68c62cb67dede_first30,p158,18.160919540229887
jiufu_c68c62cb67dede_first30,p195,22.41379310344828
jiufu_c68c62cb67dede_first30,p234,26.89655172413793
jiufu_c68c62cb67dede_first30,p252,28.965517241379317
jiufu_3721f7cf5a844c_first30,p19,2.183908045977012
jiufu_3721f7cf5a844c_first30,p30,3.4482758620689657
jiufu_3721f7cf5a844c_first30,p43,4.942528735632185
jiufu_3721f7cf5a844c_first30,p72,8.275862068965518
jiufu_65b745e540b8c7_first30,p10,1.149425287356322
jiufu_65b745e540b8c7_first30,p20,2.298850574712644
jiufu_65b745e540b8c7_first30,p87,10.0
jiufu_65b745e540b8c7_first30,p99,11.379310344827587
jiufu_65b745e540b8c7_first30,p119,13.67816091954023
jiufu_65b745e540b8c7_first30,p137,15.74712643678161
jiufu_65b745e540b8c7_first30,p151,17.35632183908046
jiufu_65b745e540b8c7_first30,p167,19.195402298850578
jiufu_65b745e540b8c7_first30,p183,21.03448275862069
jiufu_65b745e540b8c7_first30,p198,22.75862068965517
jiufu_65b745e540b8c7_first30,p233,26.7816091954023
jiufu_f7266533e3399d_first30,p8,0.9195402298850576
jiufu_f7266533e3399d_first30,p28,3.218390804597701
jiufu_f7266533e3399d_first30,p41,4.71264367816092
jiufu_f7266533e3399d_first30,p66,7.586206896551725
jiufu_f7266533e3399d_first30,p80,9.195402298850576
jiufu_f7266533e3399d_first30,p94,10.804597701149426
jiufu_f7266533e3399d_first30,p108,12.413793103448278
jiufu_f7266533e3399d_first30,p124,14.252873563218392
jiufu_f7266533e3399d_first30,p139,15.977011494252874
jiufu_f7266533e3399d_first30,p153,17.586206896551726
jiufu_f7266533e3399d_first30,p168,19.31034482758621
jiufu_f7266533e3399d_first30,p182,20.919540229885055
jiufu_f7266533e3399d_first30,p195,22.41379310344828
jiufu_f7266533e3399d_first30,p209,24.02298850574713
jiufu_f7266533e3399d_first30,p225,25.86206896551724
jiufu_f7266533e3399d_first30,p241,27.70114942528736
jiufu_f7266533e3399d_first30,p254,29.195402298850578
jiufu_bd77cfa7950eaa_first30,p35,4.022988505747127
jiufu_bd77cfa7950eaa_first30,p51,5.862068965517242
jiufu_bd77cfa7950eaa_first30,p88,10.114942528735632
jiufu_bd77cfa7950eaa_first30,p101,11.609195402298852
jiufu_bd77cfa7950eaa_first30,p140,16.091954022988507
jiufu_bd77cfa7950eaa_first30,p150,17.24137931034483
jiufu_bd77cfa7950eaa_first30,p169,19.42528735632184
jiufu_bd77cfa7950eaa_first30,p188,21.60919540229885
jiufu_bd77cfa7950eaa_first30,p203,23.333333333333336
jiufu_bd77cfa7950eaa_first30,p222,25.517241379310345
jiufu_bd77cfa7950eaa_first30,p254,29.195402298850578
jiufu_90ed4ac916a295_first30,p29,3.333333333333333
jiufu_cd5eea76388f30_first30,p31,3.563218390804598
jiufu_cd5eea76388f30_first30,p154,17.70114942528736
jiufu_cd5eea76388f30_first30,p168,19.31034482758621
jiufu_cd5eea76388f30_first30,p225,25.86206896551724
jiufu_cd5eea76388f30_first30,p235,27.011494252873565
jiufu_cd5eea76388f30_first30,p247,28.390804597701152
jiufu_cd5eea76388f30_first30,p254,29.195402298850578
jiufu_6cbcb0311b3ebf_first30,p8,0.9195402298850576
jiufu_6cbcb0311b3ebf_first30,p92,10.57471264367816
jiufu_6cbcb0311b3ebf_first30,p102,11.724137931034484
jiufu_6cbcb0311b3ebf_first30,p115,13.218390804597702
jiufu_6cbcb0311b3ebf_first30,p122,14.022988505747128
jiufu_6cbcb0311b3ebf_first30,p131,15.057471264367818
jiufu_6cbcb0311b3ebf_first30,p144,16.551724137931036
jiufu_6cbcb0311b3ebf_first30,p162,18.620689655172416
jiufu_6cbcb0311b3ebf_first30,p173,19.885057471264368
jiufu_6cbcb0311b3ebf_first30,p185,21.264367816091955
jiufu_6cbcb0311b3ebf_first30,p190,21.83908045977012
jiufu_6cbcb0311b3ebf_first30,p225,25.86206896551724
jiufu_6cbcb0311b3ebf_first30,p240,27.58620689655173
jiufu_6cbcb0311b3ebf_first30,p255,29.31034482758621
jiufu_6a641dd078f572_first30,p11,1.264367816091954
jiufu_6a641dd078f572_first30,p38,4.367816091954023
jiufu_6a641dd078f572_first30,p49,5.6321839080459775
jiufu_6a641dd078f572_first30,p73,8.39080459770115
jiufu_6a641dd078f572_first30,p88,10.114942528735632
jiufu_6a641dd078f572_first30,p104,11.954022988505749
jiufu_6a641dd078f572_first30,p119,13.67816091954023
jiufu_6a641dd078f572_first30,p126,14.482758620689657
jiufu_6a641dd078f572_first30,p140,16.091954022988507
jiufu_6a641dd078f572_first30,p153,17.586206896551726
jiufu_6a641dd078f572_first30,p167,19.195402298850578
jiufu_6a641dd078f572_first30,p180,20.689655172413797
jiufu_6a641dd078f572_first30,p217,24.942528735632187
jiufu_6a641dd078f572_first30,p232,26.666666666666668
jiufu_6a641dd078f572_first30,p247,28.390804597701152
jiufu_edd9eebe6de991_first30,p27,3.1034482758620694
jiufu_edd9eebe6de991_first30,p35,4.022988505747127
jiufu_edd9eebe6de991_first30,p43,4.942528735632185
jiufu_edd9eebe6de991_first30,p53,6.0919540229885065
jiufu_edd9eebe6de991_first30,p81,9.310344827586208
jiufu_edd9eebe6de991_first30,p89,10.229885057471265
jiufu_edd9eebe6de991_first30,p100,11.49425287356322
jiufu_edd9eebe6de991_first30,p130,14.942528735632186
jiufu_edd9eebe6de991_first30,p140,16.091954022988507
jiufu_edd9eebe6de991_first30,p150,17.24137931034483
jiufu_edd9eebe6de991_first30,p160,18.390804597701152
jiufu_edd9eebe6de991_first30,p171,19.655172413793107
jiufu_edd9eebe6de991_first30,p201,23.10344827586207
jiufu_edd9eebe6de991_first30,p212,24.367816091954023
jiufu_edd9eebe6de991_first30,p232,26.666666666666668
jiufu_edd9eebe6de991_first30,p242,27.81609195402299
jiufu_edd9eebe6de991_first30,p254,29.195402298850578
jiufu_58c38973aff558_first30,p23,2.6436781609195403
jiufu_58c38973aff558_first30,p52,5.977011494252874
jiufu_58c38973aff558_first30,p66,7.586206896551725
jiufu_58c38973aff558_first30,p74,8.505747126436782
jiufu_58c38973aff558_first30,p80,9.195402298850576
jiufu_58c38973aff558_first30,p100,11.49425287356322
jiufu_58c38973aff558_first30,p111,12.758620689655173
jiufu_58c38973aff558_first30,p168,19.31034482758621
jiufu_58c38973aff558_first30,p179,20.57471264367816
jiufu_665326590feedb_first30,p38,4.367816091954023
jiufu_665326590feedb_first30,p128,14.71264367816092
jiufu_665326590feedb_first30,p207,23.793103448275865
jiufu_124bf365605cd6_first30,p9,1.0344827586206895
jiufu_124bf365605cd6_first30,p20,2.298850574712644
jiufu_124bf365605cd6_first30,p33,3.793103448275863
jiufu_124bf365605cd6_first30,p85,9.770114942528735
jiufu_124bf365605cd6_first30,p122,14.022988505747128
jiufu_124bf365605cd6_first30,p129,14.827586206896552
jiufu_124bf365605cd6_first30,p200,22.98850574712644
jiufu_124bf365605cd6_first30,p216,24.827586206896555
jiufu_cc565ea0bfa396_first30,p14,1.6091954022988506
jiufu_cc565ea0bfa396_first30,p65,7.471264367816093
jiufu_cc565ea0bfa396_first30,p95,10.919540229885058
jiufu_cc565ea0bfa396_first30,p106,12.183908045977011
jiufu_cc565ea0bfa396_first30,p115,13.218390804597702
jiufu_cc565ea0bfa396_first30,p140,16.091954022988507
jiufu_cc565ea0bfa396_first30,p186,21.379310344827587
jiufu_cc565ea0bfa396_first30,p194,22.298850574712645
jiufu_cc565ea0bfa396_first30,p241,27.70114942528736
jiufu_0a14da4ad52431_first30,p56,6.436781609195402
jiufu_0a14da4ad52431_first30,p63,7.241379310344828
jiufu_0a14da4ad52431_first30,p77,8.85057471264368
jiufu_0a14da4ad52431_first30,p97,11.149425287356324
jiufu_0a14da4ad52431_first30,p110,12.643678160919542
jiufu_0a14da4ad52431_first30,p125,14.367816091954024
jiufu_0a14da4ad52431_first30,p162,18.620689655172416
jiufu_0a14da4ad52431_first30,p173,19.885057471264368
jiufu_0a14da4ad52431_first30,p182,20.919540229885055
jiufu_0a14da4ad52431_first30,p193,22.183908045977013
jiufu_0a14da4ad52431_first30,p205,23.5632183908046
jiufu_0a14da4ad52431_first30,p217,24.942528735632187
jiufu_0a14da4ad52431_first30,p233,26.7816091954023
jiufu_abada3dda3e8b7_first30,p5,0.574712643678161
jiufu_abada3dda3e8b7_first30,p16,1.8390804597701151
jiufu_abada3dda3e8b7_first30,p34,3.9080459770114944
jiufu_abada3dda3e8b7_first30,p54,6.206896551724139
jiufu_abada3dda3e8b7_first30,p77,8.85057471264368
jiufu_abada3dda3e8b7_first30,p87,10.0
jiufu_abada3dda3e8b7_first30,p102,11.724137931034484
jiufu_abada3dda3e8b7_first30,p118,13.563218390804598
jiufu_abada3dda3e8b7_first30,p165,18.965517241379317
jiufu_abada3dda3e8b7_first30,p199,22.873563218390807
jiufu_abada3dda3e8b7_first30,p211,24.252873563218397
jiufu_abada3dda3e8b7_first30,p224,25.74712643678161
jiufu_abada3dda3e8b7_first30,p244,28.04597701149425
jiufu_0ef3b83bc00130_first30,p21,2.413793103448276
jiufu_0ef3b83bc00130_first30,p37,4.252873563218391
jiufu_0ef3b83bc00130_first30,p59,6.781609195402299
jiufu_0ef3b83bc00130_first30,p88,10.114942528735632
jiufu_0ef3b83bc00130_first30,p112,12.873563218390805
jiufu_0ef3b83bc00130_first30,p123,14.13793103448276
jiufu_0ef3b83bc00130_first30,p143,16.436781609195403
jiufu_0ef3b83bc00130_first30,p157,18.04597701149425
jiufu_0ef3b83bc00130_first30,p175,20.114942528735632
jiufu_0ef3b83bc00130_first30,p190,21.83908045977012
jiufu_0ef3b83bc00130_first30,p202,23.218390804597703
jiufu_0ef3b83bc00130_first30,p230,26.436781609195403
jiufu_0ef3b83bc00130_first30,p247,28.390804597701152
jiufu_6d14fba7168351_first30,p11,1.264367816091954
jiufu_6d14fba7168351_first30,p37,4.252873563218391
jiufu_6d14fba7168351_first30,p45,5.172413793103448
jiufu_6d14fba7168351_first30,p63,7.241379310344828
jiufu_6d14fba7168351_first30,p136,15.632183908045976
jiufu_6d14fba7168351_first30,p149,17.126436781609197
jiufu_6d14fba7168351_first30,p165,18.965517241379317
jiufu_6d14fba7168351_first30,p184,21.149425287356323
jiufu_6d14fba7168351_first30,p193,22.183908045977013
jiufu_6d14fba7168351_first30,p199,22.873563218390807
jiufu_a6ed80c55f7be6_first30,p7,0.8045977011494253
jiufu_a6ed80c55f7be6_first30,p40,4.597701149425288
jiufu_a6ed80c55f7be6_first30,p48,5.517241379310345
jiufu_a6ed80c55f7be6_first30,p61,7.011494252873564
jiufu_a6ed80c55f7be6_first30,p70,8.045977011494253
jiufu_6fa0bbd661c8bb_first30,p13,1.4942528735632186
jiufu_6fa0bbd661c8bb_first30,p24,2.7586206896551726
jiufu_6fa0bbd661c8bb_first30,p42,4.8275862068965525
jiufu_6fa0bbd661c8bb_first30,p85,9.770114942528735
jiufu_6fa0bbd661c8bb_first30,p107,12.298850574712644
jiufu_6fa0bbd661c8bb_first30,p125,14.367816091954024
jiufu_6fa0bbd661c8bb_first30,p158,18.160919540229887
jiufu_6fa0bbd661c8bb_first30,p170,19.540229885057474
jiufu_6fa0bbd661c8bb_first30,p180,20.689655172413797
jiufu_6fa0bbd661c8bb_first30,p191,21.95402298850575
jiufu_6fa0bbd661c8bb_first30,p202,23.218390804597703
jiufu_9eb853207f9233_first30,p8,0.9195402298850576
jiufu_9eb853207f9233_first30,p28,3.218390804597701
jiufu_9eb853207f9233_first30,p35,4.022988505747127
jiufu_9eb853207f9233_first30,p48,5.517241379310345
jiufu_9eb853207f9233_first30,p69,7.931034482758621
jiufu_9eb853207f9233_first30,p123,14.13793103448276
jiufu_9eb853207f9233_first30,p143,16.436781609195403
jiufu_9eb853207f9233_first30,p159,18.27586206896552
jiufu_9eb853207f9233_first30,p177,20.344827586206897
jiufu_9eb853207f9233_first30,p184,21.149425287356323
jiufu_9eb853207f9233_first30,p199,22.873563218390807
jiufu_9eb853207f9233_first30,p227,26.091954022988507
jiufu_9eb853207f9233_first30,p243,27.931034482758623
jiufu_8c114c09325c47_first30,p31,3.563218390804598
jiufu_8c114c09325c47_first30,p55,6.321839080459771
jiufu_8c114c09325c47_first30,p112,12.873563218390805
jiufu_8c114c09325c47_first30,p125,14.367816091954024
jiufu_8c114c09325c47_first30,p139,15.977011494252874
jiufu_8c114c09325c47_first30,p152,17.471264367816094
jiufu_494e84a71f0d53_first30,p22,2.528735632183908
jiufu_494e84a71f0d53_first30,p34,3.9080459770114944
jiufu_494e84a71f0d53_first30,p136,15.632183908045976
jiufu_ce59136a4ecc21_first30,p39,4.482758620689656
jiufu_ce59136a4ecc21_first30,p55,6.321839080459771
jiufu_ce59136a4ecc21_first30,p70,8.045977011494253
jiufu_ce59136a4ecc21_first30,p104,11.954022988505749
jiufu_ce59136a4ecc21_first30,p247,28.390804597701152
jiufu_8953d49083882b_first30,p3,0.3448275862068966
jiufu_8953d49083882b_first30,p13,1.4942528735632186
jiufu_8953d49083882b_first30,p23,2.6436781609195403
jiufu_8953d49083882b_first30,p49,5.6321839080459775
jiufu_8953d49083882b_first30,p63,7.241379310344828
jiufu_8953d49083882b_first30,p73,8.39080459770115
jiufu_8953d49083882b_first30,p83,9.540229885057473
jiufu_8953d49083882b_first30,p91,10.459770114942527
jiufu_8953d49083882b_first30,p100,11.49425287356322
jiufu_8953d49083882b_first30,p108,12.413793103448278
jiufu_8953d49083882b_first30,p117,13.448275862068966
jiufu_8953d49083882b_first30,p128,14.71264367816092
jiufu_8953d49083882b_first30,p136,15.632183908045976
jiufu_8953d49083882b_first30,p145,16.666666666666668
jiufu_8953d49083882b_first30,p163,18.73563218390805
jiufu_8953d49083882b_first30,p174,20.0
jiufu_8953d49083882b_first30,p200,22.98850574712644
jiufu_8953d49083882b_first30,p210,24.13793103448276
jiufu_8953d49083882b_first30,p229,26.32183908045977
jiufu_8953d49083882b_first30,p257,29.540229885057474
jiufu_5eaab17afa3dcc_first30,p8,0.9195402298850576
jiufu_5eaab17afa3dcc_first30,p62,7.126436781609196
jiufu_5eaab17afa3dcc_first30,p74,8.505747126436782
jiufu_5eaab17afa3dcc_first30,p148,17.011494252873565
jiufu_577eb87b4ec0fa_first30,p6,0.6896551724137931
jiufu_577eb87b4ec0fa_first30,p22,2.528735632183908
jiufu_577eb87b4ec0fa_first30,p81,9.310344827586208
jiufu_577eb87b4ec0fa_first30,p92,10.57471264367816
jiufu_577eb87b4ec0fa_first30,p138,15.862068965517242
jiufu_577eb87b4ec0fa_first30,p158,18.160919540229887
jiufu_577eb87b4ec0fa_first30,p236,27.1264367816092
jiufu_ac7d209f2a6aec_first30,p9,1.0344827586206895
jiufu_ac7d209f2a6aec_first30,p21,2.413793103448276
jiufu_ac7d209f2a6aec_first30,p36,4.137931034482759
jiufu_ac7d209f2a6aec_first30,p48,5.517241379310345
jiufu_ac7d209f2a6aec_first30,p148,17.011494252873565
jiufu_ac7d209f2a6aec_first30,p158,18.160919540229887
jiufu_ac7d209f2a6aec_first30,p210,24.13793103448276
jiufu_45e262858c1edf_first30,p29,3.333333333333333
jiufu_45e262858c1edf_first30,p67,7.701149425287357
jiufu_45e262858c1edf_first30,p87,10.0
jiufu_45e262858c1edf_first30,p107,12.298850574712644
jiufu_45e262858c1edf_first30,p116,13.333333333333334
jiufu_45e262858c1edf_first30,p125,14.367816091954024
jiufu_45e262858c1edf_first30,p172,19.77011494252874
jiufu_45e262858c1edf_first30,p182,20.919540229885055
jiufu_45e262858c1edf_first30,p191,21.95402298850575
jiufu_45e262858c1edf_first30,p213,24.48275862068966
jiufu_59f7f9462f2c30_first30,p34,3.9080459770114944
jiufu_59f7f9462f2c30_first30,p50,5.74712643678161
jiufu_59f7f9462f2c30_first30,p59,6.781609195402299
jiufu_59f7f9462f2c30_first30,p67,7.701149425287357
jiufu_59f7f9462f2c30_first30,p78,8.965517241379311
jiufu_59f7f9462f2c30_first30,p96,11.03448275862069
jiufu_59f7f9462f2c30_first30,p112,12.873563218390805
jiufu_59f7f9462f2c30_first30,p120,13.793103448275865
jiufu_59f7f9462f2c30_first30,p129,14.827586206896552
jiufu_59f7f9462f2c30_first30,p153,17.586206896551726
jiufu_59f7f9462f2c30_first30,p163,18.73563218390805
jiufu_59f7f9462f2c30_first30,p175,20.114942528735632
