video_id,frames,smoothed_frames,missing_left,missing_right,missing_both,repaired_left,repaired_right,tracked_left,tracked_right,inferred_left,inferred_right,global_inferred_left,global_inferred_right,low_conf_inferred_left,low_conf_inferred_right,peaks,rr_bpm,duration_seconds,rr_duration_seconds,rr_duration_source,smoothed_duration_seconds,mean_prominence,truth_count,count_error,abs_count_error,truth_rr,rr_error,abs_rr_error,fusion_mode,selected_fusion_mode,selection_score,selection_candidate_peaks,selection_median_prominence,selection_interval_cv,selection_amplitude,selection_missing_rate,repair_missing,smooth_window,peak_distance,peak_prominence,selected_peak_prominence,adaptive_peak_prominence,min_rr_bpm,max_rr_bpm,merge_shallow_peaks,merge_peak_gap,merge_valley_relief,merged_peak_count,adaptive_peak_retuning,peak_retune_rule,retune_target_peaks,edge_peak_completion,edge_peak_added,edge_peak_added_frames,edge_peak_min_gap,edge_peak_min_relief,raw_frames,analysis_frame_limit,analysis_window_source,truth_duration_seconds,raw_duration_seconds,temperature_csv,curve_csv,curve_png,review_png,status
200718,141,139,0,0,0,0,0,0,0,0,27,0,0,0,0,11,41.25,16.0,16.0,truth_duration_seconds,15.977011494252874,0.3913658338710041,10,1,1,38.0,3.25,3.25,adaptive,left,1.6643856051340193,10,0.41051244264942854,0.18032806268850762,0.6720185969144222,0.0,True,3,5,0.035,0.025,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,141,141,full_temperature_csv,16.0,16.20689655172414,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200718\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200718\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200718\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200718\paper_repro_peak_review.png,retuned
200937,89,87,0,0,0,0,0,0,0,21,0,0,0,0,0,11,66.0,10.0,10.0,truth_duration_seconds,10.0,0.28319965623841276,10,1,1,60.0,6.0,6.0,adaptive,right,1.544195519165265,11,0.22900994625923116,0.31298860549150664,0.7358399378258935,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,89,89,full_temperature_csv,10.0,10.229885057471265,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200937\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200937\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200937\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200937\paper_repro_peak_review.png,retuned
200939,72,70,0,0,0,0,0,0,0,0,58,0,0,0,0,11,82.5,8.0,8.0,truth_duration_seconds,8.045977011494253,0.27760916534970537,11,0,0,83.0,-0.5,0.5,adaptive,left,1.1854128308030112,11,0.23701318170972807,0.1874999999707031,0.5210748245393173,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,72,72,full_temperature_csv,8.0,8.275862068965518,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200939\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200939\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200939\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200939\paper_repro_peak_review.png,retuned
210944,62,60,0,0,0,0,0,10,0,0,30,0,0,0,0,4,34.285714285714285,7.0,7.0,truth_duration_seconds,6.8965517241379315,0.5450515439693372,5,-1,1,43.0,-8.714285714285715,8.714285714285715,adaptive,left,1.825304727079485,4,0.5124538956338105,0.2737712372105128,0.7248682250254656,0.0,True,3,5,0.035,0.002,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,62,62,full_temperature_csv,7.0,7.126436781609196,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210944\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210944\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210944\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210944\paper_repro_peak_review.png,retuned
210989,141,139,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37.5,16.0,16.0,truth_duration_seconds,15.977011494252874,0.6110978568006474,10,0,0,38.0,-0.5,0.5,adaptive,left,2.155373492923795,10,0.6037340082738796,0.06184557663629151,0.7912811364840306,0.0,True,3,5,0.035,0.002,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,141,141,full_temperature_csv,16.0,16.20689655172414,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210989\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210989\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210989\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210989\paper_repro_peak_review.png,retuned
210994,89,87,0,0,0,0,0,13,0,22,0,0,0,0,0,6,36.0,10.0,10.0,truth_duration_seconds,10.0,0.3963823901183603,6,0,0,36.0,0.0,0.0,adaptive,right,1.908532712966871,6,0.3807857383211096,0.031249999997558595,0.7716859873222702,0.0,True,3,5,0.035,0.002,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,89,89,full_temperature_csv,10.0,10.229885057471265,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210994\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210994\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210994\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210994\paper_repro_peak_review.png,retuned
211040,88,86,0,0,0,0,0,0,0,0,0,0,0,0,0,11,66.0,10.0,10.0,truth_duration_seconds,9.88505747126437,0.40617196167225006,10,1,1,60.0,6.0,6.0,adaptive,left,1.645445411187971,11,0.3616932842865634,0.08944271908806589,0.6642367432227203,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,88,88,full_temperature_csv,10.0,10.114942528735632,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211040\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211040\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211040\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211040\paper_repro_peak_review.png,retuned
211049,53,51,0,0,0,0,0,3,0,0,0,0,0,0,53,5,50.0,6.0,6.0,truth_duration_seconds,5.862068965517242,0.2547552612228669,5,0,0,50.0,0.0,0.0,adaptive,left,0.9937107190898898,5,0.16219238565574118,0.20786985479767786,0.4677266304164938,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,53,53,full_temperature_csv,6.0,6.0919540229885065,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211049\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211049\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211049\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211049\paper_repro_peak_review.png,retuned
211056,116,114,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46.15384615384615,13.0,13.0,truth_duration_seconds,13.10344827586207,0.2672097653692372,10,0,0,46.0,0.1538461538461533,0.1538461538461533,adaptive,right,1.3212838660577149,10,0.24955550007425212,0.2969078475830906,0.6100911448875039,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,116,116,full_temperature_csv,13.0,13.333333333333334,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211056\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211056\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211056\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211056\paper_repro_peak_review.png,retuned
211070,88,86,0,0,0,0,0,0,0,0,0,0,0,0,0,10,60.0,10.0,10.0,truth_duration_seconds,9.88505747126437,0.40408653199502875,10,0,0,60.0,0.0,0.0,adaptive,right,1.4430995434981646,10,0.3296264410600602,0.2749806660657312,0.625481717735485,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,88,88,full_temperature_csv,10.0,10.114942528735632,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211070\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211070\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211070\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211070\paper_repro_peak_review.png,retuned
ba170296,106,104,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35.0,12.0,12.0,truth_duration_seconds,11.954022988505749,0.5144359394822217,8,-1,1,40.0,-5.0,5.0,adaptive,min,1.9764735582864215,7,0.5607934150716972,0.060507469739005164,0.7229669390421135,0.0,True,3,5,0.035,0.002,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,106,106,full_temperature_csv,12.0,12.183908045977013,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba170296\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba170296\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba170296\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba170296\paper_repro_peak_review.png,retuned
ba177610,114,112,0,0,0,0,0,0,0,0,13,0,0,0,0,9,41.53846153846154,13.0,13.0,truth_duration_seconds,12.873563218390805,0.41864050547079035,10,-1,1,46.0,-4.46153846153846,4.46153846153846,adaptive,min,1.7843967401334235,9,0.4033808243720004,0.09685229623450047,0.7574841898340736,0.04276315789473684,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,114,114,full_temperature_csv,13.0,13.10344827586207,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba177610\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba177610\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba177610\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba177610\paper_repro_peak_review.png,retuned
ba455,89,87,0,0,0,0,0,0,1,0,11,0,0,0,0,10,60.0,10.0,10.0,truth_duration_seconds,10.0,0.3672755096562013,10,0,0,60.0,0.0,0.0,adaptive,left,1.4251600835459952,10,0.377245488190817,0.15999999998079997,0.5639572976727891,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,89,89,full_temperature_csv,10.0,10.229885057471265,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba455\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba455\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba455\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba455\paper_repro_peak_review.png,retuned
ba6516,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45.0,8.0,8.0,truth_duration_seconds,7.816091954022989,0.6152856973470587,6,0,0,45.0,0.0,0.0,adaptive,min,2.0937419372059005,6,0.5765609910020886,0.18096742798519447,0.8038323300982047,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,70,70,full_temperature_csv,8.0,8.045977011494253,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba6516\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba6516\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba6516\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba6516\paper_repro_peak_review.png,retuned
bs0514,106,104,0,0,0,0,0,0,4,0,0,0,0,0,0,9,45.0,12.0,12.0,truth_duration_seconds,11.954022988505749,0.33685699213104303,9,0,0,45.0,0.0,0.0,adaptive,left,1.6655298286960027,9,0.32610678055965847,0.19742027627285408,0.7190665931363857,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,141,106,truth_duration_seconds,12.0,16.20689655172414,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs0514\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs0514\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs0514\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs0514\paper_repro_peak_review.png,retuned
bs1479,79,77,0,0,0,0,0,0,1,0,0,0,0,0,0,8,53.333333333333336,9.0,9.0,truth_duration_seconds,8.85057471264368,0.44661743640791857,7,1,1,47.0,6.333333333333336,6.333333333333336,adaptive,left,1.7805003921482734,8,0.44847946582744086,0.13760418321593737,0.7004115089644006,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,79,79,full_temperature_csv,9.0,9.080459770114944,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs1479\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs1479\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs1479\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs1479\paper_repro_peak_review.png,retuned
bs170227,132,130,0,0,0,0,0,4,0,0,0,0,0,0,0,9,36.0,15.0,15.0,truth_duration_seconds,14.942528735632186,0.5020420266766673,10,-1,1,40.0,-4.0,4.0,adaptive,right,2.0777509991317245,9,0.46946900215168225,0.09109153592598347,0.826913882471517,0.0,True,3,5,0.035,0.002,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,132,132,full_temperature_csv,15.0,15.17241379310345,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs170227\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs170227\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs170227\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs170227\paper_repro_peak_review.png,retuned
bs177611,132,130,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40.0,15.0,15.0,truth_duration_seconds,14.942528735632186,0.39018620919380725,9,1,1,36.0,4.0,4.0,adaptive,right,1.6176002392121505,10,0.37366266884191734,0.07710579232159662,0.6412452332655157,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,132,132,full_temperature_csv,15.0,15.17241379310345,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs177611\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs177611\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs177611\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs177611\paper_repro_peak_review.png,retuned
bs189556,176,174,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30.0,20.0,20.0,truth_duration_seconds,20.0,0.6789315554224313,10,0,0,30.0,0.0,0.0,adaptive,left,2.289757222577775,10,0.7433611237020559,0.1216260638456131,0.803604565399263,0.0,True,3,5,0.035,0.002,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,176,176,full_temperature_csv,20.0,20.229885057471265,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs189556\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs189556\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs189556\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs189556\paper_repro_peak_review.png,retuned
bs190624,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,10,85.71428571428571,7.0,7.0,truth_duration_seconds,7.241379310344828,0.5482752790892095,10,0,0,86.0,-0.2857142857142918,0.2857142857142918,adaptive,min,2.4520765874441794,9,0.6853361066891359,0.15320272312637703,0.9216709211591161,0.0,True,1,3,0.002,0.002,False,40.0,90.0,True,6,0.1,0,True,short_sparse_peak_count_edge,,both,1,0,0,0.1,63,63,full_temperature_csv,7.0,7.241379310344828,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs190624\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs190624\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs190624\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs190624\paper_repro_peak_review.png,retuned
bs190625,115,113,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46.15384615384615,13.0,13.0,truth_duration_seconds,12.988505747126437,0.5712578332547559,10,0,0,46.0,0.1538461538461533,0.1538461538461533,adaptive,min,2.072218869689415,10,0.5870706485839292,0.09899494935720711,0.7673228478920449,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,115,115,full_temperature_csv,13.0,13.218390804597702,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs190625\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs190625\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs190625\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs190625\paper_repro_peak_review.png,retuned
