window_id,video_id,video_path,source_path,source_start_seconds,duration_seconds,cohort,annotation_round,annotator,annotation_status,manual_breath_count,event_definition,predictions_hidden,reference_notes,prior_algorithm_exposure,browser_video_path,view_start_seconds,duration_seconds_prediction,predicted_count,prediction_status,timebase_verified,timebase,truth_count,truth_rr_bpm,predicted_rr_bpm,verified_cow_id
ba177610_anchored_30s,ba177610,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ba177610_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172949n177610\20230806T172949n177610.MP4,23.32533482142857,29.973055245535715,lindian49,R2,1,complete,23,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ba177610_browser_lossless.mp4,0,29.973055245535715,23.0,ok,true,annotation_video_seconds,23.0,46.04135243121542,46.04135243121542,source_6ed734ea7532
ba455_anchored_30s,ba455,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ba455_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T094403n455\20230806T094403n455.MP4,45.67645038167939,29.98958863443596,lindian49,R2,1,complete,27,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ba455_browser_lossless.mp4,0,29.98958863443596,30.0,ok,true,annotation_video_seconds,27.0,54.01874696406514,60.020829960072376,source_1dbdc1c88caf
ba6516_anchored_30s,ba6516,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ba6516_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172609n6516\20230806T172609n6516.MP4,9.350518309859156,30.01400938967136,lindian49,R2,1,complete,22,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ba6516_browser_lossless.mp4,0,30.01400938967136,24.0,ok,true,annotation_video_seconds,22.0,43.979462485750005,47.977595439000005,source_c1cd9f4e3500
bs0514_anchored_30s,bs0514,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs0514_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080921n50514\20230806T080921n50514.MP4,31.591687165775404,29.97751336898396,lindian49,R2,1,complete,21,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs0514_browser_lossless.mp4,0,29.97751336898396,20.0,ok,true,annotation_video_seconds,21.0,42.03150489805638,40.0300046648156,source_6e71c16772a5
bs170227_anchored_30s,bs170227,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs170227_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080034n170227\20230806T080034n170227.MP4,208.3723326408125,30.048145583256385,lindian49,R2,1,complete,19,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs170227_browser_lossless.mp4,0,30.048145583256385,18.0,ok,true,annotation_video_seconds,19.0,37.93911330871739,35.94231787141648,source_b7570607b98f
bs177611_anchored_30s,bs177611,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs177611_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T093742n177611\20230806T093742n177611.MP4,71.28066947812336,29.988631172026007,lindian49,R2,1,complete,19,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs177611_browser_lossless.mp4,0,29.988631172026007,19.0,ok,true,annotation_video_seconds,19.0,38.01440597473534,38.01440597473534,source_d9e789a1eb51
bs189556_anchored_30s,bs189556,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs189556_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,120.67707053140096,29.99621256038647,lindian49,R2,1,complete,13,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs189556_browser_lossless.mp4,0,29.99621256038647,13.0,ok,true,annotation_video_seconds,13.0,26.003282862119793,26.003282862119793,source_f3effd399f5a
bs190624_anchored_30s,bs190624,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs190624_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T084558n190624\20230807T084558n190624.MP4,1.84388595564942,29.963146779303063,lindian49,R2,1,complete,27,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs190624_browser_lossless.mp4,0,29.963146779303063,27.0,ok,true,annotation_video_seconds,27.0,54.06641738707528,54.06641738707528,source_7f3806648fc2
bs200673_anchored_30s,bs200673,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs200673_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081058n200673\20230807T081058n200673.MP4,0,30.01998652654272,lindian49,R2,1,complete,33,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs200673_browser_lossless.mp4,0,30.01998652654272,31.0,ok,true,annotation_video_seconds,33.0,65.95605891592746,61.95872201193185,source_e1ca8d4a2eb8
bs200794_anchored_30s,bs200794,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs200794_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T090015n200794\20230807T090015n200794.MP4,19.355066269948605,29.954269227301413,lindian49,R2,1,complete,29,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs200794_browser_lossless.mp4,0,29.954269227301413,29.0,ok,true,annotation_video_seconds,29.0,58.08854780587004,58.08854780587004,source_f001f13f69e7
bs210974_anchored_30s,bs210974,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs210974_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,81.89312659846547,30.03132992327366,lindian49,R2,1,complete,28,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs210974_browser_lossless.mp4,0,30.03132992327366,25.0,ok,true,annotation_video_seconds,28.0,55.94157848793885,49.947837935659685,source_b6bea4b051df
bs211046_anchored_30s,bs211046,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs211046_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081353n211046\20230807T081353n211046.MP4,65.32965328467154,29.95716023635732,lindian49,R2,1,complete,19,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs211046_browser_lossless.mp4,0,29.95716023635732,17.0,ok,true,annotation_video_seconds,19.0,38.0543412995617,34.048621162765734,source_071865630c43
bs211063_anchored_30s,bs211063,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs211063_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080235n211063\20230807T080235n211063.MP4,113.72241194486983,29.963483920367533,lindian49,R2,1,complete,32,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs211063_browser_lossless.mp4,0,29.963483920367533,32.0,ok,true,annotation_video_seconds,32.0,64.07799590670727,64.07799590670727,source_369fe50f6fcd
bs450_anchored_30s,bs450,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs450_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T090757n450\20230807T090757n450.MP4,81.16668381344307,29.95164951989026,lindian49,R2,1,complete,33,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs450_browser_lossless.mp4,0,29.95164951989026,31.0,ok,true,annotation_video_seconds,33.0,66.10654276937647,62.10008563183851,source_9af29f2b8a5e
bs455_anchored_30s,bs455,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs455_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,127.66915217391303,30.0126397515528,lindian49,R2,1,complete,21,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs455_browser_lossless.mp4,0,30.0126397515528,20.0,ok,true,annotation_video_seconds,21.0,41.98231180030773,39.98315409553117,source_a0585038939d
bs4717_anchored_30s,bs4717,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs4717_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T094403n4717\20230806T094403n4717.MP4,26.067873197625104,29.98958863443596,lindian49,R2,1,complete,30,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs4717_browser_lossless.mp4,0,29.98958863443596,31.0,ok,true,annotation_video_seconds,30.0,60.020829960072376,62.021524292074794,source_d3d96037a794
bs6516_anchored_30s,bs6516,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs6516_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081757n6516\20230807T081757n6516.MP4,3.6975238095238097,30.042380952380952,lindian49,R2,1,complete,18,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs6516_browser_lossless.mp4,0,30.042380952380952,19.0,ok,true,annotation_video_seconds,18.0,35.94921460159457,37.946393190572046,source_296791de0183
ns170082_anchored_30s,ns170082,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns170082_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T081727n170082\20230806T081727n170082.MP4,119.28796949082664,30.024077509791795,lindian49,R2,1,complete,29,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns170082_browser_lossless.mp4,0,30.024077509791795,31.0,ok,true,annotation_video_seconds,29.0,57.95348747792605,61.95027971778302,source_e73cb49888fb
ns179166_anchored_30s,ns179166,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns179166_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T071859n179166\20230807T071859n179166.MP4,0,30.04530332681017,lindian49,R2,1,complete,34,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns179166_browser_lossless.mp4,0,30.04530332681017,35.0,ok,true,annotation_video_seconds,34.0,67.89746729498508,69.89445162719052,source_e428781098ed
ns196527_anchored_30s,ns196527,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns196527_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,2.742142857142857,30.04931547619048,lindian49,R2,1,complete,33,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns196527_browser_lossless.mp4,0,30.04931547619048,37.0,ok,true,annotation_video_seconds,33.0,65.89168400753918,73.87855479633181,source_1fab013ad774
ns200886_anchored_30s,ns200886,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns200886_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T072548n200886\20230807T072548n200886.MP4,21.69976622662266,30.037044829482944,lindian49,R2,1,complete,28,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns200886_browser_lossless.mp4,0,30.037044829482944,30.0,ok,true,annotation_video_seconds,28.0,55.930934935083606,59.926001716161004,source_583255a290e0
ns210947_anchored_30s,ns210947,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns210947_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T073953n210947\20230806T073953n210947.MP4,171.8215189873418,29.98227848101266,lindian49,R2,1,complete,24,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns210947_browser_lossless.mp4,0,29.98227848101266,26.0,ok,true,annotation_video_seconds,24.0,48.028371189732326,52.03073545554336,source_1eb464d27d0e
ns211003_anchored_30s,ns211003,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211003_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T074647n211003\20230806T074647n211003.MP4,276.1403941702551,30.04037760847963,lindian49,R2,1,complete,21,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211003_browser_lossless.mp4,0,30.04037760847963,22.0,ok,true,annotation_video_seconds,21.0,41.94354732892353,43.94085910649132,source_8ef9480a87f9
ns211095_anchored_30s,ns211095,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211095_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,233.21675960346963,30.01799876084263,lindian49,R2,1,complete,23,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211095_browser_lossless.mp4,0,30.01799876084263,26.0,ok,true,annotation_video_seconds,23.0,45.972418447833334,51.96882085407247,source_f16155d85298
ns211146_anchored_30s,ns211146,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211146_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073713n211146\20230807T073713n211146.MP4,36.47654520917679,29.97117408906883,lindian49,R2,1,complete,28,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211146_browser_lossless.mp4,0,29.97117408906883,32.0,ok,true,annotation_video_seconds,28.0,56.053860119304915,64.06155442206276,source_54b3a192ee38
zs170236_anchored_30s,zs170236,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170236_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103306n170236\20230806T103306n170236.MP4,45.1446,29.98239848484848,lindian49,R2,1,complete,30,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170236_browser_lossless.mp4,0,29.98239848484848,31.0,ok,true,annotation_video_seconds,30.0,60.03522369665071,62.036397819872406,source_bb8d2c12d1ec
zs170416_anchored_30s,zs170416,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170416_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,0,30.046774193548387,lindian49,R2,1,complete,22,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170416_browser_lossless.mp4,0,30.046774193548387,21.0,ok,true,annotation_video_seconds,22.0,43.931504643298084,41.93461806860272,source_790c099e19c0
zs170554_anchored_30s,zs170554,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170554_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101929n170554\20230806T101929n170554.MP4,0,29.967104111986004,lindian49,R2,1,complete,23,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170554_browser_lossless.mp4,0,29.967104111986004,22.0,ok,true,annotation_video_seconds,23.0,46.05049573168595,44.04830026509091,source_2d5d4512bc77
zs190621_anchored_30s,zs190621,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs190621_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102337n190621\20230806T102337n190621.MP4,147.58315725003823,29.97782881641402,lindian49,R2,1,complete,21,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs190621_browser_lossless.mp4,0,29.97782881641402,18.0,ok,true,annotation_video_seconds,21.0,42.03106261351727,36.02662509730052,source_6cb95623457f
zs197000_anchored_30s,zs197000,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs197000_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101554n197000\20230806T101554n197000.MP4,73.33814442850311,30.054714251554284,lindian49,R2,1,complete,26,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs197000_browser_lossless.mp4,0,30.054714251554284,25.0,ok,true,annotation_video_seconds,26.0,51.90533461549462,49.90897559182175,source_f95c91e08ded
zs200751_anchored_30s,zs200751,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs200751_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T095917n200751\20230806T095917n200751.MP4,3.822699564586357,30.00239961296565,lindian49,R2,1,complete,29,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs200751_browser_lossless.mp4,0,30.00239961296565,29.0,ok,true,annotation_video_seconds,29.0,57.99536111931702,57.99536111931702,source_db1f804c0909
zs200783_anchored_30s,zs200783,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs200783_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101001n200783\20230806T101001n200783.MP4,0.3487847989394609,29.99549270879364,lindian49,R2,1,complete,21,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs200783_browser_lossless.mp4,0,29.99549270879364,22.0,ok,true,annotation_video_seconds,21.0,42.00631115589615,44.0066116871293,source_2c8f1bde94ca
zs211062_anchored_30s,zs211062,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs211062_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102804n211062\20230806T102804n211062.MP4,241.73754711900915,30.04319803446419,lindian49,R2,1,complete,16,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs211062_browser_lossless.mp4,0,30.04319803446419,20.0,ok,true,annotation_video_seconds,16.0,31.953988350332466,39.942485437915586,source_e6cbe5a5e18a
