window_id,review_id,event_id,reference_seconds,phase_basis,strict_visible_phase,prediction_event_id,matching_status,classification
jiufu_0d1522aef374ec_first30,R3-05,946d4c71-8e8a-4118-be82-5e530fa3adaa,8.558,visible_expiration,True,p74,TP,maximum_only
jiufu_0d1522aef374ec_first30,R3-05,0eba2c8d-c702-4515-8d9e-e233bff5f33b,10.242,visible_expiration,True,p90,TP,maximum_only
jiufu_0d1522aef374ec_first30,R3-05,15b814f8-866e-4d69-abc8-a901aa78aaff,11.833,visible_expiration,True,p104,TP,maximum_only
jiufu_0d1522aef374ec_first30,R3-05,a47cf22b-1ef8-42c6-be5b-685283a393b7,15.702,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_0d1522aef374ec_first30,R3-05,f080a0be-f1e5-4aa5-8a40-efa6d677e898,17.418,visible_expiration,True,p149,TP,maximum_only
jiufu_0d1522aef374ec_first30,R3-05,4af8a065-ae70-4f9a-b889-ba1aff43ed6a,19.018,visible_expiration,True,p166,TP,no_extremum_within_tolerance
jiufu_0d1522aef374ec_first30,R3-05,9c1da8b5-a9ae-44d0-8f13-6164658a31b2,20.62,visible_expiration,True,p182,TP,maximum_only
jiufu_0d1522aef374ec_first30,R3-05,5b4c93da-e9a8-4b95-bfa2-5c2d64657186,22.315,visible_expiration,True,p195,TP,maximum_only
jiufu_0d1522aef374ec_first30,R3-05,7a67db44-419e-407e-8dc3-a3d4dbe02a13,24.033,visible_expiration,True,p211,TP,maximum_only
jiufu_0d1522aef374ec_first30,R3-05,15d03c22-ed87-4768-a6e3-21d6bb092b5d,27.113,visible_expiration,True,p234,TP,no_extremum_within_tolerance
jiufu_0d1522aef374ec_first30,R3-05,2f4e387a-0949-49ff-87a7-6900b0fb9d6f,28.922,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_6328167f32f25e_first30,R3-06,f60eb731-fc17-4199-917c-0a5212535235,10.43,thermal_extremum_only,False,,FN,no_observed_ROI_sample
jiufu_6328167f32f25e_first30,R3-06,2406a4e9-2b3b-46df-b6a1-1f7258b82b81,11.818,thermal_extremum_only,False,,FN,no_extremum_within_tolerance
jiufu_6328167f32f25e_first30,R3-06,e386c77b-58e5-484a-bc60-c501f60bdf6d,20.822,thermal_extremum_only,False,,FN,both_extrema_nearby
jiufu_6328167f32f25e_first30,R3-06,6206c25a-711a-4476-b44d-4fae5cf0f73b,22.795,thermal_extremum_only,False,,FN,maximum_only
jiufu_6328167f32f25e_first30,R3-06,78670f5d-dbc2-4f72-953c-963ebe2dbb1d,23.94,thermal_extremum_only,False,,FN,no_extremum_within_tolerance
jiufu_6328167f32f25e_first30,R3-06,33423dd2-ff1f-466c-81c9-71ad0ea7b8dd,25.777,thermal_extremum_only,False,,FN,maximum_only
jiufu_6328167f32f25e_first30,R3-06,b54bef30-4f04-4b7a-b75c-925203abfee2,26.923,thermal_extremum_only,False,,FN,maximum_only
jiufu_6328167f32f25e_first30,R3-06,6aa759ad-6469-4db3-89f3-8e47928ec3cd,27.972,thermal_extremum_only,False,,FN,maximum_only
jiufu_6328167f32f25e_first30,R3-06,d338f6fc-10ce-443f-b961-dc70baf72e44,29.603,thermal_extremum_only,False,,FN,maximum_only
jiufu_6328167f32f25e_first30,R3-06,ac1190b3-e005-4c3a-9bfd-b75a42579888,0.832,thermal_extremum_only,False,,FN,no_extremum_within_tolerance
jiufu_6328167f32f25e_first30,R3-06,d8a506a3-58e4-4ca0-a884-ee10c12404eb,2.78,thermal_extremum_only,False,,FN,no_observed_ROI_sample
jiufu_6328167f32f25e_first30,R3-06,e27870e4-a5d0-4d4a-8e12-bca115383f5c,6.342,thermal_extremum_only,False,,FN,no_observed_ROI_sample
jiufu_440a29cebcae1c_first30,R3-09,6b6803c8-536f-429a-b76f-419f51c49f37,1.845,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_440a29cebcae1c_first30,R3-09,d07fdcee-bfa6-47ce-88c6-21880b5f1d82,4.073,visible_expiration,True,p35,TP,both_extrema_nearby
jiufu_440a29cebcae1c_first30,R3-09,4e32647b-8cf7-484d-92e0-e7b84b5b3276,5.607,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_440a29cebcae1c_first30,R3-09,b6786106-c16b-4489-b2a2-64d24b4d474c,7.492,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_440a29cebcae1c_first30,R3-09,0f6d7072-1442-415e-873a-72fe364d2a9a,9.4,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_440a29cebcae1c_first30,R3-09,7d3a0666-8303-4af1-b9f6-da305dfa33c7,14.332,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_440a29cebcae1c_first30,R3-09,6d24c2df-f72f-4011-8ff4-7bb76e51da5d,18.83,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_440a29cebcae1c_first30,R3-09,043a1e3b-66f1-4c20-ab2d-07425175fc7d,21.955,visible_expiration,True,p193,TP,minimum_only
jiufu_440a29cebcae1c_first30,R3-09,96c5b7bb-5696-4b83-b911-180808d37e45,23.558,visible_expiration,True,,FN,maximum_only
jiufu_440a29cebcae1c_first30,R3-09,34e81c65-bd2f-4029-a015-393db27d72aa,25.378,visible_expiration,True,p219,TP,maximum_only
jiufu_440a29cebcae1c_first30,R3-09,45c6fbff-878e-44cb-91dc-db040f836b64,27.648,visible_expiration,True,p239,TP,maximum_only
jiufu_440a29cebcae1c_first30,R3-09,cc9a734b-c7ba-4bc5-86ff-2f32def01505,29.412,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_f920435ef76ec4_first30,R3-10,d3d548a8-8501-4686-a7db-6ec7cdc251e9,1.075,visible_expiration,True,p7,TP,maximum_only
jiufu_f920435ef76ec4_first30,R3-10,7c7f3efc-1043-41b5-9333-03174b62e318,2.512,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_f920435ef76ec4_first30,R3-10,09a5dfd1-5d67-43c0-91f9-7119f0b1c633,7.978,visible_expiration,True,p69,TP,maximum_only
jiufu_f920435ef76ec4_first30,R3-10,1922786a-49e1-417a-b44d-1e0fa0484e85,12.33,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_f920435ef76ec4_first30,R3-10,4536aef8-424f-4cd2-8a1a-77380f09de70,18.272,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_f920435ef76ec4_first30,R3-10,ea6499c7-25dd-49cb-b665-1c702ea63c6a,20.523,visible_expiration,True,p178,TP,no_observed_ROI_sample
jiufu_f920435ef76ec4_first30,R3-10,5ad123b2-c982-472b-9eab-b41eb57ff7f4,22.705,visible_expiration,True,,FN,maximum_only
jiufu_f920435ef76ec4_first30,R3-10,9c43e56e-edc8-467c-9bb9-94bd864f0986,24.972,visible_expiration,True,p215,TP,no_observed_ROI_sample
jiufu_f920435ef76ec4_first30,R3-10,7dc5d6d3-105d-4ffb-82f1-12d1a688f1e7,29.532,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_f920435ef76ec4_first30,R3-10,cea06f20-3608-49b3-b474-b06114c955bb,27.722,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_4f7144680fca9d_first30,R3-14,2f1332b8-35fa-42b6-933a-9cf2cd9bf007,0.628,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_4f7144680fca9d_first30,R3-14,f112d46d-0294-4757-a9c0-2744bb730ac3,1.893,visible_expiration,True,,FN,both_extrema_nearby
jiufu_4f7144680fca9d_first30,R3-14,2093354d-c146-406a-8f04-4bb627a57f0d,3.193,visible_expiration,True,,FN,minimum_only
jiufu_4f7144680fca9d_first30,R3-14,f49e9234-86f3-45e0-b344-937da16a71b9,4.192,visible_expiration,True,,FN,both_extrema_nearby
jiufu_4f7144680fca9d_first30,R3-14,6bb2a7ea-f055-4af4-8cc9-b4cfc941acb9,5.292,visible_expiration,True,,FN,both_extrema_nearby
jiufu_4f7144680fca9d_first30,R3-14,d64a1fe0-c325-49ce-8873-700b1d0eb254,6.658,visible_expiration,True,,FN,both_extrema_nearby
jiufu_4f7144680fca9d_first30,R3-14,11fb767a-079d-44dc-b334-b93a06ff244c,8.727,visible_expiration,True,,FN,minimum_only
jiufu_4f7144680fca9d_first30,R3-14,df03a95d-bee6-4c4a-a163-1260e9b1aef9,9.928,visible_expiration,True,,FN,maximum_only
jiufu_4f7144680fca9d_first30,R3-14,dc27ddd4-5e52-4cc8-88a7-7b5cd3b9468f,11.125,visible_expiration,True,,FN,maximum_only
jiufu_4f7144680fca9d_first30,R3-14,7116ba96-29c8-4682-8670-dfa218f09fcf,12.028,visible_expiration,True,,FN,maximum_only
jiufu_4f7144680fca9d_first30,R3-14,539374e1-9377-4ee6-afe8-552acf7f4c06,13.138,visible_expiration,True,,FN,maximum_only
jiufu_4f7144680fca9d_first30,R3-14,e23baef3-e502-4b5a-b3a6-2eeef18b8db4,14.062,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_4f7144680fca9d_first30,R3-14,30dfaa6a-7a62-48d5-adc3-88413a5ea0fc,18.085,visible_expiration,True,,FN,both_extrema_nearby
jiufu_4f7144680fca9d_first30,R3-14,3517d025-8342-4be2-8920-cf9db324ee75,19.097,visible_expiration,True,,FN,minimum_only
jiufu_4f7144680fca9d_first30,R3-14,32132b55-c2bd-4343-aa28-edb6437ee52f,20.368,visible_expiration,True,,FN,both_extrema_nearby
jiufu_4f7144680fca9d_first30,R3-14,08bc2b3c-998a-497b-9ea3-691c35e1a00b,21.965,visible_expiration,True,,FN,both_extrema_nearby
jiufu_4f7144680fca9d_first30,R3-14,8644482f-eb14-433b-bd21-86ee174df91e,22.992,visible_expiration,True,,FN,both_extrema_nearby
jiufu_4f7144680fca9d_first30,R3-14,60c0f67e-955a-4fea-b2ac-5088a02cd570,23.908,visible_expiration,True,,FN,both_extrema_nearby
jiufu_4f7144680fca9d_first30,R3-14,98617128-764a-4372-a1ac-26c94c695bb7,25.962,visible_expiration,True,,FN,both_extrema_nearby
jiufu_4f7144680fca9d_first30,R3-14,102e865b-e1e8-4785-8c98-b8fbb06acc4e,27.037,visible_expiration,True,,FN,maximum_only
jiufu_4f7144680fca9d_first30,R3-14,4b5db650-264b-415a-a5bf-75e4638e43b2,27.94,visible_expiration,True,,FN,maximum_only
jiufu_4f7144680fca9d_first30,R3-14,bcaf2848-41e2-46a6-b5fa-3dffe8a4ca03,29.382,visible_expiration,True,,FN,maximum_only
jiufu_bd77cfa7950eaa_first30,R3-22,9d7f1084-58e6-4645-a8da-f4f41da08add,0.643,thermal_extremum_only,False,,FN,no_extremum_within_tolerance
jiufu_bd77cfa7950eaa_first30,R3-22,cfdc757a-228b-4e75-88e8-8cfbd67c45ff,3.877,thermal_extremum_only,False,p35,TP,maximum_only
jiufu_bd77cfa7950eaa_first30,R3-22,0b273f67-64fe-4e5c-aa3c-ab428d6ef04e,5.587,thermal_extremum_only,False,p51,TP,maximum_only
jiufu_bd77cfa7950eaa_first30,R3-22,017f4e47-664b-4da1-a62f-70b750382f56,10.333,thermal_extremum_only,False,p88,TP,no_extremum_within_tolerance
jiufu_bd77cfa7950eaa_first30,R3-22,7eb34894-5da5-4d08-b1e2-503f9dc5237b,11.733,thermal_extremum_only,False,p101,TP,maximum_only
jiufu_bd77cfa7950eaa_first30,R3-22,83f03499-ddf8-4f41-b655-9bd1e048d66b,13.053,thermal_extremum_only,False,p112,TP,both_extrema_nearby
jiufu_bd77cfa7950eaa_first30,R3-22,633aa362-3c26-4b6c-917e-6def4d3e94fa,14.393,thermal_extremum_only,False,,FN,no_observed_ROI_sample
jiufu_bd77cfa7950eaa_first30,R3-22,49cb0b5a-f877-422a-9029-a7c70c155e45,16.022,thermal_extremum_only,False,p140,TP,maximum_only
jiufu_bd77cfa7950eaa_first30,R3-22,144de5e1-affa-45e9-821a-5bbaaefdbe17,18.813,thermal_extremum_only,False,,FN,both_extrema_nearby
jiufu_bd77cfa7950eaa_first30,R3-22,4e7ee185-6c04-4a21-b1a4-daeab79fdf6f,21.112,thermal_extremum_only,False,,FN,no_extremum_within_tolerance
jiufu_bd77cfa7950eaa_first30,R3-22,1e016dd3-b0ef-4943-ba22-93678dd2b666,22.737,thermal_extremum_only,False,,FN,no_extremum_within_tolerance
jiufu_bd77cfa7950eaa_first30,R3-22,7c547479-86cb-4753-ae62-c83a6a2f1b3a,24.655,thermal_extremum_only,False,,FN,no_extremum_within_tolerance
jiufu_bd77cfa7950eaa_first30,R3-22,a0573fbd-8cee-4d86-a91f-54a41b3ecafe,27.103,thermal_extremum_only,False,p238,TP,no_extremum_within_tolerance
jiufu_bd77cfa7950eaa_first30,R3-22,18f1e68e-b5d6-44b4-8502-c52f75a49c19,29.33,thermal_extremum_only,False,p254,TP,maximum_only
jiufu_cc60214ff2d564_first30,R3-23,4c0309a3-ae29-4ac9-b20f-b0d52d95104d,1.002,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_cc60214ff2d564_first30,R3-23,fde65225-9e2f-4773-9fc4-bab050a842f2,1.668,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_cc60214ff2d564_first30,R3-23,a979272e-56eb-4d1f-a458-d7469a899cab,3.567,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_cc60214ff2d564_first30,R3-23,c354634b-ee2f-4189-a251-028718e9ad23,4.708,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_cc60214ff2d564_first30,R3-23,281baa7f-f069-4c95-b61f-cb4a0405aed0,13.043,visible_expiration,True,,FN,maximum_only
jiufu_cc60214ff2d564_first30,R3-23,5f80bf64-5cf3-4477-b876-082d4b806ec7,14.163,visible_expiration,True,p123,TP,both_extrema_nearby
jiufu_cc60214ff2d564_first30,R3-23,6fa44de7-8a11-4619-af6a-b21aa393b8e5,17.158,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_cc60214ff2d564_first30,R3-23,0a124673-7a02-4287-81bd-f522f697cc96,19.408,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_cc60214ff2d564_first30,R3-23,49f40836-8df5-4a07-b8d1-eaac2071fda8,25.793,visible_expiration,True,p226,TP,maximum_only
jiufu_cc60214ff2d564_first30,R3-23,e662289b-48c4-40ae-9323-42ecccc81aa0,27.272,visible_expiration,True,p236,TP,maximum_only
jiufu_55441b4c6fe974_first30,R3-24,db277509-6834-4246-b201-59a510ab53bb,2.262,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_55441b4c6fe974_first30,R3-24,41215668-beee-44b0-8682-6cff5abec12d,3.99,visible_expiration,True,,FN,no_extremum_within_tolerance
jiufu_55441b4c6fe974_first30,R3-24,8ee90074-5ba6-4682-a83b-59ab9ce28b79,6.042,visible_expiration,True,,FN,no_observed_ROI_sample
jiufu_55441b4c6fe974_first30,R3-24,1ab4fdc3-97cd-47da-a3ca-8e8e8b068a06,8.64,visible_expiration,True,p76,TP,maximum_only
jiufu_55441b4c6fe974_first30,R3-24,d34cb957-1015-4761-9d86-d5fa3b1badb0,10.84,visible_expiration,True,p93,TP,maximum_only
jiufu_55441b4c6fe974_first30,R3-24,14ad08fd-da93-4451-b392-b27b39635227,12.707,visible_expiration,True,p111,TP,minimum_only
jiufu_55441b4c6fe974_first30,R3-24,90b79314-e17b-4552-acd7-6a70b748240d,19.045,visible_expiration,True,p164,TP,both_extrema_nearby
jiufu_55441b4c6fe974_first30,R3-24,fd8a346c-935e-452c-8c68-3ad1b3b6bf87,22.667,visible_expiration,True,p196,TP,maximum_only
jiufu_55441b4c6fe974_first30,R3-24,bf324033-ddfb-4f78-b951-e55720ba2efd,27.703,visible_expiration,True,p242,TP,maximum_only
jiufu_55441b4c6fe974_first30,R3-24,f1430a9a-dbe2-4c25-bd33-6188c2592a69,29.973,visible_expiration,True,,FN,no_extremum_within_tolerance
