video_id,arm,type,predicted_event_id,reference_event_id,time_error_seconds
16170075,C0P0,FP,p11,,
16170075,C0P0,FP,p12,,
16170075,C0P0,FP,p22,,
16170075,C0P0,FP,p23,,
16170075,C0P0,FP,p24,,
16170075,C0P0,FP,p25,,
16170075,C0P0,FP,p26,,
16170075,C0P0,FN,,bf462f7f-74d1-4970-8c7f-82a9c66470fd,
16170075,C0P0,FN,,cd14c970-3e65-40a0-b2d5-4cda62ea256f,
16170075,C0P0,FN,,418c3fbd-6fef-4f46-889d-d205d0e9b28c,
16170075,C0P0,FN,,c6237448-6a83-490f-be2b-e76310deac14,
16170075,C0P0,FN,,c424ac6f-5b91-4522-8bbf-5215b2b48a83,
16170075,C0P0,FN,,573414b2-06b5-4397-a3a7-eb51149d5925,
16170075,C0P0,FN,,4f4f9260-23ee-48de-88d7-a2c495a729c4,
16170075,C0P0,FN,,7c179f7d-40a7-4fb9-b4f0-a4ac625eb2b2,
16170075,C0P0,FN,,5632e2d9-fdcf-43db-a097-19203c280a40,
16170075,C1P0,TP,p1,cc51ee08-8f99-43a1-8aca-72ce36210040,0.023941394058490495
16170075,C1P0,TP,p2,e50dc50f-39e9-4bd4-89bc-bd54478a2789,0.08944422610102887
16170075,C1P0,TP,p3,f67b00bf-5d55-4618-8d9f-d5244026d3af,0.07075991214888422
16170075,C1P0,TP,p4,e6eb3003-aa0c-450e-a916-8186ad8ea289,0.19482418217547082
16170075,C1P0,TP,p5,b93b37de-1085-4259-bc41-b08ed751d467,0.011705120795284074
16170075,C1P0,TP,p6,7aee85c7-b382-45e5-bf85-7912ac082b93,0.2687334412206681
16170075,C1P0,TP,p10,c5be70eb-a02a-464b-b1f1-aaa221d69c63,0.14055195931106113
16170075,C1P0,TP,p11,beb2b4ff-d629-46ee-8352-d59d573383f2,0.1756162293376491
16170075,C1P0,TP,p12,e7be4bb1-f804-42a4-af5f-5ea1d87f116f,0.15568049936423733
16170075,C1P0,TP,p13,5ab8071c-363d-4d35-9ef7-b1f7dfa94b13,0.1837447693908203
16170075,C1P0,TP,p14,e548e6fc-36cc-4e2a-8f93-51a2ff25218c,0.02819096058259518
16170075,C1P0,TP,p15,f5e0fc11-f89d-4514-9efe-40778ca510b1,0.24346688244133574
16170075,C1P0,TP,p16,40440b2c-30a1-4ca5-8dfb-23048fd1b7bf,0.25553115246792046
16170075,C1P0,TP,p17,44a6d9f3-e402-41ad-9e5b-fdfa37385056,0.2711889954918476
16170075,C1P0,TP,p18,c1ec459d-e2ee-4e44-8ce5-f13f874d2925,0.24684683851577915
16170075,C1P0,TP,p24,75b62d45-b470-464d-ac68-d09939778cdc,0.289238238353942
16170075,C1P0,TP,p25,0d77ca10-380a-4918-b1bc-7da78ff370ff,0.2859868223326778
16170075,C1P0,FP,p7,,
16170075,C1P0,FP,p8,,
16170075,C1P0,FP,p9,,
16170075,C1P0,FP,p19,,
16170075,C1P0,FP,p20,,
16170075,C1P0,FP,p21,,
16170075,C1P0,FP,p22,,
16170075,C1P0,FP,p23,,
16170075,C1P0,FN,,54db66d2-0340-4b27-aac7-a887854e382c,
16170075,C1P0,FN,,02c9eda5-6d45-4358-8206-8547ffc7a80e,
16170075,C1P0,FN,,bf462f7f-74d1-4970-8c7f-82a9c66470fd,
16170075,C1P0,FN,,cd14c970-3e65-40a0-b2d5-4cda62ea256f,
16170075,C1P0,FN,,418c3fbd-6fef-4f46-889d-d205d0e9b28c,
16170075,C1P0,FN,,c6237448-6a83-490f-be2b-e76310deac14,
16170075,C1P0,FN,,c424ac6f-5b91-4522-8bbf-5215b2b48a83,
16170075,C1P0,FN,,573414b2-06b5-4397-a3a7-eb51149d5925,
16170075,C1P0,FN,,4f4f9260-23ee-48de-88d7-a2c495a729c4,
16170075,C1P0,FN,,7c179f7d-40a7-4fb9-b4f0-a4ac625eb2b2,
16170075,C1P0,FN,,5632e2d9-fdcf-43db-a097-19203c280a40,
16170075,C0P1,TP,p2,54db66d2-0340-4b27-aac7-a887854e382c,0.14787712403190367
16170075,C0P1,TP,p3,cc51ee08-8f99-43a1-8aca-72ce36210040,0.13953496705583168
16170075,C0P1,TP,p4,02c9eda5-6d45-4358-8206-8547ffc7a80e,0.036192810079759496
16170075,C0P1,TP,p5,e50dc50f-39e9-4bd4-89bc-bd54478a2789,0.026149346896312764
16170075,C0P1,TP,p6,f67b00bf-5d55-4618-8d9f-d5244026d3af,0.07075991214888422
16170075,C0P1,TP,p7,e6eb3003-aa0c-450e-a916-8186ad8ea289,0.03636296381921156
16170075,C0P1,TP,p8,b93b37de-1085-4259-bc41-b08ed751d467,0.10388845220205667
16170075,C0P1,TP,p9,7aee85c7-b382-45e5-bf85-7912ac082b93,0.1531398682233256
16170075,C0P1,TP,p13,c5be70eb-a02a-464b-b1f1-aaa221d69c63,0.14055195931106113
16170075,C0P1,TP,p14,beb2b4ff-d629-46ee-8352-d59d573383f2,0.1756162293376491
16170075,C0P1,TP,p15,e7be4bb1-f804-42a4-af5f-5ea1d87f116f,0.15568049936423733
16170075,C0P1,TP,p16,5ab8071c-363d-4d35-9ef7-b1f7dfa94b13,0.1837447693908203
16170075,C0P1,TP,p17,e548e6fc-36cc-4e2a-8f93-51a2ff25218c,0.08740261241475267
16170075,C0P1,TP,p18,f5e0fc11-f89d-4514-9efe-40778ca510b1,0.24346688244133574
16170075,C0P1,TP,p19,40440b2c-30a1-4ca5-8dfb-23048fd1b7bf,0.25553115246792046
16170075,C0P1,TP,p20,44a6d9f3-e402-41ad-9e5b-fdfa37385056,0.2711889954918476
16170075,C0P1,TP,p21,c1ec459d-e2ee-4e44-8ce5-f13f874d2925,0.24684683851577915
16170075,C0P1,TP,p27,75b62d45-b470-464d-ac68-d09939778cdc,0.289238238353942
16170075,C0P1,TP,p28,0d77ca10-380a-4918-b1bc-7da78ff370ff,0.2859868223326778
16170075,C0P1,FP,p1,,
16170075,C0P1,FP,p10,,
16170075,C0P1,FP,p11,,
16170075,C0P1,FP,p12,,
16170075,C0P1,FP,p22,,
16170075,C0P1,FP,p23,,
16170075,C0P1,FP,p24,,
16170075,C0P1,FP,p25,,
16170075,C0P1,FP,p26,,
16170075,C0P1,FN,,bf462f7f-74d1-4970-8c7f-82a9c66470fd,
16170075,C0P1,FN,,cd14c970-3e65-40a0-b2d5-4cda62ea256f,
16170075,C0P1,FN,,418c3fbd-6fef-4f46-889d-d205d0e9b28c,
16170075,C0P1,FN,,c6237448-6a83-490f-be2b-e76310deac14,
16170075,C0P1,FN,,c424ac6f-5b91-4522-8bbf-5215b2b48a83,
16170075,C0P1,FN,,573414b2-06b5-4397-a3a7-eb51149d5925,
16170075,C0P1,FN,,4f4f9260-23ee-48de-88d7-a2c495a729c4,
16170075,C0P1,FN,,7c179f7d-40a7-4fb9-b4f0-a4ac625eb2b2,
16170075,C0P1,FN,,5632e2d9-fdcf-43db-a097-19203c280a40,
16170075,C1P1,TP,p2,cc51ee08-8f99-43a1-8aca-72ce36210040,0.023941394058490495
16170075,C1P1,TP,p3,e50dc50f-39e9-4bd4-89bc-bd54478a2789,0.08944422610102887
16170075,C1P1,TP,p4,f67b00bf-5d55-4618-8d9f-d5244026d3af,0.07075991214888422
16170075,C1P1,TP,p5,e6eb3003-aa0c-450e-a916-8186ad8ea289,0.19482418217547082
16170075,C1P1,TP,p6,b93b37de-1085-4259-bc41-b08ed751d467,0.011705120795284074
16170075,C1P1,TP,p7,7aee85c7-b382-45e5-bf85-7912ac082b93,0.2687334412206681
16170075,C1P1,TP,p11,c5be70eb-a02a-464b-b1f1-aaa221d69c63,0.14055195931106113
16170075,C1P1,TP,p12,beb2b4ff-d629-46ee-8352-d59d573383f2,0.1756162293376491
16170075,C1P1,TP,p13,e7be4bb1-f804-42a4-af5f-5ea1d87f116f,0.15568049936423733
16170075,C1P1,TP,p14,5ab8071c-363d-4d35-9ef7-b1f7dfa94b13,0.1837447693908203
16170075,C1P1,TP,p15,e548e6fc-36cc-4e2a-8f93-51a2ff25218c,0.02819096058259518
16170075,C1P1,TP,p16,f5e0fc11-f89d-4514-9efe-40778ca510b1,0.24346688244133574
16170075,C1P1,TP,p17,40440b2c-30a1-4ca5-8dfb-23048fd1b7bf,0.25553115246792046
16170075,C1P1,TP,p18,44a6d9f3-e402-41ad-9e5b-fdfa37385056,0.2711889954918476
16170075,C1P1,TP,p19,c1ec459d-e2ee-4e44-8ce5-f13f874d2925,0.24684683851577915
16170075,C1P1,TP,p25,75b62d45-b470-464d-ac68-d09939778cdc,0.289238238353942
16170075,C1P1,TP,p26,0d77ca10-380a-4918-b1bc-7da78ff370ff,0.2859868223326778
16170075,C1P1,FP,p1,,
16170075,C1P1,FP,p8,,
16170075,C1P1,FP,p9,,
16170075,C1P1,FP,p10,,
16170075,C1P1,FP,p20,,
16170075,C1P1,FP,p21,,
16170075,C1P1,FP,p22,,
16170075,C1P1,FP,p23,,
16170075,C1P1,FP,p24,,
16170075,C1P1,FN,,54db66d2-0340-4b27-aac7-a887854e382c,
16170075,C1P1,FN,,02c9eda5-6d45-4358-8206-8547ffc7a80e,
16170075,C1P1,FN,,bf462f7f-74d1-4970-8c7f-82a9c66470fd,
16170075,C1P1,FN,,cd14c970-3e65-40a0-b2d5-4cda62ea256f,
16170075,C1P1,FN,,418c3fbd-6fef-4f46-889d-d205d0e9b28c,
16170075,C1P1,FN,,c6237448-6a83-490f-be2b-e76310deac14,
16170075,C1P1,FN,,c424ac6f-5b91-4522-8bbf-5215b2b48a83,
16170075,C1P1,FN,,573414b2-06b5-4397-a3a7-eb51149d5925,
16170075,C1P1,FN,,4f4f9260-23ee-48de-88d7-a2c495a729c4,
16170075,C1P1,FN,,7c179f7d-40a7-4fb9-b4f0-a4ac625eb2b2,
16170075,C1P1,FN,,5632e2d9-fdcf-43db-a097-19203c280a40,
170333,C0P0,TP,p2,a1a1d6b3-61ce-4586-8a44-66d01608e205,0.19016246822278715
170333,C0P0,TP,p4,1ac2bc69-9601-4b9e-9745-3ac55f1a2b23,0.14387843771666287
170333,C0P0,TP,p5,4a6195f1-7b05-4a18-a24b-05b1559fb568,0.13519158770510753
170333,C0P0,TP,p6,f3754aac-8a89-4cbe-b06b-d60dec4c0d15,0.10750589322856463
170333,C0P0,TP,p7,7c43dc21-01e6-49d4-a931-46f51eae4eac,0.1333103767044168
170333,C0P0,TP,p10,aafde47e-ed96-4b8f-8bb5-d18f0f01dc7e,0.20074116015715404
170333,C0P0,TP,p12,d5d88bbb-c18b-419c-8f92-567b48a2afbe,0.017560203374163308
170333,C0P0,TP,p13,f7308ef3-055a-4cc4-b5a8-83797978c5b9,0.0024162237115774587
170333,C0P0,TP,p14,a13b0e77-cb8f-4e8e-b2c7-f86c16b45664,0.1993882597642731
170333,C0P0,TP,p15,052c58a3-ed97-4c5f-a269-6ee2bafef4d4,0.29619274324012324
170333,C0P0,TP,p16,de9152e5-d431-4c28-8d46-ed28029182db,0.19444372544488076
170333,C0P0,TP,p18,4d15e4f5-b5c2-4e5f-999f-dd1ed14b9296,0.12584030506124932
170333,C0P0,FP,p1,,
170333,C0P0,FP,p3,,
170333,C0P0,FP,p8,,
170333,C0P0,FP,p9,,
170333,C0P0,FP,p11,,
170333,C0P0,FP,p17,,
170333,C0P0,FP,p19,,
170333,C0P0,FN,,3ebcdafd-7376-480c-98d5-0c70594d53a4,
170333,C0P0,FN,,b329fb21-86ef-44c8-9d2c-1f7ddfbf0308,
170333,C0P0,FN,,5f7874d8-bc96-4314-8cde-f34386bc4b83,
170333,C0P0,FN,,b520de75-7411-4972-b6f3-647ba648023d,
170333,C1P0,TP,p2,a1a1d6b3-61ce-4586-8a44-66d01608e205,0.19016246822278715
170333,C1P0,TP,p4,1ac2bc69-9601-4b9e-9745-3ac55f1a2b23,0.14387843771666287
170333,C1P0,TP,p5,4a6195f1-7b05-4a18-a24b-05b1559fb568,0.13519158770510753
170333,C1P0,TP,p6,f3754aac-8a89-4cbe-b06b-d60dec4c0d15,0.10750589322856463
170333,C1P0,TP,p10,aafde47e-ed96-4b8f-8bb5-d18f0f01dc7e,0.20074116015715404
170333,C1P0,TP,p11,d5d88bbb-c18b-419c-8f92-567b48a2afbe,0.017560203374163308
170333,C1P0,TP,p12,f7308ef3-055a-4cc4-b5a8-83797978c5b9,0.0024162237115774587
170333,C1P0,TP,p13,a13b0e77-cb8f-4e8e-b2c7-f86c16b45664,0.1993882597642731
170333,C1P0,TP,p14,052c58a3-ed97-4c5f-a269-6ee2bafef4d4,0.29619274324012324
170333,C1P0,TP,p15,de9152e5-d431-4c28-8d46-ed28029182db,0.19444372544488076
170333,C1P0,TP,p17,4d15e4f5-b5c2-4e5f-999f-dd1ed14b9296,0.12584030506124932
170333,C1P0,FP,p1,,
170333,C1P0,FP,p3,,
170333,C1P0,FP,p7,,
170333,C1P0,FP,p8,,
170333,C1P0,FP,p9,,
170333,C1P0,FP,p16,,
170333,C1P0,FP,p18,,
170333,C1P0,FN,,3ebcdafd-7376-480c-98d5-0c70594d53a4,
170333,C1P0,FN,,b329fb21-86ef-44c8-9d2c-1f7ddfbf0308,
170333,C1P0,FN,,7c43dc21-01e6-49d4-a931-46f51eae4eac,
170333,C1P0,FN,,5f7874d8-bc96-4314-8cde-f34386bc4b83,
170333,C1P0,FN,,b520de75-7411-4972-b6f3-647ba648023d,
170333,C0P1,TP,p2,a1a1d6b3-61ce-4586-8a44-66d01608e205,0.19016246822278715
170333,C0P1,TP,p4,1ac2bc69-9601-4b9e-9745-3ac55f1a2b23,0.14387843771666287
170333,C0P1,TP,p5,4a6195f1-7b05-4a18-a24b-05b1559fb568,0.13519158770510753
170333,C0P1,TP,p6,f3754aac-8a89-4cbe-b06b-d60dec4c0d15,0.10750589322856463
170333,C0P1,TP,p7,7c43dc21-01e6-49d4-a931-46f51eae4eac,0.1333103767044168
170333,C0P1,TP,p10,aafde47e-ed96-4b8f-8bb5-d18f0f01dc7e,0.20074116015715404
170333,C0P1,TP,p12,d5d88bbb-c18b-419c-8f92-567b48a2afbe,0.017560203374163308
170333,C0P1,TP,p13,f7308ef3-055a-4cc4-b5a8-83797978c5b9,0.0024162237115774587
170333,C0P1,TP,p14,a13b0e77-cb8f-4e8e-b2c7-f86c16b45664,0.1993882597642731
170333,C0P1,TP,p15,052c58a3-ed97-4c5f-a269-6ee2bafef4d4,0.29619274324012324
170333,C0P1,TP,p16,de9152e5-d431-4c28-8d46-ed28029182db,0.19444372544488076
170333,C0P1,TP,p18,4d15e4f5-b5c2-4e5f-999f-dd1ed14b9296,0.12584030506124932
170333,C0P1,FP,p1,,
170333,C0P1,FP,p3,,
170333,C0P1,FP,p8,,
170333,C0P1,FP,p9,,
170333,C0P1,FP,p11,,
170333,C0P1,FP,p17,,
170333,C0P1,FP,p19,,
170333,C0P1,FN,,3ebcdafd-7376-480c-98d5-0c70594d53a4,
170333,C0P1,FN,,b329fb21-86ef-44c8-9d2c-1f7ddfbf0308,
170333,C0P1,FN,,5f7874d8-bc96-4314-8cde-f34386bc4b83,
170333,C0P1,FN,,b520de75-7411-4972-b6f3-647ba648023d,
170333,C1P1,TP,p2,a1a1d6b3-61ce-4586-8a44-66d01608e205,0.19016246822278715
170333,C1P1,TP,p4,1ac2bc69-9601-4b9e-9745-3ac55f1a2b23,0.14387843771666287
170333,C1P1,TP,p5,4a6195f1-7b05-4a18-a24b-05b1559fb568,0.13519158770510753
170333,C1P1,TP,p6,f3754aac-8a89-4cbe-b06b-d60dec4c0d15,0.10750589322856463
170333,C1P1,TP,p10,aafde47e-ed96-4b8f-8bb5-d18f0f01dc7e,0.20074116015715404
170333,C1P1,TP,p11,d5d88bbb-c18b-419c-8f92-567b48a2afbe,0.017560203374163308
170333,C1P1,TP,p12,f7308ef3-055a-4cc4-b5a8-83797978c5b9,0.0024162237115774587
170333,C1P1,TP,p13,a13b0e77-cb8f-4e8e-b2c7-f86c16b45664,0.1993882597642731
170333,C1P1,TP,p14,052c58a3-ed97-4c5f-a269-6ee2bafef4d4,0.29619274324012324
170333,C1P1,TP,p15,de9152e5-d431-4c28-8d46-ed28029182db,0.19444372544488076
170333,C1P1,TP,p17,4d15e4f5-b5c2-4e5f-999f-dd1ed14b9296,0.12584030506124932
170333,C1P1,FP,p1,,
170333,C1P1,FP,p3,,
170333,C1P1,FP,p7,,
170333,C1P1,FP,p8,,
170333,C1P1,FP,p9,,
170333,C1P1,FP,p16,,
170333,C1P1,FP,p18,,
170333,C1P1,FN,,3ebcdafd-7376-480c-98d5-0c70594d53a4,
170333,C1P1,FN,,b329fb21-86ef-44c8-9d2c-1f7ddfbf0308,
170333,C1P1,FN,,7c43dc21-01e6-49d4-a931-46f51eae4eac,
170333,C1P1,FN,,5f7874d8-bc96-4314-8cde-f34386bc4b83,
170333,C1P1,FN,,b520de75-7411-4972-b6f3-647ba648023d,
zs197000,C0P0,TP,p1,94d93153-8874-4bcd-b9e8-3cdb2d2becb5,0.17081898352285907
zs197000,C0P0,TP,p2,cc9c7b53-bb1c-4599-9493-69c4720384cf,0.029493153864005306
zs197000,C0P0,TP,p3,57e388a2-7186-4c4d-bffa-7bb0c27f2f83,0.015868879090276344
zs197000,C0P0,TP,p5,cd213d6c-14ba-4bf4-8f3d-e22eb1ab60ca,0.012262241819446906
zs197000,C0P0,TP,p6,bca36ae7-0a33-4513-b884-43085b4cc3e8,0.10593641216059346
zs197000,C0P0,TP,p7,73de78ab-298f-413a-8431-0d4cf6c82c91,0.06953817591088374
zs197000,C0P0,TP,p8,5f7304b2-8972-4e4b-a736-f79db5db225c,0.03413993966117701
zs197000,C0P0,TP,p9,1b337549-7ba2-4218-912a-64b558346bf7,0.1538141100023207
zs197000,C0P0,TP,p10,b1a2695d-2a90-402c-846f-3245f82ee16b,0.10645207704803816
zs197000,C0P0,TP,p11,115dd249-ac4f-4c76-9263-d4e969ba0750,0.01109004409375558
zs197000,C0P0,TP,p12,1e08ae5d-7a5f-4c12-9547-7afeb5c7ee6d,0.1736918078440457
zs197000,C0P0,TP,p13,6628a174-0c16-417f-8a5e-59fc7c698536,0.13736597818519414
zs197000,C0P0,TP,p14,23a7354a-7938-40b6-8e6a-966d94d9cd5a,0.07804014852633934
zs197000,C0P0,TP,p15,7bd7a6af-0a76-420f-ad64-1ac7bbee731e,0.009321884427944127
zs197000,C0P0,TP,p16,8af6a11b-cc0d-4f84-a97d-e46086db57a7,0.08472012067765178
zs197000,C0P0,TP,p17,6b3d4fb4-8368-4e81-9fe1-6caadeae66a1,0.006917846368072134
zs197000,C0P0,TP,p18,0014796d-3e95-4b1b-b74d-1d9a84ba632b,0.03608517057321592
zs197000,C0P0,TP,p19,55639910-3c6b-4b35-9d85-7de2b223a14c,0.1547231376189373
zs197000,C0P0,TP,p21,21828c2e-7643-40b2-83a8-d8d5657bfb41,0.09503527500580233
zs197000,C0P0,TP,p22,8d9ab88d-ee17-4e6b-9410-145f7d0adbd1,0.0716732420515207
zs197000,C0P0,TP,p23,e404e380-3b21-4212-8042-bb49046437a2,0.05727500580180234
zs197000,C0P0,TP,p24,43e42b9d-a0e3-4f5f-9bd7-24c132d8d595,0.09819563703876
zs197000,C0P0,FP,p4,,
zs197000,C0P0,FP,p20,,
zs197000,C0P0,FN,,01fbfe3a-e035-41f4-90c1-90fb59a19902,
zs197000,C0P0,FN,,2f8bc23f-c335-4816-9fa1-59047dede556,
zs197000,C0P0,FN,,1bd84526-3150-4f12-b3de-b39513ff27da,
zs197000,C0P0,FN,,67219c6a-3afd-4e77-97c0-863e4ddc6747,
zs197000,C1P0,TP,p1,94d93153-8874-4bcd-b9e8-3cdb2d2becb5,0.05478278022743088
zs197000,C1P0,TP,p2,cc9c7b53-bb1c-4599-9493-69c4720384cf,0.029493153864005306
zs197000,C1P0,TP,p4,bca36ae7-0a33-4513-b884-43085b4cc3e8,0.10593641216059346
zs197000,C1P0,TP,p5,73de78ab-298f-413a-8431-0d4cf6c82c91,0.1855743792063116
zs197000,C1P0,TP,p6,5f7304b2-8972-4e4b-a736-f79db5db225c,0.03413993966117701
zs197000,C1P0,TP,p7,1b337549-7ba2-4218-912a-64b558346bf7,0.1538141100023207
zs197000,C1P0,TP,p8,115dd249-ac4f-4c76-9263-d4e969ba0750,0.01109004409375558
zs197000,C1P0,TP,p9,6628a174-0c16-417f-8a5e-59fc7c698536,0.021329774889764508
zs197000,C1P0,TP,p10,23a7354a-7938-40b6-8e6a-966d94d9cd5a,0.03799605476909029
zs197000,C1P0,TP,p12,8af6a11b-cc0d-4f84-a97d-e46086db57a7,0.08472012067765178
zs197000,C1P0,TP,p13,6b3d4fb4-8368-4e81-9fe1-6caadeae66a1,0.006917846368072134
zs197000,C1P0,TP,p14,0014796d-3e95-4b1b-b74d-1d9a84ba632b,0.03608517057321592
zs197000,C1P0,TP,p15,55639910-3c6b-4b35-9d85-7de2b223a14c,0.1547231376189373
zs197000,C1P0,TP,p17,21828c2e-7643-40b2-83a8-d8d5657bfb41,0.09503527500580233
zs197000,C1P0,TP,p18,8d9ab88d-ee17-4e6b-9410-145f7d0adbd1,0.0716732420515207
zs197000,C1P0,TP,p19,e404e380-3b21-4212-8042-bb49046437a2,0.05727500580180234
zs197000,C1P0,TP,p20,43e42b9d-a0e3-4f5f-9bd7-24c132d8d595,0.09819563703876
zs197000,C1P0,FP,p3,,
zs197000,C1P0,FP,p11,,
zs197000,C1P0,FP,p16,,
zs197000,C1P0,FN,,57e388a2-7186-4c4d-bffa-7bb0c27f2f83,
zs197000,C1P0,FN,,01fbfe3a-e035-41f4-90c1-90fb59a19902,
zs197000,C1P0,FN,,2f8bc23f-c335-4816-9fa1-59047dede556,
zs197000,C1P0,FN,,cd213d6c-14ba-4bf4-8f3d-e22eb1ab60ca,
zs197000,C1P0,FN,,b1a2695d-2a90-402c-846f-3245f82ee16b,
zs197000,C1P0,FN,,1e08ae5d-7a5f-4c12-9547-7afeb5c7ee6d,
zs197000,C1P0,FN,,7bd7a6af-0a76-420f-ad64-1ac7bbee731e,
zs197000,C1P0,FN,,1bd84526-3150-4f12-b3de-b39513ff27da,
zs197000,C1P0,FN,,67219c6a-3afd-4e77-97c0-863e4ddc6747,
zs197000,C0P1,TP,p1,94d93153-8874-4bcd-b9e8-3cdb2d2becb5,0.17081898352285907
zs197000,C0P1,TP,p2,cc9c7b53-bb1c-4599-9493-69c4720384cf,0.029493153864005306
zs197000,C0P1,TP,p3,57e388a2-7186-4c4d-bffa-7bb0c27f2f83,0.015868879090276344
zs197000,C0P1,TP,p5,cd213d6c-14ba-4bf4-8f3d-e22eb1ab60ca,0.012262241819446906
zs197000,C0P1,TP,p6,bca36ae7-0a33-4513-b884-43085b4cc3e8,0.10593641216059346
zs197000,C0P1,TP,p7,73de78ab-298f-413a-8431-0d4cf6c82c91,0.06953817591088374
zs197000,C0P1,TP,p8,5f7304b2-8972-4e4b-a736-f79db5db225c,0.03413993966117701
zs197000,C0P1,TP,p9,1b337549-7ba2-4218-912a-64b558346bf7,0.1538141100023207
zs197000,C0P1,TP,p10,b1a2695d-2a90-402c-846f-3245f82ee16b,0.10645207704803816
zs197000,C0P1,TP,p11,115dd249-ac4f-4c76-9263-d4e969ba0750,0.01109004409375558
zs197000,C0P1,TP,p12,1e08ae5d-7a5f-4c12-9547-7afeb5c7ee6d,0.1736918078440457
zs197000,C0P1,TP,p13,6628a174-0c16-417f-8a5e-59fc7c698536,0.13736597818519414
zs197000,C0P1,TP,p14,23a7354a-7938-40b6-8e6a-966d94d9cd5a,0.07804014852633934
zs197000,C0P1,TP,p15,7bd7a6af-0a76-420f-ad64-1ac7bbee731e,0.009321884427944127
zs197000,C0P1,TP,p16,8af6a11b-cc0d-4f84-a97d-e46086db57a7,0.08472012067765178
zs197000,C0P1,TP,p17,6b3d4fb4-8368-4e81-9fe1-6caadeae66a1,0.006917846368072134
zs197000,C0P1,TP,p18,0014796d-3e95-4b1b-b74d-1d9a84ba632b,0.03608517057321592
zs197000,C0P1,TP,p19,55639910-3c6b-4b35-9d85-7de2b223a14c,0.1547231376189373
zs197000,C0P1,TP,p21,21828c2e-7643-40b2-83a8-d8d5657bfb41,0.09503527500580233
zs197000,C0P1,TP,p22,8d9ab88d-ee17-4e6b-9410-145f7d0adbd1,0.0716732420515207
zs197000,C0P1,TP,p23,e404e380-3b21-4212-8042-bb49046437a2,0.05727500580180234
zs197000,C0P1,TP,p24,43e42b9d-a0e3-4f5f-9bd7-24c132d8d595,0.09819563703876
zs197000,C0P1,FP,p4,,
zs197000,C0P1,FP,p20,,
zs197000,C0P1,FN,,01fbfe3a-e035-41f4-90c1-90fb59a19902,
zs197000,C0P1,FN,,2f8bc23f-c335-4816-9fa1-59047dede556,
zs197000,C0P1,FN,,1bd84526-3150-4f12-b3de-b39513ff27da,
zs197000,C0P1,FN,,67219c6a-3afd-4e77-97c0-863e4ddc6747,
zs197000,C1P1,TP,p1,94d93153-8874-4bcd-b9e8-3cdb2d2becb5,0.05478278022743088
zs197000,C1P1,TP,p2,cc9c7b53-bb1c-4599-9493-69c4720384cf,0.029493153864005306
zs197000,C1P1,TP,p4,bca36ae7-0a33-4513-b884-43085b4cc3e8,0.10593641216059346
zs197000,C1P1,TP,p5,73de78ab-298f-413a-8431-0d4cf6c82c91,0.1855743792063116
zs197000,C1P1,TP,p6,5f7304b2-8972-4e4b-a736-f79db5db225c,0.03413993966117701
zs197000,C1P1,TP,p7,1b337549-7ba2-4218-912a-64b558346bf7,0.1538141100023207
zs197000,C1P1,TP,p8,115dd249-ac4f-4c76-9263-d4e969ba0750,0.01109004409375558
zs197000,C1P1,TP,p9,6628a174-0c16-417f-8a5e-59fc7c698536,0.021329774889764508
