cohort,window_id,selected_mode,direct_support_fraction,safe_context_fraction,longest_gap_frames,nostril_spacing_median_px,frame_count,rr_error
lindian49,zs200751_anchored_30s,left,0.8455598455598455,0.833976833976834,40,147.5397839823351,259,0.0
lindian49,zs200783_anchored_30s,right,1.0,1.0,0,145.82006714976342,258,2.000300531233151
lindian49,zs211062_anchored_30s,left,0.8725868725868726,0.861003861003861,17,114.72370380053687,259,7.988497087583131
jiufu271,jiufu_aed96a8cd6dde3_first30,left,0.685823754789272,0.6245210727969349,31,100.1855605690195,261,-4.0
jiufu271,jiufu_d57a389e370ce5_first30,min,0.8314176245210728,0.8390804597701149,15,90.81409680596292,261,0.0
jiufu271,jiufu_b79d91910dc17a_first30,left,0.46360153256704983,0.39080459770114945,61,110.64577225091429,261,-8.0
jiufu271,jiufu_8db6ed7f9c3ad8_first30,min,0.6091954022988506,0.5555555555555556,55,142.80848490140366,261,8.0
jiufu271,jiufu_75a484b3f5253b_first30,right,0.367816091954023,0.31800766283524906,112,87.57815672368113,261,6.0
jiufu271,jiufu_35f0adf19ed368_first30,min,0.6973180076628352,0.6168582375478927,16,121.85922331598563,261,2.0
jiufu271,jiufu_21e342957e0fd7_first30,min,0.8275862068965517,0.7854406130268199,21,109.9751787003933,261,-4.0
jiufu271,jiufu_c92bd308748a09_first30,min,0.6398467432950191,0.5593869731800766,39,106.72530113998721,261,-4.0
jiufu271,jiufu_551d99f2e9c264_first30,min,0.0,0.0,261,136.42304944235502,261,-6.0
jiufu271,jiufu_c95ae69597cc50_first30,left,0.5670498084291188,0.5172413793103449,88,113.28478550770541,261,-6.0
jiufu271,jiufu_94796ccea127be_first30,right,0.6130268199233716,0.5363984674329502,33,120.08727415185169,261,2.0
jiufu271,jiufu_3ac83315834f77_first30,left,0.47509578544061304,0.421455938697318,98,146.0501360809127,261,0.0
jiufu271,jiufu_c68c62cb67dede_first30,right,0.632183908045977,0.5632183908045977,23,133.32295383642074,261,6.0
jiufu271,jiufu_3721f7cf5a844c_first30,left,0.23371647509578544,0.20689655172413793,183,162.90006031230257,261,0.0
jiufu271,jiufu_65b745e540b8c7_first30,left,0.6206896551724138,0.5210727969348659,24,124.31260387247136,261,2.0
jiufu271,jiufu_2e919f7b4ce7d4_first30,min,0.0,0.0,261,136.94839125337575,261,-36.0
jiufu271,jiufu_f7266533e3399d_first30,left,0.7816091954022989,0.6666666666666666,20,111.80690003866626,261,0.0
jiufu271,jiufu_bd77cfa7950eaa_first30,min,0.24904214559386972,0.12260536398467432,49,134.50911460956286,261,0.0
jiufu271,jiufu_90ed4ac916a295_first30,left,0.05747126436781609,0.0,98,146.7653503237771,261,-36.0
jiufu271,jiufu_cd5eea76388f30_first30,min,0.019157088122605363,0.0,153,120.87275292532253,261,-6.0
jiufu271,jiufu_6cbcb0311b3ebf_first30,left,0.5977011494252874,0.5593869731800766,32,117.6431966219514,261,6.0
jiufu271,jiufu_6a641dd078f572_first30,right,0.8314176245210728,0.8045977011494253,10,121.05265899928453,261,-6.0
jiufu271,jiufu_edd9eebe6de991_first30,min,0.6053639846743295,0.47509578544061304,23,157.02804461425168,261,2.0
jiufu271,jiufu_58c38973aff558_first30,left,0.30268199233716475,0.22988505747126436,42,151.06027026937997,261,8.0
jiufu271,jiufu_665326590feedb_first30,min,0.07279693486590039,0.01532567049808429,99,121.69081287431001,261,-16.0
jiufu271,jiufu_124bf365605cd6_first30,left,0.421455938697318,0.3448275862068966,45,97.33917564115981,261,-14.0
jiufu271,jiufu_cc565ea0bfa396_first30,right,0.39846743295019155,0.26436781609195403,29,133.5854794712314,261,4.0
jiufu271,jiufu_0a14da4ad52431_first30,min,0.37547892720306514,0.25287356321839083,46,90.62422516739247,261,-2.0
jiufu271,jiufu_abada3dda3e8b7_first30,min,0.5938697318007663,0.49808429118773945,32,116.23078780782299,261,-4.0
jiufu271,jiufu_0ef3b83bc00130_first30,min,0.5747126436781609,0.4444444444444444,18,101.3823751899794,261,-2.0
jiufu271,jiufu_a6ed80c55f7be6_first30,left,0.2222222222222222,0.1839080459770115,177,140.70348293030494,261,6.0
jiufu271,jiufu_6fa0bbd661c8bb_first30,min,0.31800766283524906,0.21455938697318008,58,111.38368977646216,261,-8.0
jiufu271,jiufu_9eb853207f9233_first30,left,0.8735632183908046,0.8352490421455939,24,115.48530437735337,261,2.0
jiufu271,jiufu_494e84a71f0d53_first30,min,0.06896551724137931,0.04980842911877394,123,122.60668060759254,261,2.0
jiufu271,jiufu_8953d49083882b_first30,min,0.7126436781609196,0.6091954022988506,17,127.32651715717599,261,2.0
jiufu271,jiufu_577eb87b4ec0fa_first30,min,0.1685823754789272,0.12260536398467432,85,96.95910516054903,261,4.0
jiufu271,jiufu_ac7d209f2a6aec_first30,left,0.26436781609195403,0.19157088122605365,90,158.64829068031344,261,2.0
jiufu271,jiufu_45e262858c1edf_first30,left,0.39080459770114945,0.31800766283524906,46,153.4101590925434,261,-14.0
jiufu271,jiufu_59f7f9462f2c30_first30,left,0.6590038314176245,0.6015325670498084,42,168.99192910711199,261,-4.0
jiufu271,jiufu_6454a9e613172b_first30,min,0.6704980842911877,0.578544061302682,31,107.30635956557929,261,4.0
jiufu271,jiufu_80fa8dbe195b66_first30,right,0.6245210727969349,0.6283524904214559,61,146.45741421584884,261,-8.0
jiufu271,jiufu_012d9efb7d8d4c_first30,right,0.4061302681992337,0.3103448275862069,54,124.16476384655611,261,-18.0
jiufu271,jiufu_5623dc263f1364_first30,left,0.5823754789272031,0.5670498084291188,54,170.82540861841517,261,4.0
jiufu271,jiufu_8254fd394c755d_first30,min,0.1839080459770115,0.12260536398467432,90,156.90781444787476,261,-4.0
jiufu271,jiufu_33ff2c90bde0a7_first30,left,0.3946360153256705,0.25287356321839083,30,190.01039193276068,261,6.0
jiufu271,jiufu_c37db5cf8c7d4e_first30,min,0.1724137931034483,0.09578544061302682,106,170.85853590505224,261,-2.0
jiufu271,jiufu_8ac17622997976_first30,min,0.3716475095785441,0.27586206896551724,67,159.07610835507253,261,0.0
jiufu271,jiufu_ee2427b1f91c14_first30,min,0.7011494252873564,0.6053639846743295,25,151.66091806501657,261,0.0
jiufu271,jiufu_d40d50640e24a1_first30,left,0.9310344827586207,0.9118773946360154,9,106.61215910140989,261,0.0
jiufu271,jiufu_e20abde4e3a043_first30,right,0.7509578544061303,0.7088122605363985,36,143.63651788464136,261,-6.0
jiufu271,jiufu_fffa829b4cfc5f_first30,right,0.5287356321839081,0.5095785440613027,75,121.28271934496352,261,-4.0
jiufu271,jiufu_39742bec07007b_first30,min,0.21455938697318008,0.16091954022988506,87,129.35284331226745,261,-20.0
jiufu271,jiufu_a7f96cc7661e4a_first30,left,0.5287356321839081,0.47126436781609193,80,151.24791440892258,261,-4.0
jiufu271,jiufu_f5a7ada186a785_first30,left,0.8697318007662835,0.9157088122605364,5,126.73702162801752,261,10.0
jiufu271,jiufu_8f2aab0fc1ae4b_first30,min,0.9846743295019157,0.9616858237547893,4,127.88764174826319,261,8.0
jiufu271,jiufu_05aaedc28c6708_first30,left,0.4827586206896552,0.34099616858237547,42,174.30706047244047,261,4.0
jiufu271,jiufu_0d1522aef374ec_first30,right,0.7241379310344828,0.6245210727969349,24,177.01775116290872,261,0.0
jiufu271,jiufu_2cdb051142d5ab_first30,min,0.6206896551724138,0.5632183908045977,49,144.4999007231297,261,0.0
jiufu271,jiufu_d4707a9c23271d_first30,min,0.7126436781609196,0.6551724137931034,28,153.77854809324992,261,0.0
jiufu271,jiufu_2f0c90ece853b4_first30,min,0.6896551724137931,0.5938697318007663,38,179.2058331341814,261,0.0
jiufu271,jiufu_57c74728570ec9_first30,min,0.7624521072796935,0.7126436781609196,34,131.63292590430228,261,-4.0
jiufu271,jiufu_2fc7ddf8f284e4_first30,min,0.7394636015325671,0.685823754789272,15,121.64232661509325,261,-2.0
jiufu271,jiufu_a04e9f770a2bb9_first30,left,0.7701149425287356,0.7432950191570882,28,121.54263391514527,261,-6.0
jiufu271,jiufu_333df78fe49441_first30,min,0.632183908045977,0.5747126436781609,63,145.4812487238911,261,2.0
jiufu271,jiufu_4263d1ee2b7d38_first30,min,0.842911877394636,0.8467432950191571,16,142.96762840048805,261,-4.0
jiufu271,jiufu_7cb985938d0a6a_first30,left,0.896551724137931,0.8659003831417624,17,107.05420039676486,261,0.0
jiufu271,jiufu_7c448f9ef64639_first30,min,0.421455938697318,0.36015325670498083,83,138.04188348974603,261,2.0
jiufu271,jiufu_bc495978774317_first30,min,0.12643678160919541,0.07662835249042145,171,120.3600189982904,261,6.0
jiufu271,jiufu_e3cef2504bbb4a_first30,min,0.3103448275862069,0.22988505747126436,63,191.25352386495092,261,-2.0
jiufu271,jiufu_d7a117e86dae24_first30,min,0.5593869731800766,0.4827586206896552,35,162.49137759847366,261,0.0
jiufu271,jiufu_f339ead1fdb0ac_first30,left,0.7394636015325671,0.6475095785440613,27,125.0048119015923,261,4.0
jiufu271,jiufu_92e9f652faa64a_first30,left,0.8812260536398467,0.8888888888888888,13,110.7589439762398,261,-14.0
jiufu271,jiufu_fe09caa146ddbd_first30,left,0.6245210727969349,0.5555555555555556,58,156.4292127580933,261,-2.0
jiufu271,jiufu_f6c192eaf6c290_first30,min,0.3563218390804598,0.3371647509578544,49,160.65969101408498,261,-10.0
jiufu271,jiufu_42e874dae20aee_first30,left,0.47126436781609193,0.3831417624521073,43,116.01996119697831,261,-4.0
jiufu271,jiufu_b45e99f5e3803e_first30,min,0.896551724137931,0.8467432950191571,12,139.45934477896998,261,2.0
jiufu271,jiufu_fbbccb98b40ed8_first30,min,0.16091954022988506,0.09195402298850575,64,142.64301166269095,261,0.0
jiufu271,jiufu_b7367092cbf12f_first30,min,0.2413793103448276,0.16475095785440613,61,123.33379538838729,261,-12.0
jiufu271,jiufu_fbaed9c05fdf1a_first30,left,0.9348659003831418,0.9310344827586207,6,100.67839436541655,261,14.0
jiufu271,jiufu_09732493a874e4_first30,left,0.789272030651341,0.7969348659003831,11,115.02662083816321,261,22.0
jiufu271,jiufu_c2f523dbca4113_first30,left,0.9195402298850575,0.9003831417624522,20,162.49781801979165,261,0.0
jiufu271,jiufu_19a4aa849045e9_first30,right,0.8773946360153256,0.8773946360153256,5,120.80119757112958,261,2.0
jiufu271,jiufu_bfba3aa9a87b7c_first30,left,0.896551724137931,0.9386973180076629,4,109.45598602648961,261,8.0
jiufu271,jiufu_542013dcb78dc0_first30,min,0.7509578544061303,0.6934865900383141,35,151.1832792304658,261,6.0
jiufu271,jiufu_596ccaaf7a001c_first30,right,0.6743295019157088,0.6053639846743295,45,145.60138744144004,261,-2.0
jiufu271,jiufu_9b4d8a24856a9f_first30,right,0.46360153256704983,0.367816091954023,43,270.76408518065233,261,8.0
jiufu271,jiufu_a1fad2b6534006_first30,max,0.4444444444444444,0.36398467432950193,45,106.24334727463268,261,-12.0
jiufu271,jiufu_4923eea2509695_first30,min,0.2567049808429119,0.1724137931034483,36,112.35577353561983,261,4.0
jiufu271,jiufu_ff4c4ac565e3b0_first30,min,0.1724137931034483,0.05747126436781609,78,207.7357641868231,261,0.0
jiufu271,jiufu_24afbde80aa2d4_first30,left,0.3333333333333333,0.2988505747126437,99,148.32875738239747,261,0.0
jiufu271,jiufu_135fcf30e11031_first30,min,0.7854406130268199,0.6934865900383141,23,214.83290154157194,261,6.0
jiufu271,jiufu_21792037472910_first30,min,0.05363984674329502,0.0038314176245210726,197,136.3343230444714,261,2.0
jiufu271,jiufu_fdc3b301cd9ef1_first30,min,0.21455938697318008,0.1685823754789272,180,161.96074625433036,261,0.0
jiufu271,jiufu_b1efccc0572872_first30,left,0.524904214559387,0.44061302681992337,41,139.01289804623437,261,4.0
jiufu271,jiufu_cbf053d260a726_first30,max,0.31417624521072796,0.19540229885057472,31,96.09291659614526,261,-10.0
jiufu271,jiufu_b7a3631a4e36ce_first30,right,0.45977011494252873,0.34099616858237547,26,100.84838122692379,261,-2.0
jiufu271,jiufu_4cadeee3a7496f_first30,right,0.7509578544061303,0.6896551724137931,26,206.08206464278916,261,10.0
jiufu271,jiufu_0bede2d3d6e2ef_first30,right,0.7471264367816092,0.6973180076628352,22,169.83581470496645,261,-10.0
jiufu271,jiufu_771e73351d8f0d_first30,min,0.5210727969348659,0.5210727969348659,68,126.86821517627061,261,-10.0
jiufu271,jiufu_ed4591eaed0b3f_first30,left,0.7701149425287356,0.7279693486590039,11,84.9078507238342,261,-10.0
jiufu271,jiufu_39c814598b6c9a_first30,right,0.8505747126436781,0.7854406130268199,17,101.53004323317718,261,-6.0
jiufu271,jiufu_72f9214b6e39c9_first30,min,0.13026819923371646,0.09961685823754789,113,192.6726877051206,261,8.0
jiufu271,jiufu_44a8b44ef7ff55_first30,right,0.7509578544061303,0.7739463601532567,17,139.86207883253317,261,10.0
jiufu271,jiufu_46aefc048b6969_first30,left,0.9923371647509579,1.0,2,132.37271825659207,261,0.0
jiufu271,jiufu_f19803e664a7cb_first30,left,1.0,1.0,0,121.23015836727839,261,0.0
jiufu271,jiufu_ca838441c991bb_first30,min,0.8735632183908046,0.8390804597701149,22,145.71453893459008,261,0.0
jiufu271,jiufu_366cb8600d5450_first30,right,0.22988505747126436,0.1417624521072797,98,152.93220493311534,261,0.0
jiufu271,jiufu_a72be27aa4d574_first30,min,0.5517241379310345,0.4827586206896552,56,136.65584299846418,261,12.0
jiufu271,jiufu_cc8f24e9070eb6_first30,right,0.27586206896551724,0.21839080459770116,74,159.7433554940658,261,0.0
jiufu271,jiufu_658fffa214f378_first30,left,0.8620689655172413,0.8237547892720306,30,162.69287746304036,261,4.0
jiufu271,jiufu_a005ae733f6503_first30,left,0.32567049808429116,0.2835249042145594,88,142.65171335926192,261,4.0
jiufu271,jiufu_1f9c8c3925bc30_first30,min,0.6666666666666666,0.6091954022988506,33,153.51212119658805,261,0.0
jiufu271,jiufu_2b9099fd06d9e1_first30,min,0.2720306513409962,0.13409961685823754,42,160.6118936355855,261,10.0
jiufu271,jiufu_370ef65c280bd7_first30,min,0.22988505747126436,0.0842911877394636,31,142.72706938409613,261,4.0
jiufu271,jiufu_931fb29cee6b4b_first30,min,0.11494252873563218,0.03065134099616858,82,113.9256192439831,261,-10.0
jiufu271,jiufu_b01f0755dc6a1f_first30,min,0.3716475095785441,0.30268199233716475,67,168.89726872047254,261,-2.0
jiufu271,jiufu_f242385ce55e15_first30,left,0.47126436781609193,0.4099616858237548,85,146.59922844625655,261,0.0
jiufu271,jiufu_f920435ef76ec4_first30,right,0.23371647509578544,0.14559386973180077,93,204.62678601287195,261,0.0
jiufu271,jiufu_7f52d294468aa5_first30,left,0.6551724137931034,0.5363984674329502,14,136.30398951438957,261,2.0
jiufu271,jiufu_11acdc6d1c6ccc_first30,left,0.7777777777777778,0.7509578544061303,42,144.54925084688827,261,-4.0
jiufu271,jiufu_cc60214ff2d564_first30,min,0.08045977011494253,0.022988505747126436,143,156.0675827926599,261,-4.0
jiufu271,jiufu_f23fd2fe9eb848_first30,right,0.38697318007662834,0.3793103448275862,47,178.15902323893835,261,-2.0
jiufu271,jiufu_126bdac0bd036b_first30,left,0.9770114942528736,0.9693486590038314,4,124.55779580356466,261,0.0
jiufu271,jiufu_c6e5a206ad0c30_first30,left,0.89272030651341,0.8505747126436781,14,117.01347069983184,261,-2.0
jiufu271,jiufu_0f7af9c769fda5_first30,min,0.21839080459770116,0.09578544061302682,43,91.82230477724958,261,-12.0
jiufu271,jiufu_42402108cd09a9_first30,min,0.26436781609195403,0.2260536398467433,128,132.3869181904875,261,4.0
jiufu271,jiufu_a97a8ff157139f_first30,right,0.5363984674329502,0.41762452107279696,45,182.50458395188667,261,0.0
jiufu271,jiufu_a45d837f891e44_first30,min,0.16091954022988506,0.13409961685823754,180,158.14886347163605,261,-2.0
jiufu271,jiufu_3a993354ebd1c7_first30,left,0.4444444444444444,0.28735632183908044,26,183.20940303969172,261,-12.0
jiufu271,jiufu_13f838ff73e069_first30,right,0.07662835249042145,0.05363984674329502,228,153.06379609371942,261,4.0
jiufu271,jiufu_7388b7efc8afb3_first30,left,0.38697318007662834,0.2950191570881226,39,173.43362143969605,261,-2.0
jiufu271,jiufu_2fdd36fbe9a8ce_first30,min,0.5977011494252874,0.47509578544061304,32,135.21625193274915,261,0.0
jiufu271,jiufu_ef58cd171d4783_first30,min,0.5938697318007663,0.4789272030651341,21,112.64475245878518,261,-2.0
jiufu271,jiufu_dfa58f3a711e47_first30,right,0.26053639846743293,0.2222222222222222,62,214.32999678396243,261,6.0
jiufu271,jiufu_a1ceaa6025ff79_first30,right,0.36015325670498083,0.2413793103448276,77,116.34355821998419,261,-14.0
jiufu271,jiufu_9a1c40cbb80bb1_first30,right,0.5478927203065134,0.49808429118773945,50,94.7601962238678,261,-2.0
jiufu271,jiufu_161f93bfffbe11_first30,min,0.4367816091954023,0.4061302681992337,125,148.3762229365735,261,-2.0
jiufu271,jiufu_014c9b6a274fed_first30,min,0.19923371647509577,0.11877394636015326,98,170.45968947986836,261,-8.0
jiufu271,jiufu_028724ccc9868d_first30,min,0.28735632183908044,0.1724137931034483,130,127.41638744502742,261,-2.0
jiufu271,jiufu_0c053f837a8b23_first30,min,0.5670498084291188,0.5095785440613027,66,142.84270453244233,261,6.0
jiufu271,jiufu_8f6eabd7f2cb6e_first30,left,0.5555555555555556,0.4789272030651341,41,162.8869416536719,261,0.0
jiufu271,jiufu_21b4c4c26061d0_first30,min,0.5363984674329502,0.5172413793103449,53,127.24851397180076,261,2.0
jiufu271,jiufu_37333d1afc0ec2_first30,left,0.36015325670498083,0.2222222222222222,42,95.87272826275546,261,6.0
jiufu271,jiufu_b273cec8024eb2_first30,min,0.8199233716475096,0.7662835249042146,27,136.84706478119634,261,0.0
jiufu271,jiufu_d1a9a7ab944633_first30,min,0.08045977011494253,0.022988505747126436,79,100.32581886247443,261,-10.0
jiufu271,jiufu_908496549f5b42_first30,right,0.1417624521072797,0.0842911877394636,193,121.49240263125522,261,-2.0
jiufu271,jiufu_04fd6f8dc56a73_first30,right,0.3333333333333333,0.2567049808429119,91,123.39517212895612,261,-2.0
jiufu271,jiufu_440a29cebcae1c_first30,left,0.5747126436781609,0.578544061302682,70,141.35293158866128,261,-4.0
jiufu271,jiufu_e2821e37ff899d_first30,left,0.9846743295019157,1.0,3,106.35548966021891,261,10.0
jiufu271,jiufu_b80d393ca25ef8_first30,right,0.12260536398467432,0.07279693486590039,88,125.42954928747811,261,2.0
jiufu271,jiufu_adb9b6776eb349_first30,min,0.7547892720306514,0.6896551724137931,24,153.5219363924957,261,-4.0
jiufu271,jiufu_d837d576df8e43_first30,left,0.2413793103448276,0.16475095785440613,141,165.74751304052643,261,2.0
jiufu271,jiufu_281bc808f4d3ff_first30,right,0.38697318007662834,0.3371647509578544,122,127.53266411979126,261,-10.0
jiufu271,jiufu_4206de92a27bce_first30,min,0.6245210727969349,0.6015325670498084,74,159.0047748736935,261,2.0
jiufu271,jiufu_43743cb152c168_first30,min,0.3448275862068966,0.28735632183908044,73,137.93811802351664,261,-4.0
jiufu271,jiufu_d7498380edb383_first30,min,0.06896551724137931,0.02681992337164751,102,122.95705521830217,261,0.0
jiufu271,jiufu_512d98136d6412_first30,left,0.8352490421455939,0.8007662835249042,10,120.50077819687709,261,0.0
jiufu271,jiufu_1b1d8d9b6faec7_first30,right,0.4329501915708812,0.37547892720306514,101,102.44509085113634,261,-8.0
jiufu271,jiufu_1a11fc33fcb6cf_first30,min,0.5019157088122606,0.4367816091954023,60,127.55200404518729,261,0.0
jiufu271,jiufu_993a2261c33ae0_first30,left,0.45977011494252873,0.3793103448275862,39,106.43350799640622,261,-2.0
jiufu271,jiufu_15023a4d62f18e_first30,min,0.8314176245210728,0.789272030651341,14,159.115394071165,261,0.0
jiufu271,jiufu_bcea2687a6b788_first30,min,0.038314176245210725,0.007662835249042145,125,125.40790965363317,261,-12.0
jiufu271,jiufu_fe965ff4644d07_first30,min,0.46360153256704983,0.367816091954023,30,150.54021753069716,261,0.0
jiufu271,jiufu_f6bca344b2c8ce_first30,left,0.896551724137931,0.8735632183908046,17,122.43730050325875,261,10.0
jiufu271,jiufu_ce6ff507b22ee9_first30,min,0.367816091954023,0.2720306513409962,46,161.14687383175803,261,16.0
jiufu271,jiufu_075ed4d93c9959_first30,min,0.2796934865900383,0.25287356321839083,115,148.77952071345499,261,-4.0
jiufu271,jiufu_234cbf6b627421_first30,right,0.04597701149425287,0.0,78,111.46456871062283,261,-32.0
jiufu271,jiufu_0f85cab7ac58ae_first30,right,0.5210727969348659,0.4329501915708812,34,116.76406919257896,261,-4.0
jiufu271,jiufu_55441b4c6fe974_first30,min,0.3524904214559387,0.2988505747126437,83,154.1626313595271,261,2.0
jiufu271,jiufu_d074036ef96d31_first30,min,0.3831417624521073,0.3218390804597701,55,174.2416421215722,261,4.0
jiufu271,jiufu_cdaa16888fda03_first30,left,0.31417624521072796,0.18773946360153257,41,136.12556961337802,261,0.0
jiufu271,jiufu_b7ed63dc0d8295_first30,left,0.8275862068965517,0.7662835249042146,13,136.35431523909668,261,8.0
jiufu271,jiufu_9ddfe0afe06424_first30,right,0.7011494252873564,0.6398467432950191,33,130.1072392728362,261,-4.0
