cohort,window_id,event_id,event_time_seconds,frame_index,kept,reason
lindian49,170334_anchored_30s,p148,17.18532280538783,148,True,supported_context
lindian49,170334_anchored_30s,p160,18.578727357176035,160,True,supported_context
lindian49,170334_anchored_30s,p167,19.391546679052485,167,True,supported_context
lindian49,170334_anchored_30s,p181,21.01718532280539,181,True,supported_context
lindian49,170334_anchored_30s,p201,23.339526242452397,201,True,supported_context
lindian49,170334_anchored_30s,p213,24.732930794240595,213,True,supported_context
lindian49,170334_anchored_30s,p221,25.6618671620994,221,True,supported_context
lindian49,170334_anchored_30s,p227,26.3585694379935,227,True,supported_context
lindian49,170334_anchored_30s,p240,27.86809103576405,240,True,supported_context
lindian49,170334_anchored_30s,p253,29.377612633534604,253,True,supported_context
lindian49,177395_anchored_30s,p8,0.926569376882094,8,True,supported_context
lindian49,177395_anchored_30s,p16,1.853138753764188,16,True,supported_context
lindian49,177395_anchored_30s,p23,2.663886958536021,23,True,supported_context
lindian49,177395_anchored_30s,p30,3.4746351633078527,30,True,supported_context
lindian49,177395_anchored_30s,p37,4.2853833680796845,37,True,supported_context
lindian49,177395_anchored_30s,p44,5.096131572851517,44,True,supported_context
lindian49,177395_anchored_30s,p51,5.90687977762335,51,True,supported_context
lindian49,177395_anchored_30s,p58,6.717627982395181,58,True,supported_context
lindian49,177395_anchored_30s,p72,8.339124391938846,72,True,supported_context
lindian49,177395_anchored_30s,p79,9.14987259671068,79,True,supported_context
lindian49,177395_anchored_30s,p87,10.076441973592772,87,True,supported_context
lindian49,177395_anchored_30s,p94,10.887190178364603,94,True,supported_context
lindian49,177395_anchored_30s,p102,11.8137595552467,102,True,supported_context
lindian49,177395_anchored_30s,p109,12.624507760018531,109,True,supported_context
lindian49,177395_anchored_30s,p116,13.435255964790365,116,True,supported_context
lindian49,177395_anchored_30s,p123,14.246004169562196,123,True,supported_context
lindian49,177395_anchored_30s,p130,15.056752374334028,130,True,supported_context
lindian49,177395_anchored_30s,p137,15.86750057910586,137,True,supported_context
lindian49,177395_anchored_30s,p144,16.67824878387769,144,True,supported_context
lindian49,177395_anchored_30s,p151,17.488996988649525,151,True,supported_context
lindian49,177395_anchored_30s,p159,18.415566365531618,159,True,supported_context
lindian49,177395_anchored_30s,p166,19.22631457030345,166,True,supported_context
lindian49,177395_anchored_30s,p173,20.037062775075285,173,True,supported_context
lindian49,177395_anchored_30s,p180,20.847810979847115,180,True,supported_context
lindian49,177395_anchored_30s,p187,21.658559184618948,187,True,supported_context
lindian49,177395_anchored_30s,p194,22.46930738939078,194,True,supported_context
lindian49,177395_anchored_30s,p201,23.28005559416261,201,True,supported_context
lindian49,177395_anchored_30s,p208,24.090803798934445,208,True,supported_context
lindian49,177395_anchored_30s,p214,24.785730831596016,214,True,supported_context
lindian49,177395_anchored_30s,p221,25.59647903636785,221,True,supported_context
lindian49,177395_anchored_30s,p228,26.40722724113968,228,True,supported_context
lindian49,177395_anchored_30s,p234,27.10215427380125,234,True,supported_context
lindian49,177395_anchored_30s,p240,27.79708130646282,240,True,supported_context
lindian49,177395_anchored_30s,p247,28.60782951123465,247,True,supported_context
lindian49,177395_anchored_30s,p255,29.534398888116748,255,True,supported_context
lindian49,190546_anchored_30s,p9,1.0389010735311093,9,True,supported_context
lindian49,190546_anchored_30s,p28,3.2321366732078958,28,True,supported_context
lindian49,190546_anchored_30s,p36,4.155604294124437,36,True,supported_context
lindian49,190546_anchored_30s,p53,6.117972988572088,53,True,supported_context
lindian49,190546_anchored_30s,p61,7.041440609488629,61,True,supported_context
lindian49,190546_anchored_30s,p70,8.08034168301974,70,True,supported_context
lindian49,190546_anchored_30s,p80,9.234676209165416,80,True,supported_context
lindian49,190546_anchored_30s,p88,10.158143830081958,88,True,supported_context
lindian49,190546_anchored_30s,p99,11.427911808842202,99,True,supported_context
lindian49,190546_anchored_30s,p111,12.813113240217014,111,True,supported_context
lindian49,190546_anchored_30s,p119,13.736580861133556,119,True,supported_context
lindian49,190546_anchored_30s,p127,14.660048482050096,127,True,supported_context
lindian49,190546_anchored_30s,p139,16.04524991342491,139,True,supported_context
lindian49,190546_anchored_30s,p150,17.315017892185153,150,True,supported_context
lindian49,190546_anchored_30s,p159,18.353918965716264,159,True,supported_context
lindian49,190546_anchored_30s,p170,19.623686944476507,170,True,supported_context
lindian49,190546_anchored_30s,p179,20.662588018007614,179,True,supported_context
lindian49,190546_anchored_30s,p189,21.816922544153293,189,True,supported_context
lindian49,190546_anchored_30s,p199,22.97125707029897,199,True,supported_context
lindian49,190546_anchored_30s,p208,24.010158143830083,208,True,supported_context
lindian49,190546_anchored_30s,p227,26.20339374350687,227,True,supported_context
lindian49,190546_anchored_30s,p237,27.357728269652544,237,True,supported_context
lindian49,190546_anchored_30s,p248,28.62749624841279,248,True,supported_context
lindian49,190588_anchored_30s,p36,4.164256795835743,36,False,near_long_or_boundary_provenance_gap
lindian49,190588_anchored_30s,p43,4.973973395026026,43,True,supported_context
lindian49,190588_anchored_30s,p50,5.78368999421631,50,True,supported_context
lindian49,190588_anchored_30s,p62,7.171775592828224,62,True,supported_context
lindian49,190588_anchored_30s,p71,8.21283979178716,71,True,supported_context
lindian49,190588_anchored_30s,p80,9.253903990746096,80,True,supported_context
lindian49,190588_anchored_30s,p88,10.179294389820704,88,True,supported_context
lindian49,190588_anchored_30s,p96,11.104684788895314,96,True,supported_context
lindian49,190588_anchored_30s,p105,12.14574898785425,105,True,supported_context
lindian49,190588_anchored_30s,p113,13.07113938692886,113,True,supported_context
lindian49,190588_anchored_30s,p122,14.112203585887796,122,True,supported_context
lindian49,190588_anchored_30s,p130,15.037593984962404,130,True,supported_context
lindian49,190588_anchored_30s,p138,15.962984384037014,138,True,supported_context
lindian49,190588_anchored_30s,p145,16.7727009832273,145,True,supported_context
lindian49,190588_anchored_30s,p155,17.92943898207056,155,True,supported_context
lindian49,190588_anchored_30s,p162,18.73915558126084,162,True,supported_context
lindian49,190588_anchored_30s,p170,19.66454598033545,170,True,supported_context
lindian49,190588_anchored_30s,p179,20.70561017929439,179,True,supported_context
lindian49,190588_anchored_30s,p191,22.0936957779063,191,True,supported_context
lindian49,190588_anchored_30s,p203,23.481781376518217,203,False,near_long_or_boundary_provenance_gap
lindian49,190588_anchored_30s,p210,24.2914979757085,210,True,supported_context
lindian49,190588_anchored_30s,p217,25.101214574898783,217,True,supported_context
lindian49,190588_anchored_30s,p228,26.37362637362637,228,True,supported_context
lindian49,190588_anchored_30s,p236,27.29901677270098,236,True,supported_context
lindian49,190588_anchored_30s,p243,28.108733371891265,243,True,supported_context
lindian49,196434_anchored_30s,p14,1.630371491789915,14,True,supported_context
lindian49,196434_anchored_30s,p23,2.6784674507977173,23,True,supported_context
lindian49,196434_anchored_30s,p37,4.308838942587633,37,True,supported_context
lindian49,196434_anchored_30s,p50,5.822755327821125,50,True,supported_context
lindian49,196434_anchored_30s,p66,7.686037032723885,66,True,supported_context
lindian49,196434_anchored_30s,p80,9.3164085245138,80,True,supported_context
lindian49,196434_anchored_30s,p96,11.17969022941656,96,True,supported_context
lindian49,196434_anchored_30s,p112,13.04297193431932,112,True,supported_context
lindian49,196434_anchored_30s,p130,15.139163852334924,130,True,supported_context
lindian49,196434_anchored_30s,p148,17.23535577035053,148,True,supported_context
lindian49,196434_anchored_30s,p155,18.050541516245488,155,True,supported_context
lindian49,196434_anchored_30s,p174,20.263188540817517,174,True,supported_context
lindian49,196434_anchored_30s,p187,21.77710492605101,187,True,supported_context
lindian49,196434_anchored_30s,p198,23.05811109817165,198,True,supported_context
lindian49,196434_anchored_30s,p237,27.59986025387213,237,True,supported_context
lindian49,200713_anchored_30s,p60,6.944444444444444,60,False,near_long_or_boundary_provenance_gap
lindian49,200713_anchored_30s,p71,8.217592592592592,71,True,supported_context
lindian49,200713_anchored_30s,p83,9.60648148148148,83,True,supported_context
lindian49,200713_anchored_30s,p93,10.763888888888888,93,True,supported_context
lindian49,200713_anchored_30s,p105,12.152777777777777,105,True,supported_context
lindian49,200713_anchored_30s,p115,13.310185185185183,115,True,supported_context
lindian49,200713_anchored_30s,p126,14.583333333333332,126,True,supported_context
lindian49,200713_anchored_30s,p140,16.203703703703702,140,True,supported_context
lindian49,200713_anchored_30s,p149,17.24537037037037,149,True,supported_context
lindian49,200713_anchored_30s,p161,18.63425925925926,161,True,supported_context
lindian49,200713_anchored_30s,p172,19.907407407407405,172,True,supported_context
lindian49,200713_anchored_30s,p182,21.064814814814813,182,True,supported_context
lindian49,200713_anchored_30s,p189,21.875,189,True,supported_context
lindian49,200713_anchored_30s,p198,22.916666666666664,198,True,supported_context
lindian49,200713_anchored_30s,p207,23.95833333333333,207,True,supported_context
lindian49,200713_anchored_30s,p216,25.0,216,True,supported_context
lindian49,200713_anchored_30s,p226,26.157407407407405,226,False,near_long_or_boundary_provenance_gap
lindian49,200713_anchored_30s,p238,27.54629629629629,238,True,supported_context
lindian49,200713_anchored_30s,p247,28.58796296296296,247,True,supported_context
lindian49,200713_anchored_30s,p256,29.629629629629623,256,True,supported_context
lindian49,200718_anchored_30s,p12,1.3872832369942196,12,True,supported_context
lindian49,200718_anchored_30s,p25,2.890173410404624,25,True,supported_context
lindian49,200718_anchored_30s,p39,4.508670520231214,39,True,supported_context
lindian49,200718_anchored_30s,p52,6.011560693641618,52,False,near_long_or_boundary_provenance_gap
lindian49,200718_anchored_30s,p62,7.167630057803468,62,False,near_long_or_boundary_provenance_gap
lindian49,200718_anchored_30s,p67,7.745664739884392,67,False,near_long_or_boundary_provenance_gap
lindian49,200718_anchored_30s,p79,9.132947976878611,79,False,near_long_or_boundary_provenance_gap
lindian49,200718_anchored_30s,p91,10.520231213872831,91,True,supported_context
lindian49,200718_anchored_30s,p105,12.13872832369942,105,True,supported_context
lindian49,200718_anchored_30s,p118,13.641618497109826,118,True,supported_context
lindian49,200718_anchored_30s,p138,15.953757225433526,138,True,supported_context
lindian49,200718_anchored_30s,p162,18.728323699421964,162,True,supported_context
lindian49,200718_anchored_30s,p177,20.46242774566474,177,True,supported_context
lindian49,200718_anchored_30s,p192,22.196531791907518,192,True,supported_context
lindian49,200718_anchored_30s,p206,23.815028901734102,206,True,supported_context
lindian49,200718_anchored_30s,p219,25.31791907514451,219,True,supported_context
lindian49,200718_anchored_30s,p232,26.820809248554912,232,False,near_long_or_boundary_provenance_gap
lindian49,200718_anchored_30s,p246,28.4393063583815,246,False,near_long_or_boundary_provenance_gap
lindian49,210989_anchored_30s,p14,1.6173752310536045,14,True,supported_context
lindian49,210989_anchored_30s,p29,3.350277264325324,29,True,supported_context
lindian49,210989_anchored_30s,p43,4.967652495378928,43,True,supported_context
lindian49,210989_anchored_30s,p58,6.700554528650647,58,True,supported_context
lindian49,210989_anchored_30s,p72,8.317929759704251,72,True,supported_context
lindian49,210989_anchored_30s,p87,10.05083179297597,87,True,supported_context
lindian49,210989_anchored_30s,p98,11.32162661737523,98,True,supported_context
lindian49,210989_anchored_30s,p113,13.05452865064695,113,True,supported_context
lindian49,210989_anchored_30s,p127,14.671903881700556,127,True,supported_context
lindian49,210989_anchored_30s,p139,16.05822550831793,139,True,supported_context
lindian49,210989_anchored_30s,p154,17.79112754158965,154,True,supported_context
lindian49,210989_anchored_30s,p167,19.29297597042514,167,True,supported_context
lindian49,210989_anchored_30s,p182,21.025878003696857,182,True,supported_context
lindian49,210989_anchored_30s,p195,22.527726432532347,195,True,supported_context
lindian49,210989_anchored_30s,p207,23.91404805914972,207,True,supported_context
lindian49,210989_anchored_30s,p221,25.53142329020333,221,True,supported_context
lindian49,210989_anchored_30s,p232,26.80221811460259,232,True,supported_context
lindian49,210989_anchored_30s,p247,28.535120147874306,247,True,supported_context
lindian49,210989_anchored_30s,p255,29.459334565619223,255,True,supported_context
lindian49,211056_anchored_30s,p10,1.148105625717566,10,True,supported_context
lindian49,211056_anchored_30s,p19,2.181400688863376,19,True,supported_context
lindian49,211056_anchored_30s,p26,2.985074626865672,26,True,supported_context
lindian49,211056_anchored_30s,p32,3.6739380022962114,32,True,supported_context
lindian49,211056_anchored_30s,p41,4.707233065442021,41,True,supported_context
lindian49,211056_anchored_30s,p50,5.740528128587831,50,True,supported_context
lindian49,211056_anchored_30s,p62,7.1182548794489096,62,True,supported_context
lindian49,211056_anchored_30s,p72,8.266360505166476,72,True,supported_context
lindian49,211056_anchored_30s,p83,9.5292766934558,83,True,supported_context
lindian49,211056_anchored_30s,p92,10.562571756601608,92,True,supported_context
lindian49,211056_anchored_30s,p102,11.710677382319174,102,True,supported_context
lindian49,211056_anchored_30s,p109,12.51435132032147,109,True,supported_context
lindian49,211056_anchored_30s,p129,14.810562571756602,129,True,supported_context
lindian49,211056_anchored_30s,p141,16.18828932261768,141,True,supported_context
lindian49,211056_anchored_30s,p152,17.451205510907005,152,True,supported_context
lindian49,211056_anchored_30s,p162,18.59931113662457,162,True,supported_context
lindian49,211056_anchored_30s,p173,19.86222732491389,173,True,supported_context
lindian49,211056_anchored_30s,p184,21.125143513203216,184,True,supported_context
lindian49,211056_anchored_30s,p192,22.04362801377727,192,True,supported_context
lindian49,211056_anchored_30s,p200,22.962112514351325,200,True,supported_context
lindian49,211056_anchored_30s,p210,24.110218140068888,210,True,supported_context
lindian49,211056_anchored_30s,p220,25.258323765786454,220,True,supported_context
lindian49,211056_anchored_30s,p228,26.176808266360503,228,True,supported_context
lindian49,211056_anchored_30s,p237,27.210103329506317,237,True,supported_context
lindian49,211056_anchored_30s,p245,28.128587830080367,245,True,supported_context
lindian49,211056_anchored_30s,p252,28.932261768082665,252,True,supported_context
lindian49,211070_anchored_30s,p12,1.371898936778324,12,True,supported_context
lindian49,211070_anchored_30s,p21,2.4008231393620667,21,True,supported_context
lindian49,211070_anchored_30s,p30,3.4297473419458098,30,True,supported_context
lindian49,211070_anchored_30s,p45,5.144621012918715,45,True,supported_context
lindian49,211070_anchored_30s,p53,6.059220304104264,53,True,supported_context
lindian49,211070_anchored_30s,p59,6.745169772493426,59,True,supported_context
lindian49,211070_anchored_30s,p66,7.545444152280782,66,True,supported_context
lindian49,211070_anchored_30s,p74,8.460043443466331,74,True,supported_context
lindian49,211070_anchored_30s,p81,9.260317823253686,81,True,supported_context
lindian49,211070_anchored_30s,p88,10.060592203041042,88,True,supported_context
lindian49,211070_anchored_30s,p102,11.661140962615754,102,True,supported_context
lindian49,211070_anchored_30s,p110,12.575740253801303,110,True,supported_context
lindian49,211070_anchored_30s,p131,14.976563393163367,131,True,supported_context
lindian49,211070_anchored_30s,p138,15.776837772950726,138,True,supported_context
lindian49,211070_anchored_30s,p151,17.263061621127243,151,True,supported_context
lindian49,211070_anchored_30s,p157,17.949011089516404,157,True,supported_context
lindian49,211070_anchored_30s,p171,19.54955984909112,171,True,supported_context
lindian49,211070_anchored_30s,p182,20.807133874471248,182,True,supported_context
lindian49,211070_anchored_30s,p189,21.6074082542586,189,True,supported_context
lindian49,211070_anchored_30s,p199,22.75065736824054,199,True,supported_context
lindian49,211070_anchored_30s,p206,23.550931748027896,206,True,supported_context
lindian49,211070_anchored_30s,p215,24.57985595061164,215,True,supported_context
lindian49,211070_anchored_30s,p223,25.494455241797187,223,True,supported_context
lindian49,211070_anchored_30s,p231,26.409054532982736,231,True,supported_context
lindian49,211070_anchored_30s,p252,28.809877672344804,252,False,near_long_or_boundary_provenance_gap
lindian49,ba170296_anchored_30s,p7,0.8081274532440545,7,True,supported_context
lindian49,ba170296_anchored_30s,p23,2.655275917801893,23,True,supported_context
lindian49,ba170296_anchored_30s,p37,4.271530824290003,37,True,supported_context
lindian49,ba170296_anchored_30s,p53,6.118679288847841,53,True,supported_context
lindian49,ba170296_anchored_30s,p67,7.73493419533595,67,True,supported_context
lindian49,ba170296_anchored_30s,p82,9.466635880858924,82,True,supported_context
lindian49,ba170296_anchored_30s,p97,11.198337566381898,97,True,supported_context
lindian49,ba170296_anchored_30s,p109,12.583698914800276,109,True,supported_context
lindian49,ba170296_anchored_30s,p121,13.969060263218656,121,True,supported_context
lindian49,ba170296_anchored_30s,p138,15.93165550681136,138,True,supported_context
lindian49,ba170296_anchored_30s,p150,17.31701685522974,150,True,supported_context
lindian49,ba170296_anchored_30s,p165,19.048718540752716,165,True,supported_context
lindian49,ba170296_anchored_30s,p179,20.664973447240826,179,True,supported_context
lindian49,ba170296_anchored_30s,p191,22.0503347956592,191,True,supported_context
lindian49,ba170296_anchored_30s,p209,24.12837681828677,209,True,supported_context
lindian49,ba170296_anchored_30s,p224,25.860078503809746,224,True,supported_context
lindian49,ba170296_anchored_30s,p238,27.47633341029785,238,True,supported_context
lindian49,ba170296_anchored_30s,p251,28.9771415377511,251,True,supported_context
lindian49,ba177610_anchored_30s,p4,0.4665267086540705,4,True,supported_context
lindian49,ba177610_anchored_30s,p15,1.7494751574527645,15,True,supported_context
lindian49,ba177610_anchored_30s,p26,3.032423606251458,26,True,supported_context
lindian49,ba177610_anchored_30s,p36,4.198740377886634,36,True,supported_context
lindian49,ba177610_anchored_30s,p49,5.714952181012364,49,True,supported_context
lindian49,ba177610_anchored_30s,p58,6.764637275484022,58,True,supported_context
lindian49,ba177610_anchored_30s,p72,8.397480755773268,72,True,supported_context
lindian49,ba177610_anchored_30s,p82,9.563797527408443,82,True,supported_context
lindian49,ba177610_anchored_30s,p93,10.84674597620714,93,True,supported_context
lindian49,ba177610_anchored_30s,p105,12.24632610216935,105,True,supported_context
lindian49,ba177610_anchored_30s,p116,13.529274550968044,116,True,supported_context
lindian49,ba177610_anchored_30s,p128,14.928854676930255,128,True,supported_context
lindian49,ba177610_anchored_30s,p139,16.21180312572895,139,True,supported_context
lindian49,ba177610_anchored_30s,p149,17.378119897364126,149,True,supported_context
lindian49,ba177610_anchored_30s,p162,18.89433170048985,162,True,supported_context
lindian49,ba177610_anchored_30s,p174,20.293911826452064,174,True,supported_context
lindian49,ba177610_anchored_30s,p184,21.46022859808724,184,True,supported_context
lindian49,ba177610_anchored_30s,p197,22.97644040121297,197,True,supported_context
lindian49,ba177610_anchored_30s,p205,23.90949381852111,205,True,supported_context
lindian49,ba177610_anchored_30s,p218,25.42570562164684,218,True,supported_context
lindian49,ba177610_anchored_30s,p230,26.82528574760905,230,True,supported_context
lindian49,ba177610_anchored_30s,p239,27.87497084208071,239,True,supported_context
lindian49,ba177610_anchored_30s,p252,29.39118264520644,252,True,supported_context
lindian49,ba455_anchored_30s,p4,0.461361014994233,4,True,supported_context
lindian49,ba455_anchored_30s,p14,1.6147635524798154,14,True,supported_context
lindian49,ba455_anchored_30s,p21,2.4221453287197234,21,True,supported_context
lindian49,ba455_anchored_30s,p39,4.498269896193772,39,True,supported_context
lindian49,ba455_anchored_30s,p47,5.4209919261822375,47,True,supported_context
lindian49,ba455_anchored_30s,p54,6.228373702422146,54,True,supported_context
lindian49,ba455_anchored_30s,p61,7.035755478662053,61,True,supported_context
lindian49,ba455_anchored_30s,p69,7.958477508650519,69,True,supported_context
lindian49,ba455_anchored_30s,p82,9.457900807381776,82,True,supported_context
lindian49,ba455_anchored_30s,p92,10.61130334486736,92,True,supported_context
lindian49,ba455_anchored_30s,p101,11.649365628604384,101,True,supported_context
lindian49,ba455_anchored_30s,p110,12.687427912341407,110,True,supported_context
lindian49,ba455_anchored_30s,p117,13.494809688581316,117,True,supported_context
lindian49,ba455_anchored_30s,p126,14.53287197231834,126,True,supported_context
lindian49,ba455_anchored_30s,p135,15.570934256055365,135,True,supported_context
lindian49,ba455_anchored_30s,p144,16.608996539792393,144,False,near_long_or_boundary_provenance_gap
lindian49,ba455_anchored_30s,p152,17.531718569780853,152,False,near_long_or_boundary_provenance_gap
lindian49,ba455_anchored_30s,p160,18.45444059976932,160,False,near_long_or_boundary_provenance_gap
lindian49,ba455_anchored_30s,p167,19.261822376009228,167,True,supported_context
lindian49,ba455_anchored_30s,p175,20.18454440599769,175,True,supported_context
lindian49,ba455_anchored_30s,p183,21.10726643598616,183,True,supported_context
lindian49,ba455_anchored_30s,p192,22.145328719723185,192,True,supported_context
lindian49,ba455_anchored_30s,p198,22.837370242214533,198,True,supported_context
lindian49,ba455_anchored_30s,p205,23.64475201845444,205,True,supported_context
lindian49,ba455_anchored_30s,p213,24.567474048442907,213,True,supported_context
lindian49,ba455_anchored_30s,p220,25.37485582468281,220,True,supported_context
lindian49,ba455_anchored_30s,p228,26.29757785467128,228,True,supported_context
lindian49,ba455_anchored_30s,p237,27.335640138408305,237,True,supported_context
lindian49,ba455_anchored_30s,p247,28.489042675893888,247,True,supported_context
lindian49,ba455_anchored_30s,p255,29.411764705882355,255,True,supported_context
lindian49,ba6516_anchored_30s,p9,1.0389010735311093,9,True,supported_context
lindian49,ba6516_anchored_30s,p18,2.0778021470622186,18,True,supported_context
lindian49,ba6516_anchored_30s,p28,3.2321366732078958,28,True,supported_context
lindian49,ba6516_anchored_30s,p37,4.271037746739005,37,True,supported_context
lindian49,ba6516_anchored_30s,p47,5.425372272884681,47,True,supported_context
lindian49,ba6516_anchored_30s,p58,6.695140251644927,58,True,supported_context
lindian49,ba6516_anchored_30s,p70,8.08034168301974,70,True,supported_context
lindian49,ba6516_anchored_30s,p79,9.119242756550848,79,True,supported_context
lindian49,ba6516_anchored_30s,p89,10.273577282696523,89,True,supported_context
lindian49,ba6516_anchored_30s,p98,11.312478356227636,98,True,supported_context
lindian49,ba6516_anchored_30s,p114,13.159413598060718,114,True,supported_context
lindian49,ba6516_anchored_30s,p124,14.313748124206397,124,True,supported_context
lindian49,ba6516_anchored_30s,p135,15.58351610296664,135,True,supported_context
lindian49,ba6516_anchored_30s,p146,16.853284081726883,146,True,supported_context
lindian49,ba6516_anchored_30s,p157,18.12305206048713,157,True,supported_context
lindian49,ba6516_anchored_30s,p168,19.39282003924737,168,True,supported_context
lindian49,ba6516_anchored_30s,p176,20.31628766016392,176,True,supported_context
lindian49,ba6516_anchored_30s,p185,21.355188733695023,185,True,supported_context
lindian49,ba6516_anchored_30s,p204,23.54842433337181,204,False,near_long_or_boundary_provenance_gap
lindian49,ba6516_anchored_30s,p211,24.356458501673785,211,True,supported_context
