cohort,window_id,cluster,variant,base_tp,base_fp,base_fn,count_status,tp,fp,fn,precision,recall,f1
jiufu271,jiufu_f6bca344b2c8ce_first30,810,local_event_guard,8,10,5,partial_events_no_full_RR,8,9,5,0.47058823529411764,0.6153846153846154,0.5333333333333333
jiufu271,jiufu_f6bca344b2c8ce_first30,810,whole_window_guard,8,10,5,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_ce6ff507b22ee9_first30,A1021156,local_event_guard,6,13,5,partial_events_no_full_RR,4,2,7,0.6666666666666666,0.36363636363636365,0.47058823529411764
jiufu271,jiufu_ce6ff507b22ee9_first30,A1021156,whole_window_guard,6,13,5,partial_events_no_full_RR,0,0,11,0.0,0.0,0.0
jiufu271,jiufu_075ed4d93c9959_first30,1371,local_event_guard,6,3,5,partial_events_no_full_RR,3,1,8,0.75,0.2727272727272727,0.4
jiufu271,jiufu_075ed4d93c9959_first30,1371,whole_window_guard,6,3,5,partial_events_no_full_RR,0,0,11,0.0,0.0,0.0
jiufu271,jiufu_234cbf6b627421_first30,270,local_event_guard,3,1,17,partial_events_no_full_RR,0,0,20,0.0,0.0,0.0
jiufu271,jiufu_234cbf6b627421_first30,270,whole_window_guard,3,1,17,partial_events_no_full_RR,0,0,20,0.0,0.0,0.0
jiufu271,jiufu_0f85cab7ac58ae_first30,165,local_event_guard,11,3,5,partial_events_no_full_RR,6,1,10,0.8571428571428571,0.375,0.5217391304347826
jiufu271,jiufu_0f85cab7ac58ae_first30,165,whole_window_guard,11,3,5,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_55441b4c6fe974_first30,1129,local_event_guard,4,9,8,partial_events_no_full_RR,2,2,10,0.5,0.16666666666666666,0.25
jiufu271,jiufu_55441b4c6fe974_first30,1129,whole_window_guard,4,9,8,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_d074036ef96d31_first30,281,local_event_guard,8,7,5,partial_events_no_full_RR,3,3,10,0.5,0.23076923076923078,0.3157894736842105
jiufu271,jiufu_d074036ef96d31_first30,281,whole_window_guard,8,7,5,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_cdaa16888fda03_first30,A1022182,local_event_guard,2,7,7,partial_events_no_full_RR,0,4,9,0.0,0.0,0.0
jiufu271,jiufu_cdaa16888fda03_first30,A1022182,whole_window_guard,2,7,7,partial_events_no_full_RR,0,0,9,0.0,0.0,0.0
jiufu271,jiufu_b7ed63dc0d8295_first30,1358,local_event_guard,4,11,7,partial_events_no_full_RR,4,9,7,0.3076923076923077,0.36363636363636365,0.3333333333333333
jiufu271,jiufu_b7ed63dc0d8295_first30,1358,whole_window_guard,4,11,7,partial_events_no_full_RR,0,0,11,0.0,0.0,0.0
jiufu271,jiufu_7f3b12c4283ff8_first30,281,local_event_guard,0,0,11,abstain,0,0,11,0.0,0.0,0.0
jiufu271,jiufu_7f3b12c4283ff8_first30,281,whole_window_guard,0,0,11,abstain,0,0,11,0.0,0.0,0.0
jiufu271,jiufu_36d04432159cdf_first30,1429,local_event_guard,0,0,10,abstain,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_36d04432159cdf_first30,1429,whole_window_guard,0,0,10,abstain,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_9ddfe0afe06424_first30,1589,local_event_guard,7,6,8,partial_events_no_full_RR,5,5,10,0.5,0.3333333333333333,0.4
jiufu271,jiufu_9ddfe0afe06424_first30,1589,whole_window_guard,7,6,8,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_7beb44b12a5f36_first30,713,local_event_guard,0,0,8,abstain,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_7beb44b12a5f36_first30,713,whole_window_guard,0,0,8,abstain,0,0,8,0.0,0.0,0.0
