cohort,window_id,cluster,variant,base_tp,base_fp,base_fn,count_status,tp,fp,fn,precision,recall,f1
jiufu271,jiufu_c92bd308748a09_first30,A1021154,whole_window_guard,8,7,9,partial_events_no_full_RR,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_551d99f2e9c264_first30,1241,local_event_guard,4,8,11,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_551d99f2e9c264_first30,1241,whole_window_guard,4,8,11,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_c95ae69597cc50_first30,1279,local_event_guard,8,2,5,partial_events_no_full_RR,7,2,6,0.7777777777777778,0.5384615384615384,0.6363636363636364
jiufu271,jiufu_c95ae69597cc50_first30,1279,whole_window_guard,8,2,5,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_94796ccea127be_first30,989,local_event_guard,9,5,4,partial_events_no_full_RR,6,3,7,0.6666666666666666,0.46153846153846156,0.5454545454545454
jiufu271,jiufu_94796ccea127be_first30,989,whole_window_guard,9,5,4,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_56e83ecf9a14bb_first30,1574,local_event_guard,0,0,14,abstain,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_56e83ecf9a14bb_first30,1574,whole_window_guard,0,0,14,abstain,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_3ac83315834f77_first30,713,local_event_guard,1,6,6,partial_events_no_full_RR,0,5,7,0.0,0.0,0.0
jiufu271,jiufu_3ac83315834f77_first30,713,whole_window_guard,1,6,6,partial_events_no_full_RR,0,0,7,0.0,0.0,0.0
jiufu271,jiufu_c68c62cb67dede_first30,623,local_event_guard,3,10,7,partial_events_no_full_RR,3,6,7,0.3333333333333333,0.3,0.3157894736842105
jiufu271,jiufu_c68c62cb67dede_first30,623,whole_window_guard,3,10,7,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_3721f7cf5a844c_first30,653,local_event_guard,5,1,1,partial_events_no_full_RR,3,1,3,0.75,0.5,0.6
jiufu271,jiufu_3721f7cf5a844c_first30,653,whole_window_guard,5,1,1,partial_events_no_full_RR,0,0,6,0.0,0.0,0.0
jiufu271,jiufu_65b745e540b8c7_first30,281,local_event_guard,7,5,4,partial_events_no_full_RR,6,3,5,0.6666666666666666,0.5454545454545454,0.6
jiufu271,jiufu_65b745e540b8c7_first30,281,whole_window_guard,7,5,4,partial_events_no_full_RR,0,0,11,0.0,0.0,0.0
jiufu271,jiufu_2e919f7b4ce7d4_first30,353,local_event_guard,0,0,18,partial_events_no_full_RR,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_2e919f7b4ce7d4_first30,353,whole_window_guard,0,0,18,partial_events_no_full_RR,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_f7266533e3399d_first30,558,local_event_guard,15,2,2,partial_events_no_full_RR,13,2,4,0.8666666666666667,0.7647058823529411,0.8125
jiufu271,jiufu_f7266533e3399d_first30,558,whole_window_guard,15,2,2,partial_events_no_full_RR,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_943fc8675c704c_first30,347,local_event_guard,0,0,9,abstain,0,0,9,0.0,0.0,0.0
jiufu271,jiufu_943fc8675c704c_first30,347,whole_window_guard,0,0,9,abstain,0,0,9,0.0,0.0,0.0
jiufu271,jiufu_bd77cfa7950eaa_first30,743,local_event_guard,7,8,8,partial_events_no_full_RR,0,1,15,0.0,0.0,0.0
jiufu271,jiufu_bd77cfa7950eaa_first30,743,whole_window_guard,7,8,8,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_2aaced556ff39d_first30,957,local_event_guard,0,0,8,abstain,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_2aaced556ff39d_first30,957,whole_window_guard,0,0,8,abstain,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_90ed4ac916a295_first30,179,local_event_guard,2,2,20,partial_events_no_full_RR,0,0,22,0.0,0.0,0.0
jiufu271,jiufu_90ed4ac916a295_first30,179,whole_window_guard,2,2,20,partial_events_no_full_RR,0,0,22,0.0,0.0,0.0
jiufu271,jiufu_cd5eea76388f30_first30,728,local_event_guard,6,5,8,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_cd5eea76388f30_first30,728,whole_window_guard,6,5,8,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_6cbcb0311b3ebf_first30,956,local_event_guard,7,10,7,partial_events_no_full_RR,5,8,9,0.38461538461538464,0.35714285714285715,0.37037037037037035
jiufu271,jiufu_6cbcb0311b3ebf_first30,956,whole_window_guard,7,10,7,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_4f7144680fca9d_first30,583,local_event_guard,0,0,18,abstain,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_4f7144680fca9d_first30,583,whole_window_guard,0,0,18,abstain,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_6a641dd078f572_first30,753,local_event_guard,10,7,10,partial_events_no_full_RR,10,4,10,0.7142857142857143,0.5,0.5882352941176471
jiufu271,jiufu_6a641dd078f572_first30,753,whole_window_guard,10,7,10,partial_events_no_full_RR,0,0,20,0.0,0.0,0.0
jiufu271,jiufu_edd9eebe6de991_first30,943,local_event_guard,11,9,8,partial_events_no_full_RR,7,4,12,0.6363636363636364,0.3684210526315789,0.4666666666666667
jiufu271,jiufu_edd9eebe6de991_first30,943,whole_window_guard,11,9,8,partial_events_no_full_RR,0,0,19,0.0,0.0,0.0
jiufu271,jiufu_58c38973aff558_first30,771,local_event_guard,6,8,4,partial_events_no_full_RR,3,3,7,0.5,0.3,0.375
jiufu271,jiufu_58c38973aff558_first30,771,whole_window_guard,6,8,4,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_665326590feedb_first30,447,local_event_guard,3,5,13,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_665326590feedb_first30,447,whole_window_guard,3,5,13,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_053d6bd561c20b_first30,1838,local_event_guard,0,0,15,abstain,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_053d6bd561c20b_first30,1838,whole_window_guard,0,0,15,abstain,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_9a14e05c1c184c_first30,728,local_event_guard,0,0,14,abstain,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_9a14e05c1c184c_first30,728,whole_window_guard,0,0,14,abstain,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_124bf365605cd6_first30,1299,local_event_guard,7,3,10,partial_events_no_full_RR,5,2,12,0.7142857142857143,0.29411764705882354,0.4166666666666667
jiufu271,jiufu_124bf365605cd6_first30,1299,whole_window_guard,7,3,10,partial_events_no_full_RR,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_cc565ea0bfa396_first30,1246,local_event_guard,9,8,6,partial_events_no_full_RR,2,1,13,0.6666666666666666,0.13333333333333333,0.2222222222222222
jiufu271,jiufu_cc565ea0bfa396_first30,1246,whole_window_guard,9,8,6,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_0a14da4ad52431_first30,1134,local_event_guard,9,8,9,partial_events_no_full_RR,2,2,16,0.5,0.1111111111111111,0.18181818181818182
jiufu271,jiufu_0a14da4ad52431_first30,1134,whole_window_guard,9,8,9,partial_events_no_full_RR,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_abada3dda3e8b7_first30,846,local_event_guard,12,4,6,partial_events_no_full_RR,7,2,11,0.7777777777777778,0.3888888888888889,0.5185185185185185
jiufu271,jiufu_abada3dda3e8b7_first30,846,whole_window_guard,12,4,6,partial_events_no_full_RR,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_0ef3b83bc00130_first30,1428,local_event_guard,9,7,8,partial_events_no_full_RR,4,2,13,0.6666666666666666,0.23529411764705882,0.34782608695652173
jiufu271,jiufu_0ef3b83bc00130_first30,1428,whole_window_guard,9,7,8,partial_events_no_full_RR,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_c5ff3e35124405_first30,1408,local_event_guard,0,0,10,abstain,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_c5ff3e35124405_first30,1408,whole_window_guard,0,0,10,abstain,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_a6ed80c55f7be6_first30,1436,local_event_guard,1,5,2,partial_events_no_full_RR,1,3,2,0.25,0.3333333333333333,0.2857142857142857
jiufu271,jiufu_a6ed80c55f7be6_first30,1436,whole_window_guard,1,5,2,partial_events_no_full_RR,0,0,3,0.0,0.0,0.0
jiufu271,jiufu_6fa0bbd661c8bb_first30,1423,local_event_guard,10,5,9,partial_events_no_full_RR,3,0,16,1.0,0.15789473684210525,0.2727272727272727
jiufu271,jiufu_6fa0bbd661c8bb_first30,1423,whole_window_guard,10,5,9,partial_events_no_full_RR,0,0,19,0.0,0.0,0.0
jiufu271,jiufu_9eb853207f9233_first30,640,local_event_guard,4,10,9,partial_events_no_full_RR,4,9,9,0.3076923076923077,0.3076923076923077,0.3076923076923077
jiufu271,jiufu_9eb853207f9233_first30,640,whole_window_guard,4,10,9,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_494e84a71f0d53_first30,1268,local_event_guard,3,2,1,partial_events_no_full_RR,0,1,4,0.0,0.0,0.0
jiufu271,jiufu_494e84a71f0d53_first30,1268,whole_window_guard,3,2,1,partial_events_no_full_RR,0,0,4,0.0,0.0,0.0
jiufu271,jiufu_8953d49083882b_first30,1150,local_event_guard,18,7,6,partial_events_no_full_RR,12,6,12,0.6666666666666666,0.5,0.5714285714285714
jiufu271,jiufu_8953d49083882b_first30,1150,whole_window_guard,18,7,6,partial_events_no_full_RR,0,0,24,0.0,0.0,0.0
jiufu271,jiufu_577eb87b4ec0fa_first30,1442,local_event_guard,6,10,8,partial_events_no_full_RR,1,1,13,0.5,0.07142857142857142,0.125
jiufu271,jiufu_577eb87b4ec0fa_first30,1442,whole_window_guard,6,10,8,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_ac7d209f2a6aec_first30,214,local_event_guard,5,2,1,partial_events_no_full_RR,2,0,4,1.0,0.3333333333333333,0.5
jiufu271,jiufu_ac7d209f2a6aec_first30,214,whole_window_guard,5,2,1,partial_events_no_full_RR,0,0,6,0.0,0.0,0.0
jiufu271,jiufu_f0f7415c6e495e_first30,1308,local_event_guard,0,0,22,abstain,0,0,22,0.0,0.0,0.0
jiufu271,jiufu_f0f7415c6e495e_first30,1308,whole_window_guard,0,0,22,abstain,0,0,22,0.0,0.0,0.0
jiufu271,jiufu_45e262858c1edf_first30,1146,local_event_guard,10,3,10,partial_events_no_full_RR,4,1,16,0.8,0.2,0.32
jiufu271,jiufu_45e262858c1edf_first30,1146,whole_window_guard,10,3,10,partial_events_no_full_RR,0,0,20,0.0,0.0,0.0
jiufu271,jiufu_59f7f9462f2c30_first30,165,local_event_guard,7,10,12,partial_events_no_full_RR,7,7,12,0.5,0.3684210526315789,0.42424242424242425
jiufu271,jiufu_59f7f9462f2c30_first30,165,whole_window_guard,7,10,12,partial_events_no_full_RR,0,0,19,0.0,0.0,0.0
jiufu271,jiufu_6454a9e613172b_first30,A1022182,local_event_guard,20,5,3,partial_events_no_full_RR,14,0,9,1.0,0.6086956521739131,0.7567567567567568
jiufu271,jiufu_6454a9e613172b_first30,A1022182,whole_window_guard,20,5,3,partial_events_no_full_RR,0,0,23,0.0,0.0,0.0
jiufu271,jiufu_6328167f32f25e_first30,1371,local_event_guard,0,0,13,abstain,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_6328167f32f25e_first30,1371,whole_window_guard,0,0,13,abstain,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_80fa8dbe195b66_first30,353,local_event_guard,14,4,8,partial_events_no_full_RR,11,4,11,0.7333333333333333,0.5,0.5945945945945946
jiufu271,jiufu_80fa8dbe195b66_first30,353,whole_window_guard,14,4,8,partial_events_no_full_RR,0,0,22,0.0,0.0,0.0
jiufu271,jiufu_012d9efb7d8d4c_first30,1213,local_event_guard,4,6,15,partial_events_no_full_RR,3,3,16,0.5,0.15789473684210525,0.24
jiufu271,jiufu_012d9efb7d8d4c_first30,1213,whole_window_guard,4,6,15,partial_events_no_full_RR,0,0,19,0.0,0.0,0.0
jiufu271,jiufu_5623dc263f1364_first30,872,local_event_guard,8,6,4,partial_events_no_full_RR,8,3,4,0.7272727272727273,0.6666666666666666,0.6956521739130435
jiufu271,jiufu_5623dc263f1364_first30,872,whole_window_guard,8,6,4,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_8254fd394c755d_first30,1180,local_event_guard,7,5,7,partial_events_no_full_RR,1,2,13,0.3333333333333333,0.07142857142857142,0.11764705882352941
jiufu271,jiufu_8254fd394c755d_first30,1180,whole_window_guard,7,5,7,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_33ff2c90bde0a7_first30,872,local_event_guard,6,5,2,partial_events_no_full_RR,2,2,6,0.5,0.25,0.3333333333333333
jiufu271,jiufu_33ff2c90bde0a7_first30,872,whole_window_guard,6,5,2,partial_events_no_full_RR,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_c37db5cf8c7d4e_first30,1165,local_event_guard,3,3,4,partial_events_no_full_RR,1,2,6,0.3333333333333333,0.14285714285714285,0.2
jiufu271,jiufu_c37db5cf8c7d4e_first30,1165,whole_window_guard,3,3,4,partial_events_no_full_RR,0,0,7,0.0,0.0,0.0
jiufu271,jiufu_3f44e994a4ccb7_first30,1145,local_event_guard,0,0,21,abstain,0,0,21,0.0,0.0,0.0
jiufu271,jiufu_3f44e994a4ccb7_first30,1145,whole_window_guard,0,0,21,abstain,0,0,21,0.0,0.0,0.0
jiufu271,jiufu_58a951a34f7249_first30,A1022182,local_event_guard,0,0,16,abstain,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_58a951a34f7249_first30,A1022182,whole_window_guard,0,0,16,abstain,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_8ac17622997976_first30,1408,local_event_guard,5,5,5,partial_events_no_full_RR,2,2,8,0.5,0.2,0.2857142857142857
jiufu271,jiufu_8ac17622997976_first30,1408,whole_window_guard,5,5,5,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_ee2427b1f91c14_first30,1428,local_event_guard,8,6,6,partial_events_no_full_RR,4,5,10,0.4444444444444444,0.2857142857142857,0.34782608695652173
jiufu271,jiufu_ee2427b1f91c14_first30,1428,whole_window_guard,8,6,6,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_d40d50640e24a1_first30,165,local_event_guard,23,6,6,partial_events_no_full_RR,21,6,8,0.7777777777777778,0.7241379310344828,0.75
jiufu271,jiufu_d40d50640e24a1_first30,165,whole_window_guard,23,6,6,partial_events_no_full_RR,0,0,29,0.0,0.0,0.0
jiufu271,jiufu_e20abde4e3a043_first30,1422,local_event_guard,14,4,7,partial_events_no_full_RR,13,2,8,0.8666666666666667,0.6190476190476191,0.7222222222222222
jiufu271,jiufu_e20abde4e3a043_first30,1422,whole_window_guard,14,4,7,partial_events_no_full_RR,0,0,21,0.0,0.0,0.0
jiufu271,jiufu_fffa829b4cfc5f_first30,878,local_event_guard,5,6,8,partial_events_no_full_RR,5,3,8,0.625,0.38461538461538464,0.47619047619047616
jiufu271,jiufu_fffa829b4cfc5f_first30,878,whole_window_guard,5,6,8,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_39742bec07007b_first30,1146,local_event_guard,7,3,13,partial_events_no_full_RR,3,0,17,1.0,0.15,0.2608695652173913
jiufu271,jiufu_39742bec07007b_first30,1146,whole_window_guard,7,3,13,partial_events_no_full_RR,0,0,20,0.0,0.0,0.0
jiufu271,jiufu_a7f96cc7661e4a_first30,1371,local_event_guard,9,5,7,partial_events_no_full_RR,7,3,9,0.7,0.4375,0.5384615384615384
jiufu271,jiufu_a7f96cc7661e4a_first30,1371,whole_window_guard,9,5,7,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_f5a7ada186a785_first30,281,local_event_guard,7,11,6,partial_events_no_full_RR,7,10,6,0.4117647058823529,0.5384615384615384,0.4666666666666667
jiufu271,jiufu_f5a7ada186a785_first30,281,whole_window_guard,7,11,6,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_8f2aab0fc1ae4b_first30,347,local_event_guard,19,11,7,partial_events_no_full_RR,18,11,8,0.6206896551724138,0.6923076923076923,0.6545454545454545
jiufu271,jiufu_8f2aab0fc1ae4b_first30,347,whole_window_guard,19,11,7,partial_events_no_full_RR,0,0,26,0.0,0.0,0.0
jiufu271,jiufu_b230c11bab398b_first30,1078,local_event_guard,0,0,18,abstain,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_b230c11bab398b_first30,1078,whole_window_guard,0,0,18,abstain,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_05aaedc28c6708_first30,161,local_event_guard,5,6,4,partial_events_no_full_RR,4,3,5,0.5714285714285714,0.4444444444444444,0.5
jiufu271,jiufu_05aaedc28c6708_first30,161,whole_window_guard,5,6,4,partial_events_no_full_RR,0,0,9,0.0,0.0,0.0
jiufu271,jiufu_0d1522aef374ec_first30,A1022205,local_event_guard,8,6,6,partial_events_no_full_RR,7,5,7,0.5833333333333334,0.5,0.5384615384615384
jiufu271,jiufu_0d1522aef374ec_first30,A1022205,whole_window_guard,8,6,6,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_2cdb051142d5ab_first30,670,local_event_guard,13,1,1,partial_events_no_full_RR,10,0,4,1.0,0.7142857142857143,0.8333333333333334
jiufu271,jiufu_2cdb051142d5ab_first30,670,whole_window_guard,13,1,1,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_d4707a9c23271d_first30,670,local_event_guard,11,3,3,partial_events_no_full_RR,10,1,4,0.9090909090909091,0.7142857142857143,0.8
jiufu271,jiufu_d4707a9c23271d_first30,670,whole_window_guard,11,3,3,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_2f0c90ece853b4_first30,710,local_event_guard,14,3,3,partial_events_no_full_RR,13,1,4,0.9285714285714286,0.7647058823529411,0.8387096774193549
jiufu271,jiufu_2f0c90ece853b4_first30,710,whole_window_guard,14,3,3,partial_events_no_full_RR,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_57c74728570ec9_first30,A1022211,local_event_guard,12,6,8,partial_events_no_full_RR,10,4,10,0.7142857142857143,0.5,0.5882352941176471
jiufu271,jiufu_57c74728570ec9_first30,A1022211,whole_window_guard,12,6,8,partial_events_no_full_RR,0,0,20,0.0,0.0,0.0
jiufu271,jiufu_2fc7ddf8f284e4_first30,627,local_event_guard,10,8,9,partial_events_no_full_RR,6,7,13,0.46153846153846156,0.3157894736842105,0.375
jiufu271,jiufu_2fc7ddf8f284e4_first30,627,whole_window_guard,10,8,9,partial_events_no_full_RR,0,0,19,0.0,0.0,0.0
jiufu271,jiufu_a04e9f770a2bb9_first30,606,local_event_guard,9,11,14,partial_events_no_full_RR,9,10,14,0.47368421052631576,0.391304347826087,0.42857142857142855
jiufu271,jiufu_a04e9f770a2bb9_first30,606,whole_window_guard,9,11,14,partial_events_no_full_RR,0,0,23,0.0,0.0,0.0
jiufu271,jiufu_333df78fe49441_first30,878,local_event_guard,11,4,3,partial_events_no_full_RR,9,1,5,0.9,0.6428571428571429,0.75
jiufu271,jiufu_333df78fe49441_first30,878,whole_window_guard,11,4,3,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_4263d1ee2b7d38_first30,A1022211,local_event_guard,19,1,3,partial_events_no_full_RR,18,1,4,0.9473684210526315,0.8181818181818182,0.8780487804878049
jiufu271,jiufu_4263d1ee2b7d38_first30,A1022211,whole_window_guard,19,1,3,partial_events_no_full_RR,0,0,22,0.0,0.0,0.0
jiufu271,jiufu_7cb985938d0a6a_first30,659,local_event_guard,2,10,10,partial_events_no_full_RR,2,9,10,0.18181818181818182,0.16666666666666666,0.17391304347826086
jiufu271,jiufu_7cb985938d0a6a_first30,659,whole_window_guard,2,10,10,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_7c448f9ef64639_first30,A1021135,local_event_guard,8,8,7,partial_events_no_full_RR,5,0,10,1.0,0.3333333333333333,0.5
jiufu271,jiufu_7c448f9ef64639_first30,A1021135,whole_window_guard,8,8,7,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_bc495978774317_first30,608,local_event_guard,6,7,4,partial_events_no_full_RR,1,1,9,0.5,0.1,0.16666666666666666
jiufu271,jiufu_bc495978774317_first30,608,whole_window_guard,6,7,4,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_e3cef2504bbb4a_first30,678,local_event_guard,10,5,6,partial_events_no_full_RR,2,2,14,0.5,0.125,0.2
jiufu271,jiufu_e3cef2504bbb4a_first30,678,whole_window_guard,10,5,6,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_d7a117e86dae24_first30,604,local_event_guard,10,5,5,partial_events_no_full_RR,9,1,6,0.9,0.6,0.72
jiufu271,jiufu_d7a117e86dae24_first30,604,whole_window_guard,10,5,5,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_f339ead1fdb0ac_first30,648,local_event_guard,9,9,7,partial_events_no_full_RR,8,6,8,0.5714285714285714,0.5,0.5333333333333333
jiufu271,jiufu_f339ead1fdb0ac_first30,648,whole_window_guard,9,9,7,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_92e9f652faa64a_first30,1145,local_event_guard,16,2,9,partial_events_no_full_RR,15,2,10,0.8823529411764706,0.6,0.7142857142857143
jiufu271,jiufu_92e9f652faa64a_first30,1145,whole_window_guard,16,2,9,partial_events_no_full_RR,0,0,25,0.0,0.0,0.0
jiufu271,jiufu_fe09caa146ddbd_first30,648,local_event_guard,6,7,8,partial_events_no_full_RR,4,5,10,0.4444444444444444,0.2857142857142857,0.34782608695652173
jiufu271,jiufu_fe09caa146ddbd_first30,648,whole_window_guard,6,7,8,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_f6c192eaf6c290_first30,854,local_event_guard,5,3,8,partial_events_no_full_RR,3,2,10,0.6,0.23076923076923078,0.3333333333333333
jiufu271,jiufu_f6c192eaf6c290_first30,854,whole_window_guard,5,3,8,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_42e874dae20aee_first30,868,local_event_guard,1,6,8,partial_events_no_full_RR,1,4,8,0.2,0.1111111111111111,0.14285714285714285
jiufu271,jiufu_42e874dae20aee_first30,868,whole_window_guard,1,6,8,partial_events_no_full_RR,0,0,9,0.0,0.0,0.0
jiufu271,jiufu_b45e99f5e3803e_first30,1290,local_event_guard,19,4,3,partial_events_no_full_RR,17,2,5,0.8947368421052632,0.7727272727272727,0.8292682926829268
jiufu271,jiufu_b45e99f5e3803e_first30,1290,whole_window_guard,19,4,3,partial_events_no_full_RR,0,0,22,0.0,0.0,0.0
jiufu271,jiufu_fbbccb98b40ed8_first30,A1022182,local_event_guard,3,5,5,partial_events_no_full_RR,2,0,6,1.0,0.25,0.4
jiufu271,jiufu_fbbccb98b40ed8_first30,A1022182,whole_window_guard,3,5,5,partial_events_no_full_RR,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_b7367092cbf12f_first30,1039,local_event_guard,11,1,7,partial_events_no_full_RR,2,0,16,1.0,0.1111111111111111,0.2
jiufu271,jiufu_b7367092cbf12f_first30,1039,whole_window_guard,11,1,7,partial_events_no_full_RR,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_61a3c1628d9017_first30,859,local_event_guard,0,0,22,abstain,0,0,22,0.0,0.0,0.0
jiufu271,jiufu_61a3c1628d9017_first30,859,whole_window_guard,0,0,22,abstain,0,0,22,0.0,0.0,0.0
jiufu271,jiufu_fbaed9c05fdf1a_first30,874,local_event_guard,6,13,6,partial_events_no_full_RR,6,12,6,0.3333333333333333,0.5,0.4
jiufu271,jiufu_fbaed9c05fdf1a_first30,874,whole_window_guard,6,13,6,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_09732493a874e4_first30,623,local_event_guard,6,15,4,partial_events_no_full_RR,6,11,4,0.35294117647058826,0.6,0.4444444444444444
jiufu271,jiufu_09732493a874e4_first30,623,whole_window_guard,6,15,4,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_afbc3c7536759a_first30,353,local_event_guard,0,0,20,abstain,0,0,20,0.0,0.0,0.0
jiufu271,jiufu_afbc3c7536759a_first30,353,whole_window_guard,0,0,20,abstain,0,0,20,0.0,0.0,0.0
jiufu271,jiufu_c2f523dbca4113_first30,919,local_event_guard,6,10,10,partial_events_no_full_RR,5,10,11,0.3333333333333333,0.3125,0.3225806451612903
jiufu271,jiufu_c2f523dbca4113_first30,919,whole_window_guard,6,10,10,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_19a4aa849045e9_first30,1185,local_event_guard,14,4,3,partial_events_no_full_RR,12,4,5,0.75,0.7058823529411765,0.7272727272727273
jiufu271,jiufu_19a4aa849045e9_first30,1185,whole_window_guard,14,4,3,partial_events_no_full_RR,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_bfba3aa9a87b7c_first30,A1022181,local_event_guard,12,8,4,partial_events_no_full_RR,12,7,4,0.631578947368421,0.75,0.6857142857142857
jiufu271,jiufu_bfba3aa9a87b7c_first30,A1022181,whole_window_guard,12,8,4,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_542013dcb78dc0_first30,878,local_event_guard,6,10,7,partial_events_no_full_RR,4,5,9,0.4444444444444444,0.3076923076923077,0.36363636363636365
jiufu271,jiufu_542013dcb78dc0_first30,878,whole_window_guard,6,10,7,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_596ccaaf7a001c_first30,632,local_event_guard,10,4,5,partial_events_no_full_RR,9,1,6,0.9,0.6,0.72
jiufu271,jiufu_596ccaaf7a001c_first30,632,whole_window_guard,10,4,5,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_9b4d8a24856a9f_first30,1436,local_event_guard,3,7,3,partial_events_no_full_RR,3,4,3,0.42857142857142855,0.5,0.46153846153846156
jiufu271,jiufu_9b4d8a24856a9f_first30,1436,whole_window_guard,3,7,3,partial_events_no_full_RR,0,0,6,0.0,0.0,0.0
jiufu271,jiufu_a1fad2b6534006_first30,353,local_event_guard,9,3,9,partial_events_no_full_RR,7,2,11,0.7777777777777778,0.3888888888888889,0.5185185185185185
jiufu271,jiufu_a1fad2b6534006_first30,353,whole_window_guard,9,3,9,partial_events_no_full_RR,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_1686565c1da471_first30,1137,local_event_guard,0,0,10,abstain,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_1686565c1da471_first30,1137,whole_window_guard,0,0,10,abstain,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_4923eea2509695_first30,1308,local_event_guard,14,9,7,partial_events_no_full_RR,5,0,16,1.0,0.23809523809523808,0.38461538461538464
jiufu271,jiufu_4923eea2509695_first30,1308,whole_window_guard,14,9,7,partial_events_no_full_RR,0,0,21,0.0,0.0,0.0
