review_id,window_id,side,segment,eligible_full_window,strict_visible_phase,kind,frame_index,event_time_seconds,normalized_value,prominence,observed_run_start,observed_run_end
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,minimum,75,25.05747126436782,0.6579792411074334,0.27547786576151934,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,minimum,85,26.20689655172414,0.727246981253725,0.08110211444504634,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,minimum,94,27.24137931034483,0.6072610592252188,0.35110906281119214,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,minimum,109,28.965517241379317,0.7808933755465369,0.14989255929535017,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,maximum,35,20.45977011494253,0.3941280397877651,0.08292411707463193,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,maximum,46,21.724137931034484,0.750180646633671,0.21657152712618577,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,maximum,58,23.10344827586207,0.797604452361484,0.3536302789205891,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,maximum,69,24.367816091954023,0.8199969973590768,0.31832075721420705,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,maximum,81,25.74712643678161,0.9309879573989301,0.34395474292316375,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,maximum,86,26.32183908045977,0.7854526895613956,0.045220310056560464,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,maximum,91,26.89655172413793,0.8368256069036424,0.10533991978308932,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,maximum,102,28.160919540229887,0.9948020996351146,0.4059076251222732,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,maximum,115,29.655172413793107,0.8540540529094522,0.04539734519503358,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,minimum,34,20.344827586206897,0.3112039227131332,0.03914120184501152,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,minimum,39,20.919540229885055,0.1512027932990808,0.24292524648868433,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,minimum,50,22.183908045977013,0.5336091195074852,0.21657152712618577,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,minimum,62,23.5632183908046,0.4439741734408949,0.3536302789205891,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,minimum,73,24.827586206896555,0.5016762401448698,0.31832075721420705,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,minimum,84,26.091954022988507,0.7314856871205531,0.10533991978308932,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,minimum,96,27.471264367816094,0.5870332144757664,0.34395474292316375,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_01,True,False,minimum,109,28.965517241379317,0.5888944745128414,0.26515957839661086,20.114942528735632,29.88505747126437
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,maximum,20,2.298850574712644,0.6253653281975287,0.4928757193671354,0.0,4.8275862068965525
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,maximum,35,4.022988505747127,0.9387843563702307,0.47961945406168827,0.0,4.8275862068965525
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,minimum,10,1.149425287356322,0.13248960883039324,0.4928757193671354,0.0,4.8275862068965525
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,minimum,26,2.988505747126437,0.10332781455753406,0.7224345981825872,0.0,4.8275862068965525
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,maximum,128,14.71264367816092,0.7968358163179166,0.25635334140203325,14.13793103448276,16.20689655172414
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,minimum,138,15.862068965517242,0.022085123989713115,0.23764724855660008,14.13793103448276,16.20689655172414
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,maximum,173,19.885057471264368,0.9669802287305548,0.13453568239478486,19.42528735632184,22.183908045977013
