review_id,window_id,event_id,reference_seconds,phase_basis,eligible_full_window,strict_visible_phase,left_sample_available,left_maximum_delta_s,left_minimum_delta_s,right_sample_available,right_maximum_delta_s,right_minimum_delta_s,classification
R3-22,jiufu_bd77cfa7950eaa_first30,a0573fbd-8cee-4d86-a91f-54a41b3ecafe,27.103,thermal_extremum_only,True,False,True,-0.6662183908045982,-1.8156436781609173,True,-1.8156436781609173,-2.850126436781604,no_extremum_within_tolerance
R3-22,jiufu_bd77cfa7950eaa_first30,18f1e68e-b5d6-44b4-8502-c52f75a49c19,29.33,thermal_extremum_only,True,False,True,-0.019655172413788335,-4.042643678160914,True,-4.042643678160914,-5.077126436781601,maximum_only
R3-23,jiufu_cc60214ff2d564_first30,4c0309a3-ae29-4ac9-b20f-b0d52d95104d,1.002,visible_expiration,True,True,True,13.020988505747127,-0.5422298850574712,True,12.331333333333333,12.906045977011495,no_extremum_within_tolerance
R3-23,jiufu_cc60214ff2d564_first30,fde65225-9e2f-4773-9fc4-bab050a842f2,1.668,visible_expiration,True,True,False,12.354988505747128,-1.208229885057471,False,11.665333333333335,12.240045977011496,no_observed_ROI_sample
R3-23,jiufu_cc60214ff2d564_first30,a979272e-56eb-4d1f-a458-d7469a899cab,3.567,visible_expiration,True,True,False,10.455988505747127,-3.1072298850574716,False,9.766333333333334,10.341045977011495,no_observed_ROI_sample
R3-23,jiufu_cc60214ff2d564_first30,c354634b-ee2f-4189-a251-028718e9ad23,4.708,visible_expiration,True,True,True,9.314988505747127,-4.248229885057471,True,8.625333333333334,9.200045977011495,no_extremum_within_tolerance
R3-23,jiufu_cc60214ff2d564_first30,281baa7f-f069-4c95-b61f-cb4a0405aed0,13.043,visible_expiration,True,True,True,0.9799885057471283,0.40527586206896693,True,0.29033333333333466,0.865045977011496,maximum_only
R3-23,jiufu_cc60214ff2d564_first30,5f80bf64-5cf3-4477-b876-082d4b806ec7,14.163,visible_expiration,True,True,True,-0.14001149425287274,-0.7147241379310341,True,-0.02506896551724047,-0.254954022988505,both_extrema_nearby
R3-23,jiufu_cc60214ff2d564_first30,6fa44de7-8a11-4619-af6a-b21aa393b8e5,17.158,visible_expiration,True,True,True,1.3477471264367828,-3.709724137931035,True,-3.0200689655172415,0.6580919540229893,no_extremum_within_tolerance
R3-23,jiufu_cc60214ff2d564_first30,0a124673-7a02-4287-81bd-f522f697cc96,19.408,visible_expiration,True,True,False,0.5919999999999987,5.879356321839083,False,1.16671264367816,0.8218850574712633,no_observed_ROI_sample
R3-23,jiufu_cc60214ff2d564_first30,49f40836-8df5-4a07-b8d1-eaac2071fda8,25.793,visible_expiration,True,True,True,0.184011494252875,-0.505643678160915,True,-0.045873563218389535,0.6437816091954041,maximum_only
R3-23,jiufu_cc60214ff2d564_first30,e662289b-48c4-40ae-9323-42ecccc81aa0,27.272,visible_expiration,True,True,True,-0.145563218390798,0.4291494252873598,True,0.19926436781609524,-0.8352183908045951,maximum_only
R3-24,jiufu_55441b4c6fe974_first30,db277509-6834-4246-b201-59a510ab53bb,2.262,visible_expiration,True,True,True,0.3816781609195403,1.1862758620689657,True,2.1058160919540234,1.1862758620689657,no_extremum_within_tolerance
R3-24,jiufu_55441b4c6fe974_first30,41215668-beee-44b0-8682-6cff5abec12d,3.99,visible_expiration,True,True,True,0.3778160919540232,-0.5417241379310345,True,0.3778160919540232,-0.5417241379310345,no_extremum_within_tolerance
R3-24,jiufu_55441b4c6fe974_first30,8ee90074-5ba6-4682-a83b-59ab9ce28b79,6.042,visible_expiration,True,True,False,-0.40981609195402235,-0.6397011494252869,False,-1.6741839080459764,-0.40981609195402235,no_observed_ROI_sample
R3-24,jiufu_55441b4c6fe974_first30,1ab4fdc3-97cd-47da-a3ca-8e8e8b068a06,8.64,visible_expiration,True,True,True,-0.2491954022988505,1.3599999999999994,True,0.09563218390804629,-0.3641379310344828,maximum_only
R3-24,jiufu_55441b4c6fe974_first30,d34cb957-1015-4761-9d86-d5fa3b1badb0,10.84,visible_expiration,True,True,True,0.19448275862069053,-0.8399999999999999,True,-0.15034482758620626,-0.7250574712643676,maximum_only
R3-24,jiufu_55441b4c6fe974_first30,14ad08fd-da93-4451-b392-b27b39635227,12.707,visible_expiration,True,True,True,-1.6725172413793103,-0.29320689655172316,True,-2.017344827586207,-0.8679195402298845,minimum_only
R3-24,jiufu_55441b4c6fe974_first30,90b79314-e17b-4552-acd7-6a70b748240d,19.045,visible_expiration,True,True,True,-0.1944252873563208,0.38028735632183697,True,-0.1944252873563208,0.26534482758620825,both_extrema_nearby
R3-24,jiufu_55441b4c6fe974_first30,fd8a346c-935e-452c-8c68-3ad1b3b6bf87,22.667,visible_expiration,True,True,True,-0.25320689655172046,0.4364482758620696,True,-0.13826436781609175,-0.48309195402298855,maximum_only
R3-24,jiufu_55441b4c6fe974_first30,bf324033-ddfb-4f78-b951-e55720ba2efd,27.703,visible_expiration,True,True,True,0.1130919540229911,1.837229885057475,True,0.1130919540229911,0.4579195402298879,maximum_only
R3-24,jiufu_55441b4c6fe974_first30,f1430a9a-dbe2-4c25-bd33-6188c2592a69,29.973,visible_expiration,True,True,True,-2.1569080459770085,-0.4327701149425245,True,-1.4672528735632149,-1.8120804597701117,no_extremum_within_tolerance
