cohort,method,window_id,status,predicted_time,reference_time,absolute_error
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,2.392,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,3.762,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,7.058,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,11.075,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,13.298,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,15.493,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,17.202,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,18.933,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,20.982,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,22.983,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,24.847,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,26.357,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,28.063,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,29.412,
R3_full11,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,29.972,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,TP,0.4597701149425288,0.463,0.003229885057471238
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,TP,2.413793103448276,2.393,0.020793103448276007
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,TP,8.275862068965518,7.982,0.2938620689655176
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,TP,10.114942528735632,9.915,0.19994252873563312
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,TP,25.632183908045977,25.523,0.10918390804597777
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FP,13.333333333333334,,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FP,16.32183908045977,,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FP,18.27586206896552,,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FP,20.919540229885055,,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FP,23.448275862068968,,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FP,27.81609195402299,,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FP,29.540229885057474,,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FN,,6.042,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FN,,11.972,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FN,,15.725,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FN,,17.687,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FN,,20.282,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FN,,23.022,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FN,,27.315,
R3_full11,original_pipeline,jiufu_7cb985938d0a6a_first30,FN,,29.058,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,TP,0.4597701149425288,0.463,0.003229885057471238
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,TP,2.528735632183908,2.393,0.13573563218390827
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,TP,6.321839080459771,6.042,0.27983908045977124
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,TP,8.275862068965518,7.982,0.2938620689655176
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,TP,20.45977011494253,20.282,0.17777011494252903
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,TP,27.24137931034483,27.315,0.0736206896551721
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FP,5.057471264367816,,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FP,10.344827586206897,,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FP,13.908045977011495,,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FP,16.32183908045977,,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FP,18.27586206896552,,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FP,23.5632183908046,,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FP,25.86206896551724,,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FP,29.540229885057474,,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FN,,9.915,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FN,,11.972,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FN,,15.725,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FN,,17.687,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FN,,23.022,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FN,,25.523,
R3_full11,frozen_direct,jiufu_7cb985938d0a6a_first30,FN,,29.058,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,TP,2.413793103448276,2.393,0.020793103448276007
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,TP,6.206896551724139,6.042,0.16489655172413897
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,TP,8.275862068965518,7.982,0.2938620689655176
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,TP,10.114942528735632,9.915,0.19994252873563312
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,TP,25.517241379310345,25.523,0.005758620689654492
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,TP,27.35632183908046,27.315,0.041321839080460165
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FP,4.137931034482759,,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FP,13.333333333333334,,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FP,16.32183908045977,,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FP,18.27586206896552,,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FP,20.919540229885055,,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FP,22.52873563218391,,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FP,23.448275862068968,,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FP,29.42528735632184,,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FN,,0.463,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FN,,11.972,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FN,,15.725,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FN,,17.687,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FN,,20.282,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FN,,23.022,
R3_full11,unfrozen_direct,jiufu_7cb985938d0a6a_first30,FN,,29.058,
R3_full11,original_pipeline,jiufu_2aaced556ff39d_first30,FN,,2.243,
R3_full11,original_pipeline,jiufu_2aaced556ff39d_first30,FN,,7.348,
R3_full11,original_pipeline,jiufu_2aaced556ff39d_first30,FN,,14.127,
R3_full11,original_pipeline,jiufu_2aaced556ff39d_first30,FN,,15.898,
R3_full11,original_pipeline,jiufu_2aaced556ff39d_first30,FN,,19.943,
R3_full11,original_pipeline,jiufu_2aaced556ff39d_first30,FN,,23.922,
R3_full11,original_pipeline,jiufu_2aaced556ff39d_first30,FN,,26.033,
R3_full11,original_pipeline,jiufu_2aaced556ff39d_first30,FN,,27.78,
R3_full11,original_pipeline,jiufu_2aaced556ff39d_first30,FN,,29.678,
R3_full11,frozen_direct,jiufu_2aaced556ff39d_first30,FN,,2.243,
R3_full11,frozen_direct,jiufu_2aaced556ff39d_first30,FN,,7.348,
R3_full11,frozen_direct,jiufu_2aaced556ff39d_first30,FN,,14.127,
R3_full11,frozen_direct,jiufu_2aaced556ff39d_first30,FN,,15.898,
R3_full11,frozen_direct,jiufu_2aaced556ff39d_first30,FN,,19.943,
R3_full11,frozen_direct,jiufu_2aaced556ff39d_first30,FN,,23.922,
R3_full11,frozen_direct,jiufu_2aaced556ff39d_first30,FN,,26.033,
R3_full11,frozen_direct,jiufu_2aaced556ff39d_first30,FN,,27.78,
R3_full11,frozen_direct,jiufu_2aaced556ff39d_first30,FN,,29.678,
R3_full11,unfrozen_direct,jiufu_2aaced556ff39d_first30,FN,,2.243,
R3_full11,unfrozen_direct,jiufu_2aaced556ff39d_first30,FN,,7.348,
R3_full11,unfrozen_direct,jiufu_2aaced556ff39d_first30,FN,,14.127,
R3_full11,unfrozen_direct,jiufu_2aaced556ff39d_first30,FN,,15.898,
R3_full11,unfrozen_direct,jiufu_2aaced556ff39d_first30,FN,,19.943,
R3_full11,unfrozen_direct,jiufu_2aaced556ff39d_first30,FN,,23.922,
R3_full11,unfrozen_direct,jiufu_2aaced556ff39d_first30,FN,,26.033,
R3_full11,unfrozen_direct,jiufu_2aaced556ff39d_first30,FN,,27.78,
R3_full11,unfrozen_direct,jiufu_2aaced556ff39d_first30,FN,,29.678,
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,3.1034482758620694,2.942,0.16144827586206922
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,7.241379310344828,7.172,0.06937931034482858
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,8.505747126436782,8.558,0.052252873563217506
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,10.344827586206897,10.242,0.10282758620689592
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,11.954022988505749,11.833,0.12102298850574833
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,17.126436781609197,17.418,0.29156321839080235
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,19.080459770114945,19.018,0.062459770114944746
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,20.919540229885055,20.62,0.2995402298850536
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,22.41379310344828,22.315,0.09879310344827985
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,24.252873563218397,24.033,0.21987356321839613
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,TP,26.89655172413793,27.113,0.21644827586207072
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,FP,1.7241379310344829,,
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,FP,16.091954022988507,,
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,FP,29.540229885057474,,
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,FN,,1.238,
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,FN,,4.427,
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,FN,,15.702,
R3_full11,original_pipeline,jiufu_0d1522aef374ec_first30,FN,,28.922,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,TP,7.241379310344828,7.172,0.06937931034482858
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,TP,8.735632183908047,8.558,0.17763218390804703
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,TP,10.344827586206897,10.242,0.10282758620689592
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,TP,11.839080459770116,11.833,0.0060804597701160645
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,TP,15.977011494252874,15.702,0.2750114942528743
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,TP,17.126436781609197,17.418,0.29156321839080235
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,TP,20.919540229885055,20.62,0.2995402298850536
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FP,22.75862068965517,,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FP,24.367816091954023,,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FP,26.7816091954023,,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FN,,1.238,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FN,,2.942,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FN,,4.427,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FN,,19.018,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FN,,22.315,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FN,,24.033,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FN,,27.113,
R3_full11,frozen_direct,jiufu_0d1522aef374ec_first30,FN,,28.922,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,TP,7.356321839080461,7.172,0.18432183908046085
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,TP,8.505747126436782,8.558,0.052252873563217506
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,TP,10.114942528735632,10.242,0.12705747126436862
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,TP,11.839080459770116,11.833,0.0060804597701160645
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,TP,15.977011494252874,15.702,0.2750114942528743
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,TP,19.080459770114945,19.018,0.062459770114944746
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,TP,22.41379310344828,22.315,0.09879310344827985
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,TP,24.13793103448276,24.033,0.10493103448276031
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FP,6.0919540229885065,,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FP,26.666666666666668,,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FP,27.81609195402299,,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FP,29.31034482758621,,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FN,,1.238,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FN,,2.942,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FN,,4.427,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FN,,17.418,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FN,,20.62,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FN,,27.113,
R3_full11,unfrozen_direct,jiufu_0d1522aef374ec_first30,FN,,28.922,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,10.43,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,11.818,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,20.822,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,22.795,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,23.94,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,25.777,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,26.923,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,27.972,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,29.603,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,0.832,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,2.78,
R3_full11,original_pipeline,jiufu_6328167f32f25e_first30,FN,,6.342,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,10.43,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,11.818,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,20.822,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,22.795,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,23.94,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,25.777,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,26.923,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,27.972,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,29.603,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,0.832,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,2.78,
R3_full11,frozen_direct,jiufu_6328167f32f25e_first30,FN,,6.342,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,10.43,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,11.818,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,20.822,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,22.795,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,23.94,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,25.777,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,26.923,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,27.972,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,29.603,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,0.832,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,2.78,
R3_full11,unfrozen_direct,jiufu_6328167f32f25e_first30,FN,,6.342,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,TP,4.022988505747127,4.073,0.05001149425287377
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,TP,22.183908045977013,21.955,0.22890804597701475
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,TP,25.17241379310345,25.378,0.20558620689655172
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,TP,27.471264367816094,27.648,0.17673563218390598
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FP,2.298850574712644,,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FP,6.0919540229885065,,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FP,14.71264367816092,,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FP,18.04597701149425,,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FP,19.885057471264368,,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FP,21.60919540229885,,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FP,23.908045977011497,,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FN,,1.845,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FN,,5.607,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FN,,7.492,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FN,,9.4,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FN,,14.332,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FN,,18.83,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FN,,23.558,
R3_full11,original_pipeline,jiufu_440a29cebcae1c_first30,FN,,29.412,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,TP,1.9540229885057472,1.845,0.10902298850574721
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,TP,4.137931034482759,4.073,0.0649310344827585
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,TP,5.6321839080459775,5.607,0.025183908045977255
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,TP,14.597701149425289,14.332,0.2657011494252881
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,TP,18.620689655172416,18.83,0.20931034482758193
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FP,7.931034482758621,,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FP,10.0,,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FP,11.264367816091957,,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FP,15.977011494252874,,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FP,20.229885057471265,,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FP,22.298850574712645,,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FP,23.10344827586207,,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FN,,7.492,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FN,,9.4,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FN,,21.955,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FN,,23.558,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FN,,25.378,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FN,,27.648,
R3_full11,frozen_direct,jiufu_440a29cebcae1c_first30,FN,,29.412,
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,TP,2.0689655172413794,1.845,0.22396551724137947
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,TP,3.9080459770114944,4.073,0.16495402298850603
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,TP,5.862068965517242,5.607,0.2550689655172418
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,TP,14.252873563218392,14.332,0.07912643678160869
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,TP,18.73563218390805,18.83,0.09436781609194966
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,TP,21.724137931034484,21.955,0.2308620689655143
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,TP,23.793103448275865,23.558,0.23510344827586493
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,TP,27.931034482758623,27.648,0.2830344827586231
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,FP,7.931034482758621,,
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,FP,9.770114942528735,,
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,FP,20.0,,
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,FP,25.977011494252874,,
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,FN,,7.492,
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,FN,,9.4,
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,FN,,25.378,
R3_full11,unfrozen_direct,jiufu_440a29cebcae1c_first30,FN,,29.412,
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,TP,0.8045977011494253,1.075,0.27040229885057465
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,TP,7.931034482758621,7.978,0.04696551724137876
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,TP,20.45977011494253,20.523,0.06322988505747063
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,TP,24.712643678160923,24.972,0.2593563218390784
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,FP,1.7241379310344829,,
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,FP,11.609195402298852,,
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,FP,19.31034482758621,,
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,FP,23.333333333333336,,
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,FN,,2.512,
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,FN,,12.33,
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,FN,,18.272,
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,FN,,22.705,
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,FN,,29.532,
R3_full11,original_pipeline,jiufu_f920435ef76ec4_first30,FN,,27.722,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,TP,8.160919540229886,7.978,0.18291954022988577
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,TP,20.229885057471265,20.523,0.29311494252873516
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,TP,27.70114942528736,27.722,0.020850574712643066
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FP,0.574712643678161,,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FP,7.011494252873564,,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FP,9.88505747126437,,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FP,14.482758620689657,,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FP,17.931034482758623,,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FP,23.448275862068968,,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FP,24.59770114942529,,
