cohort,arm,window_id,tp,fp,fn,precision,recall,f1
jiufu271,uniform,jiufu_f0f7415c6e495e_first30,0,0,22,0.0,0.0,0.0
jiufu271,uniform,jiufu_45e262858c1edf_first30,10,3,10,0.7692307692307693,0.5,0.6060606060606061
jiufu271,uniform,jiufu_59f7f9462f2c30_first30,7,10,12,0.4117647058823529,0.3684210526315789,0.3888888888888889
jiufu271,uniform,jiufu_6454a9e613172b_first30,20,5,3,0.8,0.8695652173913043,0.8333333333333334
jiufu271,uniform,jiufu_6328167f32f25e_first30,0,0,13,0.0,0.0,0.0
jiufu271,uniform,jiufu_80fa8dbe195b66_first30,11,5,11,0.6875,0.5,0.5789473684210527
jiufu271,uniform,jiufu_012d9efb7d8d4c_first30,4,6,15,0.4,0.21052631578947367,0.27586206896551724
jiufu271,uniform,jiufu_5623dc263f1364_first30,8,6,4,0.5714285714285714,0.6666666666666666,0.6153846153846154
jiufu271,uniform,jiufu_8254fd394c755d_first30,8,4,6,0.6666666666666666,0.5714285714285714,0.6153846153846154
jiufu271,uniform,jiufu_33ff2c90bde0a7_first30,5,6,3,0.45454545454545453,0.625,0.5263157894736842
jiufu271,uniform,jiufu_c37db5cf8c7d4e_first30,3,3,4,0.5,0.42857142857142855,0.46153846153846156
jiufu271,uniform,jiufu_3f44e994a4ccb7_first30,0,0,21,0.0,0.0,0.0
jiufu271,uniform,jiufu_58a951a34f7249_first30,0,0,16,0.0,0.0,0.0
jiufu271,uniform,jiufu_8ac17622997976_first30,5,5,5,0.5,0.5,0.5
jiufu271,uniform,jiufu_ee2427b1f91c14_first30,8,6,6,0.5714285714285714,0.5714285714285714,0.5714285714285714
jiufu271,uniform,jiufu_d40d50640e24a1_first30,23,6,6,0.7931034482758621,0.7931034482758621,0.7931034482758621
jiufu271,uniform,jiufu_e20abde4e3a043_first30,14,4,7,0.7777777777777778,0.6666666666666666,0.717948717948718
jiufu271,uniform,jiufu_fffa829b4cfc5f_first30,5,6,8,0.45454545454545453,0.38461538461538464,0.4166666666666667
jiufu271,uniform,jiufu_39742bec07007b_first30,7,3,13,0.7,0.35,0.4666666666666667
jiufu271,uniform,jiufu_a7f96cc7661e4a_first30,9,5,7,0.6428571428571429,0.5625,0.6
jiufu271,uniform,jiufu_f5a7ada186a785_first30,7,11,6,0.3888888888888889,0.5384615384615384,0.45161290322580644
jiufu271,uniform,jiufu_8f2aab0fc1ae4b_first30,19,11,7,0.6333333333333333,0.7307692307692307,0.6785714285714286
jiufu271,uniform,jiufu_b230c11bab398b_first30,0,0,18,0.0,0.0,0.0
jiufu271,uniform,jiufu_05aaedc28c6708_first30,4,7,5,0.36363636363636365,0.4444444444444444,0.4
jiufu271,uniform,jiufu_0d1522aef374ec_first30,9,6,5,0.6,0.6428571428571429,0.6206896551724138
jiufu271,uniform,jiufu_2cdb051142d5ab_first30,12,2,2,0.8571428571428571,0.8571428571428571,0.8571428571428571
jiufu271,uniform,jiufu_d4707a9c23271d_first30,11,3,3,0.7857142857142857,0.7857142857142857,0.7857142857142857
jiufu271,uniform,jiufu_2f0c90ece853b4_first30,14,3,3,0.8235294117647058,0.8235294117647058,0.8235294117647058
jiufu271,uniform,jiufu_57c74728570ec9_first30,12,6,8,0.6666666666666666,0.6,0.631578947368421
jiufu271,uniform,jiufu_2fc7ddf8f284e4_first30,11,9,8,0.55,0.5789473684210527,0.5641025641025641
jiufu271,uniform,jiufu_a04e9f770a2bb9_first30,10,10,13,0.5,0.43478260869565216,0.46511627906976744
jiufu271,uniform,jiufu_333df78fe49441_first30,11,4,3,0.7333333333333333,0.7857142857142857,0.7586206896551724
jiufu271,uniform,jiufu_4263d1ee2b7d38_first30,20,1,2,0.9523809523809523,0.9090909090909091,0.9302325581395349
jiufu271,uniform,jiufu_7cb985938d0a6a_first30,2,10,10,0.16666666666666666,0.16666666666666666,0.16666666666666666
jiufu271,uniform,jiufu_7c448f9ef64639_first30,8,8,7,0.5,0.5333333333333333,0.5161290322580645
jiufu271,uniform,jiufu_bc495978774317_first30,6,7,4,0.46153846153846156,0.6,0.5217391304347826
jiufu271,uniform,jiufu_e3cef2504bbb4a_first30,10,5,6,0.6666666666666666,0.625,0.6451612903225806
jiufu271,uniform,jiufu_d7a117e86dae24_first30,10,5,5,0.6666666666666666,0.6666666666666666,0.6666666666666666
jiufu271,uniform,jiufu_f339ead1fdb0ac_first30,9,9,7,0.5,0.5625,0.5294117647058824
jiufu271,uniform,jiufu_92e9f652faa64a_first30,16,2,9,0.8888888888888888,0.64,0.7441860465116279
jiufu271,uniform,jiufu_fe09caa146ddbd_first30,7,6,7,0.5384615384615384,0.5,0.5185185185185185
jiufu271,uniform,jiufu_f6c192eaf6c290_first30,6,2,7,0.75,0.46153846153846156,0.5714285714285714
jiufu271,uniform,jiufu_42e874dae20aee_first30,1,6,8,0.14285714285714285,0.1111111111111111,0.125
jiufu271,uniform,jiufu_b45e99f5e3803e_first30,19,4,3,0.8260869565217391,0.8636363636363636,0.8444444444444444
jiufu271,uniform,jiufu_fbbccb98b40ed8_first30,3,5,5,0.375,0.375,0.375
jiufu271,uniform,jiufu_b7367092cbf12f_first30,11,1,7,0.9166666666666666,0.6111111111111112,0.7333333333333333
jiufu271,uniform,jiufu_61a3c1628d9017_first30,0,0,22,0.0,0.0,0.0
jiufu271,uniform,jiufu_fbaed9c05fdf1a_first30,6,12,6,0.3333333333333333,0.5,0.4
jiufu271,uniform,jiufu_09732493a874e4_first30,6,15,4,0.2857142857142857,0.6,0.3870967741935484
jiufu271,uniform,jiufu_afbc3c7536759a_first30,0,0,20,0.0,0.0,0.0
jiufu271,uniform,jiufu_c2f523dbca4113_first30,6,10,10,0.375,0.375,0.375
jiufu271,uniform,jiufu_19a4aa849045e9_first30,13,5,4,0.7222222222222222,0.7647058823529411,0.7428571428571429
jiufu271,uniform,jiufu_bfba3aa9a87b7c_first30,12,8,4,0.6,0.75,0.6666666666666666
jiufu271,uniform,jiufu_542013dcb78dc0_first30,6,9,7,0.4,0.46153846153846156,0.42857142857142855
jiufu271,uniform,jiufu_596ccaaf7a001c_first30,10,4,5,0.7142857142857143,0.6666666666666666,0.6896551724137931
jiufu271,uniform,jiufu_9b4d8a24856a9f_first30,3,7,3,0.3,0.5,0.375
jiufu271,uniform,jiufu_a1fad2b6534006_first30,9,3,9,0.75,0.5,0.6
jiufu271,uniform,jiufu_1686565c1da471_first30,0,0,10,0.0,0.0,0.0
jiufu271,uniform,jiufu_4923eea2509695_first30,14,9,7,0.6086956521739131,0.6666666666666666,0.6363636363636364
jiufu271,uniform,jiufu_ff4c4ac565e3b0_first30,4,7,6,0.36363636363636365,0.4,0.38095238095238093
jiufu271,uniform,jiufu_24afbde80aa2d4_first30,5,2,2,0.7142857142857143,0.7142857142857143,0.7142857142857143
jiufu271,uniform,jiufu_6434f8ad9b4978_first30,0,0,17,0.0,0.0,0.0
jiufu271,uniform,jiufu_0f495ca37676e0_first30,0,0,17,0.0,0.0,0.0
jiufu271,uniform,jiufu_135fcf30e11031_first30,13,6,3,0.6842105263157895,0.8125,0.7428571428571429
jiufu271,uniform,jiufu_21792037472910_first30,4,3,2,0.5714285714285714,0.6666666666666666,0.6153846153846154
jiufu271,uniform,jiufu_fdc3b301cd9ef1_first30,2,7,4,0.2222222222222222,0.3333333333333333,0.26666666666666666
jiufu271,uniform,jiufu_b1efccc0572872_first30,8,3,1,0.7272727272727273,0.8888888888888888,0.8
jiufu271,uniform,jiufu_cbf053d260a726_first30,7,5,10,0.5833333333333334,0.4117647058823529,0.4827586206896552
jiufu271,uniform,jiufu_b7a3631a4e36ce_first30,3,7,8,0.3,0.2727272727272727,0.2857142857142857
jiufu271,uniform,jiufu_4cadeee3a7496f_first30,5,10,5,0.3333333333333333,0.5,0.4
jiufu271,uniform,jiufu_0bede2d3d6e2ef_first30,14,4,9,0.7777777777777778,0.6086956521739131,0.6829268292682927
jiufu271,uniform,jiufu_771e73351d8f0d_first30,22,3,8,0.88,0.7333333333333333,0.8
jiufu271,uniform,jiufu_ed4591eaed0b3f_first30,14,3,9,0.8235294117647058,0.6086956521739131,0.7
jiufu271,uniform,jiufu_39c814598b6c9a_first30,7,8,11,0.4666666666666667,0.3888888888888889,0.42424242424242425
jiufu271,uniform,jiufu_c79b86b8813e90_first30,0,0,12,0.0,0.0,0.0
jiufu271,uniform,jiufu_d0a278abbce35d_first30,0,0,17,0.0,0.0,0.0
jiufu271,uniform,jiufu_72f9214b6e39c9_first30,2,6,3,0.25,0.4,0.3076923076923077
jiufu271,uniform,jiufu_24b7bfc0889845_first30,0,0,14,0.0,0.0,0.0
jiufu271,uniform,jiufu_44a8b44ef7ff55_first30,6,10,4,0.375,0.6,0.46153846153846156
jiufu271,uniform,jiufu_46aefc048b6969_first30,4,9,8,0.3076923076923077,0.3333333333333333,0.32
jiufu271,uniform,jiufu_f19803e664a7cb_first30,3,9,9,0.25,0.25,0.25
jiufu271,uniform,jiufu_ca838441c991bb_first30,18,3,3,0.8571428571428571,0.8571428571428571,0.8571428571428571
jiufu271,uniform,jiufu_fc574ca4aa0e22_first30,0,0,15,0.0,0.0,0.0
jiufu271,uniform,jiufu_366cb8600d5450_first30,4,5,5,0.4444444444444444,0.4444444444444444,0.4444444444444444
jiufu271,uniform,jiufu_a72be27aa4d574_first30,4,11,5,0.26666666666666666,0.4444444444444444,0.3333333333333333
jiufu271,uniform,jiufu_cc8f24e9070eb6_first30,4,6,6,0.4,0.4,0.4
jiufu271,uniform,jiufu_658fffa214f378_first30,18,5,4,0.782608695652174,0.8181818181818182,0.8
jiufu271,uniform,jiufu_9fc4ab4ff20989_first30,0,0,13,0.0,0.0,0.0
jiufu271,uniform,jiufu_4a28bba3529d28_first30,0,0,13,0.0,0.0,0.0
jiufu271,uniform,jiufu_a005ae733f6503_first30,3,7,5,0.3,0.375,0.3333333333333333
jiufu271,uniform,jiufu_1f9c8c3925bc30_first30,2,11,12,0.15384615384615385,0.14285714285714285,0.14814814814814814
jiufu271,uniform,jiufu_14d4ade8b6206e_first30,0,0,16,0.0,0.0,0.0
jiufu271,uniform,jiufu_2b9099fd06d9e1_first30,6,11,6,0.35294117647058826,0.5,0.41379310344827586
jiufu271,uniform,jiufu_370ef65c280bd7_first30,7,10,8,0.4117647058823529,0.4666666666666667,0.4375
jiufu271,uniform,jiufu_931fb29cee6b4b_first30,6,3,8,0.6666666666666666,0.42857142857142855,0.5217391304347826
jiufu271,uniform,jiufu_b01f0755dc6a1f_first30,6,6,7,0.5,0.46153846153846156,0.48
jiufu271,uniform,jiufu_f242385ce55e15_first30,3,7,7,0.3,0.3,0.3
jiufu271,uniform,jiufu_f920435ef76ec4_first30,4,4,4,0.5,0.5,0.5
jiufu271,uniform,jiufu_7f52d294468aa5_first30,3,13,12,0.1875,0.2,0.1935483870967742
jiufu271,uniform,jiufu_11acdc6d1c6ccc_first30,4,6,8,0.4,0.3333333333333333,0.36363636363636365
jiufu271,uniform,jiufu_cc60214ff2d564_first30,3,7,9,0.3,0.25,0.2727272727272727
jiufu271,uniform,jiufu_f23fd2fe9eb848_first30,4,5,6,0.4444444444444444,0.4,0.42105263157894735
jiufu271,uniform,jiufu_766cc912612d8c_first30,0,0,13,0.0,0.0,0.0
jiufu271,uniform,jiufu_126bdac0bd036b_first30,3,9,9,0.25,0.25,0.25
jiufu271,uniform,jiufu_c6e5a206ad0c30_first30,14,3,4,0.8235294117647058,0.7777777777777778,0.8
jiufu271,uniform,jiufu_0f7af9c769fda5_first30,6,4,10,0.6,0.375,0.46153846153846156
jiufu271,uniform,jiufu_42402108cd09a9_first30,1,6,4,0.14285714285714285,0.2,0.16666666666666666
jiufu271,uniform,jiufu_a97a8ff157139f_first30,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182
jiufu271,uniform,jiufu_a45d837f891e44_first30,3,4,5,0.42857142857142855,0.375,0.4
jiufu271,uniform,jiufu_3a993354ebd1c7_first30,14,2,9,0.875,0.6086956521739131,0.717948717948718
jiufu271,uniform,jiufu_2320c69c168a7a_first30,0,0,12,0.0,0.0,0.0
jiufu271,uniform,jiufu_13f838ff73e069_first30,3,2,0,0.6,1.0,0.75
jiufu271,uniform,jiufu_34e5b460466c18_first30,0,0,13,0.0,0.0,0.0
jiufu271,uniform,jiufu_7388b7efc8afb3_first30,5,8,9,0.38461538461538464,0.35714285714285715,0.37037037037037035
jiufu271,uniform,jiufu_2fdd36fbe9a8ce_first30,9,7,7,0.5625,0.5625,0.5625
jiufu271,uniform,jiufu_ef58cd171d4783_first30,6,8,9,0.42857142857142855,0.4,0.41379310344827586
jiufu271,uniform,jiufu_96dfaf729ad3d4_first30,0,0,10,0.0,0.0,0.0
jiufu271,uniform,jiufu_dfa58f3a711e47_first30,4,5,3,0.4444444444444444,0.5714285714285714,0.5
jiufu271,uniform,jiufu_a1ceaa6025ff79_first30,8,2,9,0.8,0.47058823529411764,0.5925925925925926
jiufu271,uniform,jiufu_f6508f398bcf0f_first30,0,0,10,0.0,0.0,0.0
jiufu271,uniform,jiufu_9a1c40cbb80bb1_first30,2,7,8,0.2222222222222222,0.2,0.21052631578947367
jiufu271,uniform,jiufu_161f93bfffbe11_first30,7,2,3,0.7777777777777778,0.7,0.7368421052631579
jiufu271,uniform,jiufu_014c9b6a274fed_first30,9,3,7,0.75,0.5625,0.6428571428571429
jiufu271,uniform,jiufu_028724ccc9868d_first30,12,5,6,0.7058823529411765,0.6666666666666666,0.6857142857142857
jiufu271,uniform,jiufu_0c053f837a8b23_first30,8,9,6,0.47058823529411764,0.5714285714285714,0.5161290322580645
jiufu271,uniform,jiufu_8f6eabd7f2cb6e_first30,3,7,7,0.3,0.3,0.3
jiufu271,uniform,jiufu_21b4c4c26061d0_first30,10,5,4,0.6666666666666666,0.7142857142857143,0.6896551724137931
jiufu271,uniform,jiufu_37333d1afc0ec2_first30,5,10,7,0.3333333333333333,0.4166666666666667,0.37037037037037035
jiufu271,uniform,jiufu_1ededf79f4d325_first30,0,0,8,0.0,0.0,0.0
jiufu271,uniform,jiufu_b273cec8024eb2_first30,6,7,7,0.46153846153846156,0.46153846153846156,0.46153846153846156
jiufu271,uniform,jiufu_d1a9a7ab944633_first30,6,6,11,0.5,0.35294117647058826,0.41379310344827586
jiufu271,uniform,jiufu_908496549f5b42_first30,4,2,3,0.6666666666666666,0.5714285714285714,0.6153846153846154
jiufu271,uniform,jiufu_d3820405b5afe2_first30,0,0,9,0.0,0.0,0.0
jiufu271,uniform,jiufu_04fd6f8dc56a73_first30,9,1,2,0.9,0.8181818181818182,0.8571428571428571
jiufu271,uniform,jiufu_440a29cebcae1c_first30,6,5,7,0.5454545454545454,0.46153846153846156,0.5
jiufu271,uniform,jiufu_e2821e37ff899d_first30,10,9,3,0.5263157894736842,0.7692307692307693,0.625
jiufu271,uniform,jiufu_b80d393ca25ef8_first30,4,1,0,0.8,1.0,0.8888888888888888
jiufu271,uniform,jiufu_adb9b6776eb349_first30,15,4,6,0.7894736842105263,0.7142857142857143,0.75
jiufu271,uniform,jiufu_d837d576df8e43_first30,6,3,2,0.6666666666666666,0.75,0.7058823529411765
jiufu271,uniform,jiufu_281bc808f4d3ff_first30,3,6,10,0.3333333333333333,0.23076923076923078,0.2727272727272727
jiufu271,uniform,jiufu_bb78a10aeab6d5_first30,0,0,15,0.0,0.0,0.0
jiufu271,uniform,jiufu_4206de92a27bce_first30,13,2,1,0.8666666666666667,0.9285714285714286,0.896551724137931
jiufu271,uniform,jiufu_004d48d055c457_first30,0,0,14,0.0,0.0,0.0
jiufu271,uniform,jiufu_43743cb152c168_first30,8,5,7,0.6153846153846154,0.5333333333333333,0.5714285714285714
jiufu271,uniform,jiufu_d7498380edb383_first30,3,9,9,0.25,0.25,0.25
jiufu271,uniform,jiufu_512d98136d6412_first30,4,10,10,0.2857142857142857,0.2857142857142857,0.2857142857142857
jiufu271,uniform,jiufu_7b10e1dbd08a03_first30,0,0,14,0.0,0.0,0.0
jiufu271,uniform,jiufu_1b1d8d9b6faec7_first30,4,7,10,0.36363636363636365,0.2857142857142857,0.32
jiufu271,uniform,jiufu_1a11fc33fcb6cf_first30,7,7,7,0.5,0.5,0.5
jiufu271,uniform,jiufu_993a2261c33ae0_first30,11,4,5,0.7333333333333333,0.6875,0.7096774193548387
jiufu271,uniform,jiufu_15023a4d62f18e_first30,18,6,6,0.75,0.75,0.75
jiufu271,uniform,jiufu_bcea2687a6b788_first30,9,6,12,0.6,0.42857142857142855,0.5
jiufu271,uniform,jiufu_4a3dc560468965_first30,0,0,16,0.0,0.0,0.0
jiufu271,uniform,jiufu_af70c3cc180ae2_first30,0,0,7,0.0,0.0,0.0
jiufu271,uniform,jiufu_fe965ff4644d07_first30,7,7,7,0.5,0.5,0.5
jiufu271,uniform,jiufu_f6bca344b2c8ce_first30,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
jiufu271,uniform,jiufu_ce6ff507b22ee9_first30,5,13,6,0.2777777777777778,0.45454545454545453,0.3448275862068966
jiufu271,uniform,jiufu_075ed4d93c9959_first30,6,3,5,0.6666666666666666,0.5454545454545454,0.6
jiufu271,uniform,jiufu_234cbf6b627421_first30,3,1,17,0.75,0.15,0.25
jiufu271,uniform,jiufu_0f85cab7ac58ae_first30,12,3,4,0.8,0.75,0.7741935483870968
jiufu271,uniform,jiufu_55441b4c6fe974_first30,5,8,7,0.38461538461538464,0.4166666666666667,0.4
jiufu271,uniform,jiufu_d074036ef96d31_first30,8,6,5,0.5714285714285714,0.6153846153846154,0.5925925925925926
jiufu271,uniform,jiufu_cdaa16888fda03_first30,2,7,7,0.2222222222222222,0.2222222222222222,0.2222222222222222
jiufu271,uniform,jiufu_b7ed63dc0d8295_first30,4,11,7,0.26666666666666666,0.36363636363636365,0.3076923076923077
jiufu271,uniform,jiufu_7f3b12c4283ff8_first30,0,0,11,0.0,0.0,0.0
jiufu271,uniform,jiufu_36d04432159cdf_first30,0,0,10,0.0,0.0,0.0
jiufu271,uniform,jiufu_9ddfe0afe06424_first30,7,6,8,0.5384615384615384,0.4666666666666667,0.5
jiufu271,uniform,jiufu_7beb44b12a5f36_first30,0,0,8,0.0,0.0,0.0
lindian49,native,16170075_anchored_30s,18,9,10,0.6666666666666666,0.6428571428571429,0.6545454545454545
lindian49,native,170272_anchored_30s,19,7,5,0.7307692307692307,0.7916666666666666,0.76
lindian49,native,170333_anchored_30s,10,10,6,0.5,0.625,0.5555555555555556
lindian49,native,170334_anchored_30s,5,13,13,0.2777777777777778,0.2777777777777778,0.2777777777777778
lindian49,native,177395_anchored_30s,34,1,2,0.9714285714285714,0.9444444444444444,0.9577464788732394
lindian49,native,190546_anchored_30s,7,16,14,0.30434782608695654,0.3333333333333333,0.3181818181818182
lindian49,native,190588_anchored_30s,14,9,9,0.6086956521739131,0.6086956521739131,0.6086956521739131
lindian49,native,196434_anchored_30s,6,9,10,0.4,0.375,0.3870967741935484
lindian49,native,200713_anchored_30s,16,4,2,0.8,0.8888888888888888,0.8421052631578947
lindian49,native,200718_anchored_30s,13,5,4,0.7222222222222222,0.7647058823529411,0.7428571428571429
lindian49,native,210989_anchored_30s,17,2,1,0.8947368421052632,0.9444444444444444,0.918918918918919
lindian49,native,211056_anchored_30s,17,8,7,0.68,0.7083333333333334,0.6938775510204082
lindian49,native,211070_anchored_30s,16,9,12,0.64,0.5714285714285714,0.6037735849056604
lindian49,native,ba170296_anchored_30s,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334
lindian49,native,ba177610_anchored_30s,20,3,3,0.8695652173913043,0.8695652173913043,0.8695652173913043
lindian49,native,ba455_anchored_30s,23,7,4,0.7666666666666667,0.8518518518518519,0.8070175438596491
lindian49,native,ba6516_anchored_30s,18,6,4,0.75,0.8181818181818182,0.782608695652174
lindian49,native,bs0514_anchored_30s,14,6,7,0.7,0.6666666666666666,0.6829268292682927
lindian49,native,bs170227_anchored_30s,13,5,6,0.7222222222222222,0.6842105263157895,0.7027027027027027
lindian49,native,bs177611_anchored_30s,14,5,5,0.7368421052631579,0.7368421052631579,0.7368421052631579
lindian49,native,bs189556_anchored_30s,2,11,11,0.15384615384615385,0.15384615384615385,0.15384615384615385
lindian49,native,bs190624_anchored_30s,25,2,2,0.9259259259259259,0.9259259259259259,0.9259259259259259
lindian49,native,bs200673_anchored_30s,31,0,2,1.0,0.9393939393939394,0.96875
lindian49,native,bs200794_anchored_30s,20,9,9,0.6896551724137931,0.6896551724137931,0.6896551724137931
lindian49,native,bs210974_anchored_30s,14,9,14,0.6086956521739131,0.5,0.5490196078431373
lindian49,native,bs211046_anchored_30s,14,3,5,0.8235294117647058,0.7368421052631579,0.7777777777777778
lindian49,native,bs211063_anchored_30s,30,2,2,0.9375,0.9375,0.9375
lindian49,native,bs450_anchored_30s,28,4,5,0.875,0.8484848484848485,0.8615384615384616
lindian49,native,bs455_anchored_30s,16,4,5,0.8,0.7619047619047619,0.7804878048780488
lindian49,native,bs4717_anchored_30s,26,5,4,0.8387096774193549,0.8666666666666667,0.8524590163934426
lindian49,native,bs6516_anchored_30s,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334
lindian49,native,ns170082_anchored_30s,26,5,3,0.8387096774193549,0.896551724137931,0.8666666666666667
lindian49,native,ns179166_anchored_30s,33,3,1,0.9166666666666666,0.9705882352941176,0.9428571428571428
lindian49,native,ns196527_anchored_30s,27,10,6,0.7297297297297297,0.8181818181818182,0.7714285714285715
lindian49,native,ns200886_anchored_30s,24,7,4,0.7741935483870968,0.8571428571428571,0.8135593220338984
lindian49,native,ns210947_anchored_30s,12,9,12,0.5714285714285714,0.5,0.5333333333333333
lindian49,native,ns211003_anchored_30s,18,4,3,0.8181818181818182,0.8571428571428571,0.8372093023255814
lindian49,native,ns211095_anchored_30s,16,10,7,0.6153846153846154,0.6956521739130435,0.6530612244897959
lindian49,native,ns211146_anchored_30s,19,12,9,0.6129032258064516,0.6785714285714286,0.6440677966101694
lindian49,native,zs170236_anchored_30s,23,8,7,0.7419354838709677,0.7666666666666667,0.7540983606557377
lindian49,native,zs170416_anchored_30s,17,4,5,0.8095238095238095,0.7727272727272727,0.7906976744186046
lindian49,native,zs170554_anchored_30s,14,8,9,0.6363636363636364,0.6086956521739131,0.6222222222222222
lindian49,native,zs190621_anchored_30s,14,5,7,0.7368421052631579,0.6666666666666666,0.7
lindian49,native,zs197000_anchored_30s,23,2,3,0.92,0.8846153846153846,0.9019607843137255
lindian49,native,zs200751_anchored_30s,27,2,2,0.9310344827586207,0.9310344827586207,0.9310344827586207
lindian49,native,zs200783_anchored_30s,15,7,6,0.6818181818181818,0.7142857142857143,0.6976744186046512
lindian49,native,zs211062_anchored_30s,13,8,3,0.6190476190476191,0.8125,0.7027027027027027
lindian49,uniform,16170075_anchored_30s,19,8,9,0.7037037037037037,0.6785714285714286,0.6909090909090909
lindian49,uniform,170272_anchored_30s,19,7,5,0.7307692307692307,0.7916666666666666,0.76
lindian49,uniform,170333_anchored_30s,9,11,7,0.45,0.5625,0.5
lindian49,uniform,170334_anchored_30s,4,14,14,0.2222222222222222,0.2222222222222222,0.2222222222222222
lindian49,uniform,177395_anchored_30s,33,2,3,0.9428571428571428,0.9166666666666666,0.9295774647887324
lindian49,uniform,190546_anchored_30s,7,17,14,0.2916666666666667,0.3333333333333333,0.3111111111111111
lindian49,uniform,190588_anchored_30s,16,7,7,0.6956521739130435,0.6956521739130435,0.6956521739130435
lindian49,uniform,196434_anchored_30s,7,8,9,0.4666666666666667,0.4375,0.45161290322580644
lindian49,uniform,200713_anchored_30s,15,5,3,0.75,0.8333333333333334,0.7894736842105263
lindian49,uniform,200718_anchored_30s,13,5,4,0.7222222222222222,0.7647058823529411,0.7428571428571429
lindian49,uniform,210989_anchored_30s,18,1,0,0.9473684210526315,1.0,0.972972972972973
lindian49,uniform,211056_anchored_30s,19,6,5,0.76,0.7916666666666666,0.7755102040816326
lindian49,uniform,211070_anchored_30s,16,9,12,0.64,0.5714285714285714,0.6037735849056604
lindian49,uniform,ba170296_anchored_30s,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334
lindian49,uniform,ba177610_anchored_30s,20,3,3,0.8695652173913043,0.8695652173913043,0.8695652173913043
lindian49,uniform,ba455_anchored_30s,22,7,5,0.7586206896551724,0.8148148148148148,0.7857142857142857
lindian49,uniform,ba6516_anchored_30s,18,6,4,0.75,0.8181818181818182,0.782608695652174
lindian49,uniform,bs0514_anchored_30s,12,8,9,0.6,0.5714285714285714,0.5853658536585366
lindian49,uniform,bs170227_anchored_30s,11,7,8,0.6111111111111112,0.5789473684210527,0.5945945945945946
lindian49,uniform,bs177611_anchored_30s,14,5,5,0.7368421052631579,0.7368421052631579,0.7368421052631579
lindian49,uniform,bs189556_anchored_30s,2,11,11,0.15384615384615385,0.15384615384615385,0.15384615384615385
lindian49,uniform,bs190624_anchored_30s,24,3,3,0.8888888888888888,0.8888888888888888,0.8888888888888888
lindian49,uniform,bs200673_anchored_30s,31,0,2,1.0,0.9393939393939394,0.96875
lindian49,uniform,bs200794_anchored_30s,24,5,5,0.8275862068965517,0.8275862068965517,0.8275862068965517
lindian49,uniform,bs210974_anchored_30s,16,7,12,0.6956521739130435,0.5714285714285714,0.6274509803921569
lindian49,uniform,bs211046_anchored_30s,14,3,5,0.8235294117647058,0.7368421052631579,0.7777777777777778
lindian49,uniform,bs211063_anchored_30s,29,3,3,0.90625,0.90625,0.90625
lindian49,uniform,bs450_anchored_30s,27,5,6,0.84375,0.8181818181818182,0.8307692307692308
lindian49,uniform,bs455_anchored_30s,16,4,5,0.8,0.7619047619047619,0.7804878048780488
lindian49,uniform,bs4717_anchored_30s,26,5,4,0.8387096774193549,0.8666666666666667,0.8524590163934426
lindian49,uniform,bs6516_anchored_30s,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334
lindian49,uniform,ns170082_anchored_30s,26,5,3,0.8387096774193549,0.896551724137931,0.8666666666666667
lindian49,uniform,ns179166_anchored_30s,32,4,2,0.8888888888888888,0.9411764705882353,0.9142857142857143
lindian49,uniform,ns196527_anchored_30s,23,13,10,0.6388888888888888,0.696969696969697,0.6666666666666666
lindian49,uniform,ns200886_anchored_30s,22,9,6,0.7096774193548387,0.7857142857142857,0.7457627118644068
lindian49,uniform,ns210947_anchored_30s,12,9,12,0.5714285714285714,0.5,0.5333333333333333
lindian49,uniform,ns211003_anchored_30s,16,6,5,0.7272727272727273,0.7619047619047619,0.7441860465116279
lindian49,uniform,ns211095_anchored_30s,16,10,7,0.6153846153846154,0.6956521739130435,0.6530612244897959
lindian49,uniform,ns211146_anchored_30s,21,10,7,0.6774193548387096,0.75,0.711864406779661
lindian49,uniform,zs170236_anchored_30s,22,9,8,0.7096774193548387,0.7333333333333333,0.7213114754098361
lindian49,uniform,zs170416_anchored_30s,17,4,5,0.8095238095238095,0.7727272727272727,0.7906976744186046
lindian49,uniform,zs170554_anchored_30s,17,5,6,0.7727272727272727,0.7391304347826086,0.7555555555555555
lindian49,uniform,zs190621_anchored_30s,14,5,7,0.7368421052631579,0.6666666666666666,0.7
lindian49,uniform,zs197000_anchored_30s,23,2,3,0.92,0.8846153846153846,0.9019607843137255
lindian49,uniform,zs200751_anchored_30s,26,3,3,0.896551724137931,0.896551724137931,0.896551724137931
lindian49,uniform,zs200783_anchored_30s,15,7,6,0.6818181818181818,0.7142857142857143,0.6976744186046512
lindian49,uniform,zs211062_anchored_30s,13,8,3,0.6190476190476191,0.8125,0.7027027027027027
