fold,subset,frame_id,cow_id,threshold,expected,predicted,correct,max_confidence,correct_max_confidence
1,training,R3-09_t20,1487,0.25,2,2,2,0.842187762260437,0.842187762260437
1,training,R3-09_t20,1487,0.001,2,2,2,0.842187762260437,0.842187762260437
1,training,R3-10_t00,1428,0.25,2,2,2,0.9005376100540161,0.9005376100540161
1,training,R3-10_t00,1428,0.001,2,2,2,0.9005376100540161,0.9005376100540161
1,training,R3-10_t10,1428,0.25,0,0,0,0.0,0.0
1,training,R3-10_t10,1428,0.001,0,2,0,0.01676211692392826,0.0
1,training,R3-10_t20,1428,0.25,2,1,1,0.5652694702148438,0.5652694702148438
1,training,R3-10_t20,1428,0.001,2,2,1,0.5652694702148438,0.5652694702148438
1,heldout,R3-11_t00,683,0.25,2,0,0,0.0,0.0
1,heldout,R3-11_t00,683,0.001,2,2,2,0.2053176611661911,0.2053176611661911
1,heldout,R3-11_t10,683,0.25,0,0,0,0.0,0.0
1,heldout,R3-11_t10,683,0.001,0,2,0,0.04414771497249603,0.0
1,heldout,R3-11_t20,683,0.25,0,1,0,0.276885062456131,0.0
1,heldout,R3-11_t20,683,0.001,0,2,0,0.276885062456131,0.0
1,heldout,R3-14_t00,583,0.25,2,1,1,0.31893160939216614,0.31893160939216614
1,heldout,R3-14_t00,583,0.001,2,2,1,0.31893160939216614,0.31893160939216614
1,heldout,R3-14_t10,583,0.25,2,2,1,0.7551164031028748,0.7551164031028748
1,heldout,R3-14_t10,583,0.001,2,2,1,0.7551164031028748,0.7551164031028748
1,heldout,R3-14_t20,583,0.25,2,2,2,0.6736707091331482,0.6736707091331482
1,heldout,R3-14_t20,583,0.001,2,2,2,0.6736707091331482,0.6736707091331482
1,training,R3-22_t00,743,0.25,0,0,0,0.0,0.0
1,training,R3-22_t00,743,0.001,0,2,0,0.0021739399526268244,0.0
1,training,R3-22_t10,743,0.25,1,1,1,0.6728164553642273,0.6728164553642273
1,training,R3-22_t10,743,0.001,1,2,1,0.6728164553642273,0.6728164553642273
1,training,R3-22_t20,743,0.25,2,2,2,0.7794989347457886,0.7794989347457886
1,training,R3-22_t20,743,0.001,2,2,2,0.7794989347457886,0.7794989347457886
1,training,R3-23_t00,1308,0.25,2,2,2,0.9295799732208252,0.9295799732208252
1,training,R3-23_t00,1308,0.001,2,2,2,0.9295799732208252,0.9295799732208252
1,training,R3-23_t10,1308,0.25,0,0,0,0.0,0.0
1,training,R3-23_t10,1308,0.001,0,2,0,0.009135507047176361,0.0
1,training,R3-23_t20,1308,0.25,1,1,1,0.9023394584655762,0.9023394584655762
1,training,R3-23_t20,1308,0.001,1,2,1,0.9023394584655762,0.9023394584655762
1,training,R3-24_t00,1129,0.25,1,2,1,0.6510815024375916,0.6510815024375916
1,training,R3-24_t00,1129,0.001,1,2,1,0.6510815024375916,0.6510815024375916
1,training,R3-24_t10,1129,0.25,2,2,2,0.7322022914886475,0.7322022914886475
1,training,R3-24_t10,1129,0.001,2,2,2,0.7322022914886475,0.7322022914886475
1,training,R3-24_t20,1129,0.25,1,1,1,0.5786011815071106,0.5786011815071106
1,training,R3-24_t20,1129,0.001,1,2,1,0.5786011815071106,0.5786011815071106
2,training,R3-01_t00,1414,0.25,2,2,2,0.9230964779853821,0.9230964779853821
2,training,R3-01_t00,1414,0.001,2,2,2,0.9230964779853821,0.9230964779853821
2,training,R3-01_t10,1414,0.25,1,1,1,0.9303184747695923,0.9303184747695923
2,training,R3-01_t10,1414,0.001,1,2,1,0.9303184747695923,0.9303184747695923
2,training,R3-01_t20,1414,0.25,1,1,1,0.9376891255378723,0.9376891255378723
2,training,R3-01_t20,1414,0.001,1,2,1,0.9376891255378723,0.9376891255378723
2,training,R3-02_t00,659,0.25,2,1,1,0.916917622089386,0.916917622089386
2,training,R3-02_t00,659,0.001,2,2,2,0.916917622089386,0.916917622089386
2,training,R3-02_t10,659,0.25,2,2,2,0.89565509557724,0.89565509557724
2,training,R3-02_t10,659,0.001,2,2,2,0.89565509557724,0.89565509557724
2,training,R3-02_t20,659,0.25,2,2,2,0.7631043791770935,0.7631043791770935
2,training,R3-02_t20,659,0.001,2,2,2,0.7631043791770935,0.7631043791770935
2,heldout,R3-03_t00,957,0.25,1,1,1,0.6633772253990173,0.6633772253990173
2,heldout,R3-03_t00,957,0.001,1,2,1,0.6633772253990173,0.6633772253990173
2,heldout,R3-03_t10,957,0.25,0,0,0,0.0,0.0
2,heldout,R3-03_t10,957,0.001,0,2,0,0.013599934987723827,0.0
2,heldout,R3-03_t20,957,0.25,2,0,0,0.0,0.0
2,heldout,R3-03_t20,957,0.001,2,2,0,0.006607964169234037,0.0
2,training,R3-05_t00,A1022205,0.25,2,2,2,0.9322243928909302,0.9322243928909302
2,training,R3-05_t00,A1022205,0.001,2,2,2,0.9322243928909302,0.9322243928909302
2,training,R3-05_t10,A1022205,0.25,1,1,1,0.8453219532966614,0.8453219532966614
2,training,R3-05_t10,A1022205,0.001,1,2,1,0.8453219532966614,0.8453219532966614
2,training,R3-05_t20,A1022205,0.25,1,0,0,0.0,0.0
2,training,R3-05_t20,A1022205,0.001,1,2,1,0.11793424189090729,0.11793424189090729
2,training,R3-06_t00,1371,0.25,2,2,2,0.5012977123260498,0.5012977123260498
2,training,R3-06_t00,1371,0.001,2,2,2,0.5012977123260498,0.5012977123260498
2,training,R3-06_t10,1371,0.25,2,2,2,0.8220799565315247,0.8220799565315247
2,training,R3-06_t10,1371,0.001,2,2,2,0.8220799565315247,0.8220799565315247
2,training,R3-06_t20,1371,0.25,1,1,1,0.698979377746582,0.698979377746582
2,training,R3-06_t20,1371,0.001,1,2,1,0.698979377746582,0.698979377746582
2,heldout,R3-09_t00,1487,0.25,2,2,1,0.8114830851554871,0.8114830851554871
2,heldout,R3-09_t00,1487,0.001,2,2,1,0.8114830851554871,0.8114830851554871
2,heldout,R3-09_t10,1487,0.25,2,2,1,0.6815299391746521,0.6815299391746521
2,heldout,R3-09_t10,1487,0.001,2,2,1,0.6815299391746521,0.6815299391746521
2,heldout,R3-09_t20,1487,0.25,2,2,2,0.827227771282196,0.827227771282196
2,heldout,R3-09_t20,1487,0.001,2,2,2,0.827227771282196,0.827227771282196
2,heldout,R3-10_t00,1428,0.25,2,2,2,0.7973907589912415,0.7973907589912415
2,heldout,R3-10_t00,1428,0.001,2,2,2,0.7973907589912415,0.7973907589912415
2,heldout,R3-10_t10,1428,0.25,0,0,0,0.0,0.0
2,heldout,R3-10_t10,1428,0.001,0,2,0,0.1268034428358078,0.0
2,heldout,R3-10_t20,1428,0.25,2,1,0,0.37580177187919617,0.0
2,heldout,R3-10_t20,1428,0.001,2,2,0,0.37580177187919617,0.0
2,training,R3-11_t00,683,0.25,2,2,2,0.9365144371986389,0.9365144371986389
2,training,R3-11_t00,683,0.001,2,2,2,0.9365144371986389,0.9365144371986389
2,training,R3-11_t10,683,0.25,0,0,0,0.0,0.0
2,training,R3-11_t10,683,0.001,0,2,0,0.0040289247408509254,0.0
2,training,R3-11_t20,683,0.25,0,0,0,0.0,0.0
2,training,R3-11_t20,683,0.001,0,2,0,0.006401813123375177,0.0
2,training,R3-14_t00,583,0.25,2,2,2,0.5121417045593262,0.5121417045593262
2,training,R3-14_t00,583,0.001,2,2,2,0.5121417045593262,0.5121417045593262
2,training,R3-14_t10,583,0.25,2,1,1,0.7590994834899902,0.7590994834899902
2,training,R3-14_t10,583,0.001,2,2,2,0.7590994834899902,0.7590994834899902
2,training,R3-14_t20,583,0.25,2,2,2,0.5772433280944824,0.5772433280944824
2,training,R3-14_t20,583,0.001,2,2,2,0.5772433280944824,0.5772433280944824
2,heldout,R3-22_t00,743,0.25,0,0,0,0.0,0.0
2,heldout,R3-22_t00,743,0.001,0,2,0,0.004706095438450575,0.0
2,heldout,R3-22_t10,743,0.25,1,0,0,0.0,0.0
2,heldout,R3-22_t10,743,0.001,1,2,0,0.08106158673763275,0.0
2,heldout,R3-22_t20,743,0.25,2,0,0,0.0,0.0
2,heldout,R3-22_t20,743,0.001,2,2,1,0.13648538291454315,0.13648538291454315
2,training,R3-23_t00,1308,0.25,2,2,2,0.8661949038505554,0.8661949038505554
2,training,R3-23_t00,1308,0.001,2,2,2,0.8661949038505554,0.8661949038505554
2,training,R3-23_t10,1308,0.25,0,0,0,0.0,0.0
2,training,R3-23_t10,1308,0.001,0,2,0,0.05420733615756035,0.0
2,training,R3-23_t20,1308,0.25,1,1,1,0.9207720160484314,0.9207720160484314
2,training,R3-23_t20,1308,0.001,1,2,1,0.9207720160484314,0.9207720160484314
2,training,R3-24_t00,1129,0.25,1,1,1,0.6005329489707947,0.6005329489707947
2,training,R3-24_t00,1129,0.001,1,2,1,0.6005329489707947,0.6005329489707947
2,training,R3-24_t10,1129,0.25,2,2,2,0.5272703766822815,0.5272703766822815
2,training,R3-24_t10,1129,0.001,2,2,2,0.5272703766822815,0.5272703766822815
2,training,R3-24_t20,1129,0.25,1,1,1,0.9131348133087158,0.9131348133087158
2,training,R3-24_t20,1129,0.001,1,2,1,0.9131348133087158,0.9131348133087158
