fold,subset,frame_id,cow_id,threshold,expected,predicted,correct,max_confidence,correct_max_confidence
0,heldout,R3-23_t20,1308,0.001,1,2,1,0.024956561625003815,0.019184472039341927
0,heldout,R3-24_t00,1129,0.25,1,0,0,0.0,0.0
0,heldout,R3-24_t00,1129,0.001,1,2,1,0.05051707848906517,0.05051707848906517
0,heldout,R3-24_t10,1129,0.25,2,0,0,0.0,0.0
0,heldout,R3-24_t10,1129,0.001,2,2,1,0.008415778167545795,0.007086627651005983
0,heldout,R3-24_t20,1129,0.25,1,0,0,0.0,0.0
0,heldout,R3-24_t20,1129,0.001,1,2,1,0.05093948170542717,0.05038745701313019
1,heldout,R3-01_t00,1414,0.25,2,0,0,0.0,0.0
1,heldout,R3-01_t00,1414,0.001,2,2,0,0.004578106105327606,0.0
1,heldout,R3-01_t10,1414,0.25,1,0,0,0.0,0.0
1,heldout,R3-01_t10,1414,0.001,1,2,0,0.03433188050985336,0.0
1,heldout,R3-01_t20,1414,0.25,1,0,0,0.0,0.0
1,heldout,R3-01_t20,1414,0.001,1,2,0,0.016959112137556076,0.0
1,training,R3-02_t00,659,0.25,2,0,0,0.0,0.0
1,training,R3-02_t00,659,0.001,2,2,1,0.044330596923828125,0.044330596923828125
1,training,R3-02_t10,659,0.25,2,0,0,0.0,0.0
1,training,R3-02_t10,659,0.001,2,2,2,0.15771977603435516,0.15771977603435516
1,training,R3-02_t20,659,0.25,2,1,1,0.2583569586277008,0.2583569586277008
1,training,R3-02_t20,659,0.001,2,2,1,0.2583569586277008,0.2583569586277008
1,training,R3-03_t00,957,0.25,1,1,1,0.28282076120376587,0.28282076120376587
1,training,R3-03_t00,957,0.001,1,2,1,0.28282076120376587,0.28282076120376587
1,training,R3-03_t10,957,0.25,0,0,0,0.0,0.0
1,training,R3-03_t10,957,0.001,0,2,0,0.0030609406530857086,0.0
1,training,R3-03_t20,957,0.25,2,0,0,0.0,0.0
1,training,R3-03_t20,957,0.001,2,2,1,0.07720507681369781,0.07070702314376831
1,heldout,R3-05_t00,A1022205,0.25,2,0,0,0.0,0.0
1,heldout,R3-05_t00,A1022205,0.001,2,2,0,0.020608091726899147,0.0
1,heldout,R3-05_t10,A1022205,0.25,1,0,0,0.0,0.0
1,heldout,R3-05_t10,A1022205,0.001,1,2,1,0.10778173059225082,0.10778173059225082
1,heldout,R3-05_t20,A1022205,0.25,1,0,0,0.0,0.0
1,heldout,R3-05_t20,A1022205,0.001,1,2,0,0.01697499305009842,0.0
1,training,R3-06_t00,1371,0.25,2,0,0,0.0,0.0
1,training,R3-06_t00,1371,0.001,2,2,1,0.022660521790385246,0.01835554651916027
1,training,R3-06_t10,1371,0.25,2,0,0,0.0,0.0
1,training,R3-06_t10,1371,0.001,2,2,0,0.03470325469970703,0.0
1,training,R3-06_t20,1371,0.25,1,0,0,0.0,0.0
1,training,R3-06_t20,1371,0.001,1,2,0,0.0028027095831930637,0.0
1,training,R3-09_t00,1487,0.25,2,1,0,0.2928125858306885,0.0
1,training,R3-09_t00,1487,0.001,2,2,1,0.2928125858306885,0.20985165238380432
1,training,R3-09_t10,1487,0.25,2,0,0,0.0,0.0
1,training,R3-09_t10,1487,0.001,2,2,1,0.05060414969921112,0.05060414969921112
1,training,R3-09_t20,1487,0.25,2,1,1,0.35625526309013367,0.35625526309013367
1,training,R3-09_t20,1487,0.001,2,2,1,0.35625526309013367,0.35625526309013367
1,training,R3-10_t00,1428,0.25,2,1,1,0.31804028153419495,0.31804028153419495
1,training,R3-10_t00,1428,0.001,2,2,1,0.31804028153419495,0.31804028153419495
1,training,R3-10_t10,1428,0.25,0,0,0,0.0,0.0
1,training,R3-10_t10,1428,0.001,0,2,0,0.007679968606680632,0.0
1,training,R3-10_t20,1428,0.25,2,0,0,0.0,0.0
1,training,R3-10_t20,1428,0.001,2,2,1,0.11948598176240921,0.10574813932180405
1,heldout,R3-11_t00,683,0.25,2,0,0,0.0,0.0
1,heldout,R3-11_t00,683,0.001,2,2,0,0.11540140956640244,0.0
1,heldout,R3-11_t10,683,0.25,0,0,0,0.0,0.0
1,heldout,R3-11_t10,683,0.001,0,2,0,0.09596217423677444,0.0
1,heldout,R3-11_t20,683,0.25,0,0,0,0.0,0.0
1,heldout,R3-11_t20,683,0.001,0,2,0,0.1048579066991806,0.0
1,heldout,R3-14_t00,583,0.25,2,0,0,0.0,0.0
1,heldout,R3-14_t00,583,0.001,2,2,0,0.04377409815788269,0.0
1,heldout,R3-14_t10,583,0.25,2,0,0,0.0,0.0
1,heldout,R3-14_t10,583,0.001,2,2,1,0.08192941546440125,0.0739465281367302
1,heldout,R3-14_t20,583,0.25,2,0,0,0.0,0.0
1,heldout,R3-14_t20,583,0.001,2,2,1,0.049714576452970505,0.040850088000297546
1,training,R3-22_t00,743,0.25,0,0,0,0.0,0.0
1,training,R3-22_t00,743,0.001,0,2,0,0.005876236129552126,0.0
1,training,R3-22_t10,743,0.25,1,0,0,0.0,0.0
1,training,R3-22_t10,743,0.001,1,2,1,0.08871688693761826,0.06775066256523132
1,training,R3-22_t20,743,0.25,2,0,0,0.0,0.0
1,training,R3-22_t20,743,0.001,2,2,0,0.03557811677455902,0.0
1,training,R3-23_t00,1308,0.25,2,0,0,0.0,0.0
1,training,R3-23_t00,1308,0.001,2,2,1,0.20414450764656067,0.12199145555496216
1,training,R3-23_t10,1308,0.25,0,0,0,0.0,0.0
1,training,R3-23_t10,1308,0.001,0,2,0,0.006339387036859989,0.0
1,training,R3-23_t20,1308,0.25,1,0,0,0.0,0.0
1,training,R3-23_t20,1308,0.001,1,2,1,0.08496352285146713,0.08104811608791351
1,training,R3-24_t00,1129,0.25,1,2,1,0.291524201631546,0.291524201631546
1,training,R3-24_t00,1129,0.001,1,2,1,0.291524201631546,0.291524201631546
1,training,R3-24_t10,1129,0.25,2,0,0,0.0,0.0
1,training,R3-24_t10,1129,0.001,2,2,2,0.04951181635260582,0.04951181635260582
1,training,R3-24_t20,1129,0.25,1,1,0,0.30839473009109497,0.0
1,training,R3-24_t20,1129,0.001,1,2,1,0.30839473009109497,0.19744248688220978
2,training,R3-01_t00,1414,0.25,2,0,0,0.0,0.0
2,training,R3-01_t00,1414,0.001,2,2,2,0.008352397009730339,0.008352397009730339
2,training,R3-01_t10,1414,0.25,1,0,0,0.0,0.0
2,training,R3-01_t10,1414,0.001,1,2,1,0.006118522956967354,0.006118522956967354
2,training,R3-01_t20,1414,0.25,1,0,0,0.0,0.0
2,training,R3-01_t20,1414,0.001,1,2,0,0.010123198851943016,0.0
2,training,R3-02_t00,659,0.25,2,0,0,0.0,0.0
2,training,R3-02_t00,659,0.001,2,2,0,0.029880903661251068,0.0
2,training,R3-02_t10,659,0.25,2,0,0,0.0,0.0
2,training,R3-02_t10,659,0.001,2,2,1,0.14375866949558258,0.11186729371547699
2,training,R3-02_t20,659,0.25,2,0,0,0.0,0.0
2,training,R3-02_t20,659,0.001,2,2,2,0.021888239309191704,0.021888239309191704
2,heldout,R3-03_t00,957,0.25,1,0,0,0.0,0.0
2,heldout,R3-03_t00,957,0.001,1,2,1,0.026158971711993217,0.01671672984957695
2,heldout,R3-03_t10,957,0.25,0,0,0,0.0,0.0
2,heldout,R3-03_t10,957,0.001,0,2,0,0.004015324171632528,0.0
2,heldout,R3-03_t20,957,0.25,2,0,0,0.0,0.0
2,heldout,R3-03_t20,957,0.001,2,2,1,0.011276696808636189,0.010826299898326397
2,training,R3-05_t00,A1022205,0.25,2,0,0,0.0,0.0
2,training,R3-05_t00,A1022205,0.001,2,2,0,0.002701615449041128,0.0
2,training,R3-05_t10,A1022205,0.25,1,0,0,0.0,0.0
2,training,R3-05_t10,A1022205,0.001,1,2,1,0.00625977385789156,0.00625977385789156
2,training,R3-05_t20,A1022205,0.25,1,0,0,0.0,0.0
2,training,R3-05_t20,A1022205,0.001,1,2,0,0.004778346046805382,0.0
2,training,R3-06_t00,1371,0.25,2,0,0,0.0,0.0
2,training,R3-06_t00,1371,0.001,2,2,0,0.0037812432274222374,0.0
2,training,R3-06_t10,1371,0.25,2,0,0,0.0,0.0
2,training,R3-06_t10,1371,0.001,2,2,1,0.025198932737112045,0.010908793658018112
2,training,R3-06_t20,1371,0.25,1,0,0,0.0,0.0
2,training,R3-06_t20,1371,0.001,1,2,0,0.0012998038437217474,0.0
2,heldout,R3-09_t00,1487,0.25,2,0,0,0.0,0.0
2,heldout,R3-09_t00,1487,0.001,2,2,1,0.03428998216986656,0.020702814683318138
2,heldout,R3-09_t10,1487,0.25,2,0,0,0.0,0.0
2,heldout,R3-09_t10,1487,0.001,2,2,1,0.011656257323920727,0.011656257323920727
2,heldout,R3-09_t20,1487,0.25,2,0,0,0.0,0.0
2,heldout,R3-09_t20,1487,0.001,2,2,1,0.05744738131761551,0.032054249197244644
2,heldout,R3-10_t00,1428,0.25,2,0,0,0.0,0.0
2,heldout,R3-10_t00,1428,0.001,2,2,1,0.034609727561473846,0.034609727561473846
2,heldout,R3-10_t10,1428,0.25,0,0,0,0.0,0.0
2,heldout,R3-10_t10,1428,0.001,0,2,0,0.008491639979183674,0.0
2,heldout,R3-10_t20,1428,0.25,2,0,0,0.0,0.0
2,heldout,R3-10_t20,1428,0.001,2,2,0,0.012876597233116627,0.0
2,training,R3-11_t00,683,0.25,2,0,0,0.0,0.0
2,training,R3-11_t00,683,0.001,2,2,1,0.008906230330467224,0.00782418716698885
2,training,R3-11_t10,683,0.25,0,0,0,0.0,0.0
2,training,R3-11_t10,683,0.001,0,2,0,0.0035972786135971546,0.0
2,training,R3-11_t20,683,0.25,0,0,0,0.0,0.0
2,training,R3-11_t20,683,0.001,0,2,0,0.011835429817438126,0.0
2,training,R3-14_t00,583,0.25,2,0,0,0.0,0.0
2,training,R3-14_t00,583,0.001,2,2,0,0.006657525431364775,0.0
2,training,R3-14_t10,583,0.25,2,0,0,0.0,0.0
2,training,R3-14_t10,583,0.001,2,2,1,0.03102526068687439,0.03102526068687439
2,training,R3-14_t20,583,0.25,2,0,0,0.0,0.0
2,training,R3-14_t20,583,0.001,2,2,1,0.01121977623552084,0.01121977623552084
2,heldout,R3-22_t00,743,0.25,0,0,0,0.0,0.0
2,heldout,R3-22_t00,743,0.001,0,2,0,0.0028279258403927088,0.0
2,heldout,R3-22_t10,743,0.25,1,0,0,0.0,0.0
2,heldout,R3-22_t10,743,0.001,1,2,0,0.00442152377218008,0.0
2,heldout,R3-22_t20,743,0.25,2,0,0,0.0,0.0
2,heldout,R3-22_t20,743,0.001,2,2,0,0.006329887080937624,0.0
2,training,R3-23_t00,1308,0.25,2,0,0,0.0,0.0
2,training,R3-23_t00,1308,0.001,2,2,1,0.010731729678809643,0.010731729678809643
2,training,R3-23_t10,1308,0.25,0,0,0,0.0,0.0
2,training,R3-23_t10,1308,0.001,0,2,0,0.005280712153762579,0.0
2,training,R3-23_t20,1308,0.25,1,0,0,0.0,0.0
2,training,R3-23_t20,1308,0.001,1,2,1,0.0031218761578202248,0.0031218761578202248
2,training,R3-24_t00,1129,0.25,1,0,0,0.0,0.0
2,training,R3-24_t00,1129,0.001,1,2,1,0.00957278162240982,0.0072943964041769505
2,training,R3-24_t10,1129,0.25,2,0,0,0.0,0.0
2,training,R3-24_t10,1129,0.001,2,2,1,0.010568898171186447,0.007137157488614321
2,training,R3-24_t20,1129,0.25,1,0,0,0.0,0.0
2,training,R3-24_t20,1129,0.001,1,2,1,0.036370664834976196,0.036370664834976196
